Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
cinnamon	sweet,edible,bitter	orange,sweet,edible,eaten,white,black	fine,present,sweet,strong,bitter	added	sweet	sweet,eaten,poisonous,bitter,edible	edible,sweet,eaten,cinnamon,poisonous	white,black,edible	present,edible,white	edible,used,added	aromatic,good,edible,milky,acidic,spicy	addictive,good,cinnamon,delicious,spicy	good	spicy,aromatic,addictive,fragrant
clam	toxic,edible,eaten,poisonous	edible,eaten,alive	dead	here,dead,alive,edible	boiling,dead	sweet,threatened,eaten,poisonous,edible	named	edible,amphibious	poisonous,edible,named	edible,white,long	acidic,spicy,joyah,edible,delicious,evalle	thirsty,gone,hungry,a,edible,alive	alive,dead,big,edible,covered,huge	cooked,edible,eaten
clarinet	tuned,used,played	rare	perfect,used	electric,pictured	taught,mute	mute,used,played,available	used,bowed,played	used	used,included,played	used,played	mastered,played,sung	playable	here	adjustable,acoustic,cupped,cocked,playable,audible,movable
clasp	worn,removed	closed,broken	worn,missing,closed,fixed	reversible,secure,broken,closed,adjustable	reversible,locked,removable	displayed,worn,valid	closed	worn,visible	broken,open,worn,fixed,closed	reversible,adjustable,fixed,removable,closed	adjustable	worn,used,adjustable	adjustable,closed,simple,worn,sealed	magnetic,adjustable,hooked
clay	soft,hard,dry	red,sandy,black,white,hard,yellow	white,solid,black,red,molten	there,dry,hot,hard,ready,wet	dry,melting,solid,edible,molten	smooth,acidic,clay,solid,hard	rich,white,clay	hard,black,red,white,smooth	edible,solid	edible,red,dry,hot,white,hard,wet,acidic	alluvial,edible,milky,acidic,barbed	thicker,hot,fertile,acidic	pretty,saturated,thick,hot	hardened,fertile,molten,slippery
cleat	broken	long,used	missing,broken,complete,visible,closed	worn,broken,square	dead,mine,ours,theirs,broken,yours	hollow,broken	edible,poisonous	closed	long,closed	worn,wide,removable,high	concave,barbed,convex	covered	adjustable,tapered,worn,sharp	adjustable
cleaver	fixed,used,removed	used,sharp	used,broken	broken,sharp,dull	dead,yours,mine	hollow,broken	named,edible	used,adjustable	reversible,used,removable,long	curved,used,long	sharpened,encrypted,inserted,rated	used,encoded	empty,broken,sharp	cocked,adjustable,stainless,sharpened
clipboard	blank,used	empty,used,signed,blank	displayed,loaded	available,loaded	yours	transparent,displayed	fixed	black	shown,displayed,read	visible,available,installed	downloadable,included,reproduced,adjustable	printed,used,uploaded,adjustable	numbered	encrypted,loaded
clipper	removed,lost,broken	used	used,broken,loaded	here,dead	waterproof,dead,mine,broken,yours	loaded,available	included,shown	motorized,used	used,long	edible,used,extinct,long,known	adjustable,rated,dialed,pierced,joyah,evalle,barbed	patented,gone,done,adjustable,handy	pretty	adjustable,patented,handy,towed
clipper	removed,lost,broken	used	used,broken,loaded	here,dead	waterproof,dead,mine,broken,yours	loaded,available	included,shown	motorized,used	used,long	edible,used,extinct,long,known	adjustable,rated,dialed,pierced,joyah,evalle,barbed	patented,gone,done,adjustable,handy	pretty	adjustable,patented,handy,towed
cloak	black,gone,worn,broken	empty,long,red,heavy,black,gone	complete,worn	white,worn,blue,black,red	mine,wearing,worn,yours,enchanted	thin,empty,worn	white,worn	black,worn,white	waterproof,worn,removable,long	reversible,red,white,removable,blue,black,long	encrypted,electrified,joyah,jaenelle,evalle	concealed,worn,opaque,woven,covered	padded,thick,pretty,worn,covered,sealed	translucent,woven,invisible,luminous,opaque
clock	fixed,set,broken	right,wrong,stopped,broken	moving,on,running,ticking	running,stopped,ticking,broken	ticking,turning,broken,rolling,running	perfect,fixed,broken,balanced,ringing	accurate,fixed,set,made,ticking	automated	broken,accurate,running	automated	ringing	turning,watching,tick,blinking,spinning	breaking,round,closing	blinking,stopped,stopping,running
closet	empty,clean,closed,locked,open,unlocked	empty,home,closed,locked,open,mine,full	full,complete,closed,clean,bare,empty	full,locked,closed,empty,open	locked,overflowing,closed,empty,yours	closed,electrified,broken,clear,empty,open	locked,open	locked,empty,closed,open	open,large,full,empty,closed	open,locked,heated,large	furnished,open,closed,unlocked,tidy	empty,closet,a,my,open,messy	big,empty,packed,closed,covered	tidy,unlocked,empty
clothes	dirty,clean,removed	important,right,good,there	new,beautiful,clean	dirty,worn,made,new,there,clean	dirty,cheap,worn,clean,yours,washed	worn,clean,dry,dirty	clean,used,worn,made		worn,used	made,sold,used,available	easy,joyah,cheap,evalle	funny,wearing,good,cute,my	good,pretty,nice	cute,sexy
clothesline	clear,used,broken	optional,used	finished,clean,complete,visible,long	finished,there,dry,broken,long	finished,perfect	fixed,clear,uniform,worn	used,worn,available,uniform		long	attached,used,long	furnished,encrypted,listed,rated,twinned	gone,my,a	pretty,closed,covered	handy,adjustable,hooked
clothespin	broken,used,removed	used	missing,broken	visible,broken	dead,gone,mine,broken,yours,hers	worn,used	named,used,shown	used	broken,removed,removable,used	adjustable,used,interchangeable,removable	happy,joyah,jaenelle,twinned,evalle	going,gone,a,gonna,my		adjustable,disposable,clipped,hooked
cloud	clear,dense,dark	empty,there,coming,gone	real	moving,there		falling,dense,infinite,clear,empty,gone	cloud,named,free,dense,visible	large	stable	unique,large,stable	twinned,evalle,spreading	everywhere,gone,a,dense,covered	dead,closed,there,clear	gone,invisible
clove	edible,used	white,edible,eaten	dead,green,present,poisonous,white,red,edible	optional,bitter,black,crushed	burning,dead,edible,poisonous	broken,bitter,toxic,sweet,eaten,poisonous,edible	edible,poisonous	edible,green	poisonous,edible,fertile,toxic,known	crushed,poisonous,edible,aromatic,sterile	aromatic,milky,acidic,edible,sodium	fragrant,gone,edible	there,pretty,poisonous,gone,edible	aromatic,spicy,edible,fragrant,eaten
clover	rare	green,edible,white	yellow,white,green,present,growing	white,yellow,round,red,green	dead,edible,contagious	endangered,ripe,sweet,poisonous	poisonous	blue,green,white	poisonous,edible,green,long,known	edible,red,white,green	joyah,edible,milky,acidic,barbed	purple,clover,gone,a,grown,growing,edible	here,there,dead,edible,beautiful,covered	planted,edible
coal	exported,mined,cheap,fired,used	mined,hot,expensive,black	mined,burned,used,mine,ready	mined,black,green	dirty,mine,melting,burning,mined	mined,burnt,burning,cheap,available,exported,abundant	produced,extracted,mined,used,coal	mined,black	used,radioactive,burned,mined	mined,dry,hot	electrified,joyah,boiling	burnt,coal,melted,abundant	packed,gone,hot,good,empty	wasted,plentiful,burnt,melted,scarce
coaster	closed,electrified		finished,complete,closed,open	complete,new,pictured	haunted,finished,closed	closed,accessible,electrified	named	closed,haunted	open,named,long,closed	built,open,long	easy,electrified,happy,joyah,evalle	going,gone,a,gonna,my	scary	downloadable,adjustable,patented,electrified
coat	long,red,black,white,blue	simple,white,yellow	reversible,waterproof,black,white,complete	blue,worn,black,white,red	waterproof,worn,reversible,removable	red,blue,grey,white	white,black	blue,black,red,white	reversible,waterproof,black,long	reversible,white,blue,short,black,long	thicker,barbed,adjustable	worn,wearing,stained,gone	worn,tight,covered,dirty	
coat rack	accessible,available,closed,used	used	located,visible,missing,attached	removable	pictured,covered,closed,empty,removable	enclosed,worn,accessible,available	unique	open,closed,covered	removable	attached,provided,adjustable,used,available,removable	plugged,included,adjustable	handy,adjustable,included,covered	packed,covered	installed,adjustable
cobra		edible,poisonous	here,dead	hungry,dead	dead,mine,broken,poisonous	threatened,dead,poisonous,free,endangered,extinct	edible,poisonous	blind	endangered,poisonous,named,radioactive,known	endangered,poisonous,edible,extinct,black	joyah,endangered,evalle,barbed	venomous,feral,a,extinct,sentient	dead,there	poisonous,venomous,alive
cockatoo	endangered	extinct	dead	endangered	cute,dead,yours,ours	endangered,edible,threatened,available	named,used	present,endangered	endangered,edible,named,poisonous,extinct,known	endangered,edible,extinct	joyah,a,addictive,twinned,evalle	funny,gone,a	here,there,dead,alive	cute,gonna,edible,adorable
cockroach	edible,eaten,poisonous	human,edible,prey	real,dead	hungry,dead	extinct,dead,yours,harmless	threatened,poisonous,endangered,edible,hungry	named,eaten,edible,poisonous	endangered	poisonous,edible,toxic	edible	evalle,characterized,edible,poisonous,endangered	poisonous,edible	dead,alive,hungry	cute,creepy,poisonous,edible,alive
cocktail	alcoholic,popular	simple	cold,served	simple	finished,yours	illegal,clear	named,popular	clear,recommended	served,alcoholic,named,spicy	served,alcoholic,named,vegan	joyah,ordered,homemade,vegetarian,evalle,optional	a,hot,good,delicious,my	good,pretty,hot	spicy,edible,delicious,addictive
coconut	edible,eaten	green,edible,eaten,cultivated,white,used	eaten,broken,white	bruised,cracked,dry,ripe,crushed	dry,ripe,edible	poisonous,edible,eaten	edible,grown,poisonous,cultivated	edible,green,white,fried	eaten,poisonous,edible,used	crushed,poisonous,edible,cultivated,ripe	aromatic,milky,acidic,spicy,edible	delicious,edible	good,edible	peeled,boiled,cooked,edible,ripe,eaten
cocoon	transparent,sealed	empty,silk,elastic,transparent	broken,closed,sealed,empty,open	broken,complete,closed,empty	dead	hollow,poisonous,preserved,empty,edible	free,edible	brown,black,green,transparent,white	open,poisonous,edible,stable,toxic	edible,long	encrypted,electrified,twinned,preserved,barbed	sealed,enclosed,sterile,transparent,covered	closed,covered,empty,sealed	translucent,yellowish,greenish
coffee	sweet,hot,good	hot,bitter,cold,good,strong,free	cold,hot,ready,strong,good	bad,good,great,hot,strong	delicious,cold,good,ready	sweet,cheap,bitter,edible,available	coffee,served,made,sweet	hot,black,edible,aromatic,sweet	bitter,strong,hot,cold,black,good	good,hot,expensive,brewed,cheap,roasted,black,bitter	milky,good	good,hot,delicious,my,brewing	gone,hot,good	brewing,hot,good,steaming,boiling
coffee bean	edible,eaten,cultivated,used	organic,edible,soluble,black,green,white	red,black,white	black,pictured,green	dead,toast,mine,edible	cultivated,cooked,grown,sweet,eaten,poisonous,consumed,edible	edible,eaten,grown,poisonous,cultivated	eaten,edible,green	white,edible	edible,roasted,cultivated,black	acidic,joyah,edible,delicious	a,edible	there,hot,gone,edible,big	poisonous,edible,radioactive,extinct,vegetarian,eaten
coffee filter	available,used	plastic,used	on,clean,broken,removable,installed	included,removable,pictured	removable,broken,defective	recommended,available,transparent,used	transparent,available,used,free	used,adjustable	broken,used,included,removable	used,included,reusable,removable	plugged,adjustable	available,used,included	there,included,covered	adjustable,used,disposable,optional
coffee pot	empty,heated,clean,used,full	empty	cold,broken,full,hot,clean,empty	new,black,broken,empty	dead,closed,empty,broken,ready	heated,edible,empty,available	available,served,fried	hot,heated	broken,used,full,empty	heated,used,reusable,removable,black	furnished,plugged,adjustable	gone,hot,a,edible,my	hot,covered,empty,broken	buzzing,ringing
coffee table	empty,open,clean	bare,wooden,round	finished,clean,mine,broken,complete,empty	covered	empty,yours,ready,closed	occupied,heated,empty,full,open	available,served,empty	open,covered	covered	reversible,removable	furnished,decorated,housed,included,located	here,gone,my,a	packed,there,pretty,covered,empty	adjustable
coffeemaker	portable,automated,available,used	portable,simple,invented,mechanical	clean,broken,empty	new,working,broken	empty,dead,broken	happy,satisfied,hungry,staffed	sold,grown,named,available	hot,vegetarian,electric	broken,used	used,automatic,removable,included,available	joyah,evalle	expensive,gone,a,cheap,my	handy,smoking,big	working,cracking
coffin	empty,broken,closed,found,destroyed,opened,buried,sealed	empty,heavy,closed,open,full,cold,opened	full,complete,closed,sealed,open,opened,empty	black,locked,closed,sealed,empty,open	empty,buried,yours,sealed,hers	sealed,buried,broken,empty,open	sealed,cremated,buried		open,complete,empty,sealed,covered,closed	open,painted,decorated,empty,sealed,closed	lucivar,engraved,cremated,jaenelle,preserved,evalle	empty,broken,gone,buried,cremated,sealed,haunted	packed,closed,open,sealed,empty	enclosed,empty,closed,open,loaded,engraved,sealed
coil	empty,closed	hollow,open,broken	attached,broken,complete,fixed	heated,broken,empty	reversible,spinning,defective	linear,symmetric,electrified,constant,continuous	free,fixed	closed,adjustable	long	reversible,sealed,complete,heated	plugged,coiled,electrified,adjustable	formed,coiled,used,tapered	electrified,adjustable,flexible	electrified,adjustable
coin	struck,lost,unique	empty,gold,round,silver,circular,hollow	shown,returned,signed,inscribed,empty	marked,pictured,gold,silver	counterfeit,insured,mine,payable	inscribed,charged,struck,stamped	struck		signed,numbered	reversible,rare,silver,dated,struck	denoted,joyah,reprinted	given,a		adjustable,numbered,stainless,magnetic,engraved
coleslaw	used,common	extinct	shown,broken	good	yours,mine	named,threatened	named,threatened	used	defined,known	served,edible,cooked,vegetarian,prepared	delicious,joyah,edible,acidic,spicy	good,edible,delicious,spicy	good,pretty,nice	spicy,cooked,edible,delicious
collar		open,white,red,black	worn,attached,transparent,visible,missing,removed,removable	broken,removable,adjustable	removed,removable,visible,worn	worn	white	raised,blue,black,white	worn,adjustable,removable,raised,long	removable,adjustable	barbed,adjustable	pierced,worn,adjustable,covered	padded,adjustable,stiff,strong,worn,covered	adjustable
column	marked,complete	empty,displayed,referenced,blank		complete,numbered,final	final,satire,copyrighted	linear,diagonal,displayed,indicated,shown	square,written		named,closed	open,empty	uploaded,alphabetical,reproduced,archived	marked,shown,written	written,unsigned,numbered	encrypted
comb		long	intact,used,clean,broken	included,used,broken,removable	broken,yours	linear,symmetric,infinite	white,edible	deciduous,white,black	long	curved,used	sharpened,patented,adjustable,barbed	gone,adjustable,wet,expensive,patented,done,handy	broken,tight,closed,done	adjustable,stainless,disposable
combination lock	fixed,automatic,available,used	universal,simple,used	available,used	broken	reversible,locked,activated,enabled,available	available,required,specified,used	used,fixed,locked	used,locked,closed	locked,used,included,available	reversible,used	encrypted,unlocked,adjustable	used	adjustable,closed,included	adjustable,optional,included
comic book	published,available,complete	published	complete,available	complete,available		published,available	published,limited	licensed,published,available	numbered,published,released	illustrated,published,available,ongoing	downloadable,republished,reprinted	funny,about,a,my	funny,written	
compass	fixed,accurate,used,broken	true,right,wrong,accurate	used,missing	broken,accurate,correct	spinning,broken,correct	true,fixed,used	square,compass,correct,fixed	used,worn	fixed,accurate,broken,used	calibrated,accurate,used	electrified,spelled,compass,adjustable	grounded,a,encoded	straight,right,crossed,clear,set	adjustable,illuminated,northerly,magnetic
compost	available,sold,distributed,used	organic,water,dry	used,recycled	finished,organic,edible,good	recycled,compost,edible	fixed,used,available	named,maintained,staffed	green	edible,used,recycled,available	edible,made,used,fermented,available	acidic,planted,done,recycled,edible,compost	organic,gone,a,edible,compost	good,covered,packed	cooked,recycled,edible,rotten,rotting,ripe
computer	dead,working,running	dead,human,there,alive,here	dead,running,broken,hacked,working	dead,there,broken,working	broken,working,hacked	programmed,portable,functional,connected,running,available	controlled,used,portable,software,active		running,active,installed	running,portable,connected,used	plugged,encrypted	compatible,working,a	here,working,ringing	plugged,enabled,operating
computer screen		empty,displayed,green,blank,black	black,white	clear	glowing,visible	portable,transparent,displayed,activated	displayed,blank,fixed,transparent	clear,illuminated	displayed	visible,displayed,illuminated	scanned,accessed	visible,displayed	blinking,static,glowing	blinking,flashing,illuminated,glowing
confetti	preserved	empty,used	everywhere,real	everywhere,falling,over	falling	forbidden,compulsory,available		clear	edible,used,transparent	edible,used,dry,reusable	joyah,sparkling,jaenelle,evalle,barbed	everywhere,gone,coming,pretty,there	good,pretty	edible
contact lens	fixed,used	plastic,transparent,used	included,used,removable	required,needed,clear,removable	waterproof,transparent,interchangeable,removable,adjustable	fixed,transparent,spherical	adjustable,transparent,visible,used,optical,fixed	clear,fixed,adjustable	adjustable,used,interchangeable,included,removable	worn,used,interchangeable,reusable,removable,transparent	scanned,shown,adjustable	shown,used,adjustable	adjustable,flexible,covered,opaque,disposable,transparent	adjustable,flexible,sterile,disposable,defective
container	empty,closed,sealed,locked,broken	empty,open,closed,transparent,sealed	sealed,empty,labeled,full,open	sealed,labeled,clear,empty	empty,locked,transparent,reusable,sealed	sealed,loaded,clear,empty	free,empty,closed	sealed,empty,closed	open,locked,empty,sealed,closed	labeled,open,sealed,empty,removable	furnished,encrypted,recycled,sealed	filled,encrypted,sealed,enclosed,covered	enclosed,empty,packed,covered,disposable,sealed	encrypted
cooker	fixed,used	hot,used	operating,on,running,working,empty	complete,broken	empty,cooking,leaking,cooked,boiling	portable,available,satisfied	named	electric	used	powered,adjustable,used,removable,portable,available	plugged,easy,joyah,adjustable,equipped	going,empty,working,gone,hot,handy	big,hot,handy,smoking	electric,stainless
cookie	edible,good,broken	edible,good,baked,perfect,delicious	mine,eaten,broken	perfect,baked,broken	baked,yours,edible	empty,broken,eaten	frozen,used,edible,cookie,eaten,saved	chocolate,edible	eaten,edible	registered	encrypted,reproduced,reprinted,archived	cookie,gone,a,edible	done,good,pretty,gone,finished,big,eaten	encrypted
cookie cutter	available,used,sold,perfect,broken	human,edible	used,broken	included,pictured	perfect,yours,broken,optional	perfect,baked,optional,available	used,named,available	used,popular,unique	used	reusable,edible,used,available,removable	easy,patented,adjustable,included	a,used,handy,inexpensive	dead,done	adjustable,edible,stainless,handy,engraved,optional
cookie sheet	clear,clean,sealed,broken	circular,edible	shown,displayed,pictured,complete,printed	flat,lined,covered,clean,clear	identical,pictured,included,edible,complete,blank	sealed,broken,printed,clear,empty	used	printed,clear	included,identical,complete	used,removable,covered,prepared	encrypted,included,reproduced	saved,printed,a		encrypted,enabled,updated,deleted
cooler	empty,full,cold,warm			leaking,open,broken,empty	empty,dead,melting	available	cool,hot,cooler,cold	hot,open,cold	cold	available,removable,used	plugged,unlocked,adjustable	going,empty,gone,hot	packed,hot,covered,empty	adjustable
coop	empty,abandoned,closed,open,complete	empty,open,used	complete,closed,empty	finished,complete,done,empty	yours,closed	happy,empty,available,staffed	named,maintained,closed,open	empty,closed	open,complete,closed	enclosed,built	open,done,doing,tidy	open,broken,gone,a,here	big,tight,empty,packed,closed,safe,sealed	stuffed,open,ruined,empty
copier	available,used	portable	dead	working,broken	dead,smiling,yours	available,linear,symmetric,constant,used	named,charged	used,closed	named,installed	portable,used,available,removable	joyah,evalle,rated	going,gone,handy,a	handy,big	
coral	abundant,edible	edible,white,abundant,large,red,coral	white,green	dead,green,red	dead,rotting,dying,underwater	endangered,fragile,edible,abundant	edible,poisonous	black,green,translucent,white	known	edible,red,green,long	edible,milky,acidic	fertile,growing,beautiful,pretty	beautiful,covered	translucent,poisonous,edible,swollen
cord	long	elastic,long,thin	severed,attached,broken,long,cut,strong	severed,torn,cut,broken	cut,attached,broken,severed,disconnected	straight	free	free	broken,cut,long	attached,flexible,cut,broken,secured,severed,tied,long	plugged,electrified,adjustable,severed,barbed	plugged,electrified,broken,adjustable,hooked	short,loose,clipped,tight,broken	adjustable,disposable
cordon bleu	worn,used	common,French	finished,here,complete,done,over	everywhere,real,red,over	empty,dead,yours,ours,closed	worn,electrified,sung	named,present	named,used,closed	known	red,used,applied,defined	patented,addictive,edible,fungal	a	such	compulsory,accredited
cork	used	hollow,elastic,liquid	cold,hot,broken,missing,empty	white,black,broken,gone,red,crushed	dead,frozen,melting,broken,yours	hollow,empty	named,cork	black	broken,used,removed	white,edible,dry	adjustable,sturdy,intact	leaking,broken	broken,closed,gone,empty	adjustable,disposable,sealed
corkboard	used	used	missing,broken,closed		empty,dead,broken	compulsory,used,optional,available	used	painted	removable	reversible,used,white,removable,painted,available	electrified,sturdy,adjustable	painted,covered	here,closed,open,covered,closing	covered,folded,adjustable
corkscrew	fixed,used		intact,broken,complete,visible	broken	dead	hollow,electrified,used,available			visible,damaged,active,broken	broken,removable,used		here,a	dead,closed,done,broken	adjustable,folded,movable
corn	edible,eaten,cooked	sweet,edible,eaten,bitter,green,white,good	yellow,green,growing,ripe	green,brown,growing,sweet,harvested,ready,ripe	ripe,growing,rotting,edible,rotten	harvested,good,ripe,grown,sweet,eaten,edible	edible,eaten,corn,poisonous	used,edible,green,harvested	eaten,harvested,edible,grown,cultivated	eaten,harvested,edible,sold,planted,cultivated	fried,good,edible,milky,ripe	plentiful,ripe,abundant,grown,growing,good,edible	good,edible	harvested,spicy,cooked,edible,ripe,eaten
cornbread	edible,eaten	edible,white	good	sweet,perfect,great,good	delicious,baked,sweet,toast,crispy,edible	cultivated,bitter,cooked,available,sweet,eaten,edible	edible,eaten,sold,grown,cultivated	eaten,used,sweet	baked,edible,sweet	edible,cooked,sweet,baked	easy,fried,baked,joyah,edible,eaten,delicious	baked,gone,good,edible,delicious	good,pretty	spicy,baked,edible,delicious
cornhusk	common,unique,used	long,extinct,edible	eaten	dead,tall,white,green	dead,yours,edible,ready	endangered,named,threatened	named,present,eaten	present,used,unique	edible,poisonous,named,radioactive,fertile,long	edible,extinct,white,tall,long	joyah,twinned,romanized,koppen	alive,here,a,extinct	here,dead	gonna,edible,extinct,endemic
cornmeal	edible	edible,white,bitter,black	processed,present,used,cooked	used,dry,crushed	sweet,cooked,edible	eaten,poisonous,edible	edible,named,eaten,poisonous,cultivated	used,edible	edible,used,cooked,present,available	crushed,edible,sold,used,processed	aromatic,milky,acidic,edible,eaten	eaten	good,edible	spicy,cooked,edible
cornucopia	smooth	circular,large,long	finished,full,complete,beautiful	finished,here,yours,complete,ours,over	yours,ours,complete	present,absent	present,sterile,poisonous		named,large,known	open,edible,over	unesco,joyah,twinned,evalle,solved,littered	gone,hungry,a,edible,abundant	packed,pretty,empty,edible	enclosed,open
corsage	lost,used		complete	red	dead,yours,mine,broken,finished	displayed,worn	named,awarded	used		reversible,made,worn,decorated,white	twinned,encrypted,preserved	covered,known	covered,worn	adjustable,decorative,engraved,embroidered
corset	optional,removed	elastic,worn,underwear	reversible,fitted,removable	optional,tight,broken,removable,adjustable	reversible,removable,optional	worn,optional,available	named		adjustable,worn,removable,long	padded,worn,removable,long	twinned,barbed,adjustable	painted,a	tight,pretty,worn	adjustable,fitted
costume	unique,identical	white,black	complete,identical	reversible	authentic,pictured,mine	uniform,identical,worn	designed,worn	black	worn	reversible,long	twinned,evalle	wearing,funny,cute,special	cute,pretty,beautiful,simple	
cot	empty,closed,used,clean,open	empty,full,small,covered,warm	finished,complete,empty	covered,broken,empty	dead,closed,empty,yours	electrified,hollow,enclosed,staffed,empty,available	listed,open	open	empty,long	heated,available,enclosed,long	twinned,joyah	a	packed,covered,pretty	adjustable,electrified,enclosed,movable,covered
cotton candy	sweet,edible,eaten,used	sweet,edible,white,sugar,candy	real,edible,good	sweet,there,gone	yours,mine,real	sold,available,sweet,eaten,poisonous,edible	edible,eaten,available,sold,used	sweet	edible,used	edible,sold,used,sweet	recycled,edible	addictive,good,edible,delicious	good,pretty,edible	addictive,spicy,edible,delicious
couch	empty,comfortable,broken	empty,big,clean,warm,comfortable	black,mine,clean,empty	new,comfortable,empty	empty,yours,hers,covered	hollow,empty,flat,broken	comfortable,there,bare,empty	comfortable,empty,covered	covered,long	reversible,available,removable,long	cute,joyah,adjustable	my,a,cute,covered,rocking	covered,pretty	comfortable,ugly
cougar	endangered,threatened	endangered,extinct	here,dead	dead	dead,yours,welcome,pregnant	threatened,endangered,aggressive	named	present,endangered	endangered,named,extinct,known	endangered,large,extinct,rare,known	lucivar,joyah,rated,evalle	crazy,gone,allergic,a,afraid,cute,scared	here,there,dead,pretty	hunted,alive,extinct,feral
counter	empty,closed,used,broken	empty,zero,simple	correct,broken,empty	accurate,broken,full	empty,ready,closed	linear,symmetric,zero,empty	used,fixed,automated,zero	clear,closed,open	calculated,used		dialed,plugged,unlocked,adjustable	there,empty,a,at	numbered	encrypted,adjustable,loaded,weighted
coverall		red,black,green,white,yellow	black,pictured,white	reversible,removable	complete,mine	clear,empty,worn	named		black	reversible,worn,adjustable,removable	encrypted,reproduced	that,gone,a,my,your	included	adjustable,embroidered,disposable
cow	dead,killed,fed,pregnant		dead,alive,killed,eating	pregnant,dead,hungry	dead,yours,born,pregnant	dead,poisonous,free,endangered,edible,gone,hungry		white	named,dead,pregnant,killed	named,extinct,slaughtered,pregnant,fat	lucivar,happy,joyah,jaenelle,evalle	gone,allergic,pregnant,hungry,alive	dead,starving,dying,happy,hungry,crying	cute,laughing,smiling,happy,hurting,hungry,asleep
coyote	killed,dead	endangered,intelligent,large,extinct	hungry,dead,aggressive	here,dead,alone,hungry	dead,endangered	threatened,dead,endangered,extinct,evil	named,coyote	present,endangered	endangered,poisonous,named	endangered,known,large,extinct	lucivar,allergic,joyah,afraid,rabid,evalle	crazy,funny,gone,allergic,a,gonna,creepy,afraid	here,dead,crazy,gone,mad	scary,gonna,scared,hunted,alive,extinct
crab	edible	extinct,edible,human,small,prey	named,dead,eaten,eating	dead,alive,hungry,edible	dead,hungry,edible	dead,poisonous,endangered,edible	edible,poisonous	common,edible,amphibious,endangered,poisonous	eaten,edible,named,poisonous,dead	eaten,edible,red,long	joyah,edible,endangered	hungry,gone,alive,edible	pretty,edible	alive,poisonous,edible,extinct,eaten
cracker	edible,eaten,used	hard	broken,empty	dead,broken	dead,mine,yours,welcome,finished	cracked,used,broken,edible,available	used,broken	used	broken,edible,used,removable	edible,sold,used,reusable,removable	joyah,jaenelle,edible,evalle,barbed	broken,gone,good,edible,delicious	gone,edible,good,big,eaten	cooked,baked,edible,eaten
cranberry	edible,poisonous	green,fruit,edible,poisonous,red	sweet,white,red,green	here,black,ripe,sweet,poisonous,red,edible	sweet,toast,delicious,edible	sweet,poisonous,bitter,edible,ripe	edible,named,poisonous	edible	eaten,poisonous,edible,white	poisonous,edible,cultivated,known	milky,joyah,edible	gone,a,edible,here,grown	good,pretty,edible	spicy,edible,delicious,ripe
crane	used	large,human	moving,attached,broken,working	moving,damaged,pictured,broken	working,moving,loaded,operational,visible	available			used	operational,tall,manned	electrified,adjustable,twinned,barbed		here,dead,closed,there	cocked,flying,unmanned,towed,flown
crank	fixed,used,broken	used	missing,broken	turning,broken,spinning	dead,ticking,broken	linear,automatic,balanced,used	used,fixed,cast	electric	rotated,rated	reversible,broken,adjustable,used,removable	plugged,rotated,adjustable,dialed	plugged,electrified,adjustable,fired,fixed	closed,broken,stopped	adjustable,rotated,stainless,installed,defective
crate	empty,sealed,broken	empty,open,full,heavy	broken,empty,complete,full,open	full,locked,closed,sealed,heavy,empty,open	empty,loaded,locked,broken	hollow,broken,empty	used,empty	sealed	broken,complete,intact,empty,sealed	labeled,open,numbered,filled,empty,closed	furnished,unlocked,enclosed,evalle	mine,broken,unlocked,gone,a,enclosed,my	big,empty,packed,closed,loaded,covered,sealed	adjustable,electrified,enclosed,loaded,stainless,sealed
crayfish	endangered,edible,common	amphibious,extinct,edible,aquatic,fish	named,dead,edible	dead,small,alive,endangered,pictured,harmless,edible	dead,hungry,edible	endangered,threatened,poisonous,edible,abundant	edible,widespread,poisonous,migratory	common,endangered,edible	endangered,eaten,poisonous,edible,named,known	edible,predatory,long,known	joyah,edible,twinned,evalle	funny,gone,a,cute,gonna	alive,dead,there,edible,funny,missing	poisonous,alive,extinct,venomous,edible,harmless
crayon	used	white,colored,red,black,drawn	blue,black,mine,white	white,blue,black,broken,red,pink	dead,yours,mine	shown,broken	white	clear,black	white,black	colored,edible,red,used,white,black	sharpened,glued,painted,barbed	funny,cray,gone,colored,a,gonna,my	big,small,empty,missing	adjustable,disposable,edible
cream	sweet,edible,white,bitter	edible,white,good,cold,thick,cream,perfect,yellow	thick,strong,good	cold,thick,there	sweet,delicious	bitter,sweet,edible	edible,white,sweet	clear,edible,white,sweet	white,edible,thick,concentrated	edible,used,white,thin,thick,creamy	milky,acidic,edible	delicious,hot,good	good,thick	spicy,edible,melted,greasy
cream cheese	sweet,used	sweet,popular,edible,white	melted,good	melted,whipped	melted,delicious,optional	eaten,baked,available	used,edible,available	sweet	used	edible,used,melted,sold,heated,added,included	good,edible,milky,delicious,spicy	delicious,good	good	melted,softened
