Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
cupcake				edible	edible	baked,eaten,sweet			edible	edible,baked	joyah,edible,delicious	gone,delicious	pretty	edible
curb	closed,paved	high	visible	there,high	empty,overflowing				high	high,wide,raised	electrified,adjustable	parked,unlocked,paved	closed	inviting
curling iron	used	used	used,broken		melting	used	used		used	heated,used	adjustable	used	pretty	adjustable
curry			good	hot,spicy	spicy	eaten,sweet		vegetarian,spicy	spicy	vegetarian,spicy	joyah,spicy	good,spicy,delicious	good	addictive,spicy
curtain	drawn,closed	drawn,raised	drawn,up	closed,drawn	closed,drawn	drawn	raised,closed		closed,drawn	closed,drawn		open,closed,drawn	open,closed,down,drawn	drawn
cushion		padded		removable,adjustable,flat	removable				removable	removable,padded	sturdy,adjustable	covered	covered	adjustable
cutting board			used	included					used	removable	adjustable	used	done	adjustable
cymbal	used	played		broken	broken	used				used	pronounced	electrified	loud,broken	adjustable,engraved
dagger	broken	long	empty	silver,sharp	mine,hers	drawn		engraved	long	sharp,long	joyah,kaladin,evalle	stabbed,gone	broken,sharp,short,drawn	engraved
daisy		edible,white,yellow,green	broken	dead	dead,broken		poisonous	white	broken	edible,red,white	joyah,evalle	a,gone	dead	ornamental,edible,fragrant
dalmatian		extinct,human		white	dead	endangered			defined		joyah,twinned	a	dead	adorable,cute
dandelion	poisonous	edible,yellow,green		green	edible,dead	poisonous		edible	edible,poisonous	edible,poisonous	edible		edible	edible,poisonous
dart		long		loaded	loaded	empty	poisonous		edible,poisonous	fired			short	cocked,adjustable
dartboard	used		shown			used		adjustable	shown		twinned	a	closed	
dashboard		white,black			encrypted				shown	displayed,available	downloadable		covered,adjustable,padded	
deer	threatened	extinct,endangered	dead		dead	threatened,endangered			named	killed,endangered	joyah,evalle	hungry,gone	dead	
defibrillator	functional	portable	working		activated	portable,activated		active,used	used	portable,used		used,adjustable		activated
denture		long,straight		broken	reversible						characterized		closed	stainless,disposable,adjustable
deodorant	toxic	liquid		effective	poisonous	used,poisonous		used,recommended	effective,toxic	used	acidic	good	good,edible	
desk	empty	there,empty	empty,clean	empty	empty,locked	empty,open	staffed	empty		high	furnished	empty	pretty,covered	stainless,adjustable
dessert	served		delicious					sweet	edible	served	joyah,delicious	dessert,gone,delicious		edible,delicious
detonator	used		used	broken					active,used	removable		used		adjustable
dial	broken	empty,broken	turning	moving,spinning		constant,electrified	blank,fixed	closed			dialed,adjustable	dialed,unlocked,adjustable		illuminated,adjustable
diamond	rare	precious			mine,yours	broken	diamond			cut	encrypted	diamond,a,platinum,gone		
diaper		wet	clean,dirty	removable,wet	wet	clean,dry	named		removable,waterproof	wet,reusable,removable,waterproof	adjustable	my,cute	covered	disposable,adjustable
dice	rolled,used	rolling,thrown		broken	rolling,rolled		used	played	drawn,used	rolled,used	joyah,evalle,weighted		broken	rolled
dip				over,significant								gone	pretty,easy	
dirt bike	available,used		pictured		dead	easy,available	used	used	used	used	joyah,evalle,easy	a		
dish	cooked	edible,cold			vegetarian	edible,cooked		vegetarian	edible	edible,vegetarian,served	joyah,edible	edible,cooked	simple	edible
dishrag	used	empty					eaten,edible	adjustable	used	edible	twinned			disposable
dishwasher		portable	running	working,broken		available	used,available,sold		running	automatic	plugged,adjustable	empty		
dishwashing liquid	used	liquid,water	diluted	clear		used	used	clear	diluted,used		acidic	saturated,liquid		edible
diskette		signed	complete,shown	included	encrypted,included					removable,included,available	configured,plugged	encoded,shown		playable
diving board		portable		pictured					waterproof,used	used			covered	adjustable,navigable
dog	dead,killed	human	dead	barking	dead,barking	dead,hungry		white	named	extinct	joyah,evalle	a	dead	cute
dogfood	available		good	vegan		eaten,available,edible		used	edible,available	edible,vegetarian,nutritious	joyah,evalle,vegetarian	good,delicious	good	edible
doghouse			complete,empty	empty	yours,empty	haunted,gone		open		heated	twinned,furnished	a,haunted	closed	open,empty,gone
doily	printed		finished,done		dead,yours	true		used	complete,completed	white	lucivar,evalle,joyah	a		embroidered,folded
doll	destroyed	alive,dead	dead,named			dead			named	female	evalle,jaenelle,joyah	a,my,gone	alive,dead	adorable,cute
dollhouse			finished,complete,completed	finished,complete	haunted	haunted	haunted	haunted	complete,named		joyah,evalle	a,here,gone	closed,empty	ruined
dolly	broken			broken	yours	yours,gone	named		named,dead	removable,used,available	joyah,evalle	gone,cute	pretty,dead	
dolphin		endangered	dead,named	pictured	dead,endangered	endangered	named	shy,blind	named,endangered	endangered	joyah,evalle	alive	swimming,dead	alive
domino	played,used		over,falling,fallen	falling,broken	over,falling	available	used,played		broken	spherical	joyah,evalle	domino,gone	dead	tipped,toppled
donkey		human	dead	dead	dead	dead,endangered			named	extinct,fat	happy,evalle,joyah	a,gone	dead	
donut	eaten,used			perfect	toast,yours	sweet,eaten,edible		black	edible	edible,baked	joyah,evalle	good	good	edible,baked
door	locked,open,closed	locked,open,closed	closed,locked	open,closed,locked	unlocked,locked,closed	closed,locked,open	closed,open,locked	locked,open	locked,open,closed	locked,open,closed	unlocked,locked	open,unlocked,locked	locked,closed,unlocked	locked,open,unlocked
doorbell	ringing	ringing	ringing	ringing	locked,ringing,answered	ringing,broken	set,answered,ringing	locked	activated,locked	activated	answered,ringing	ringing,unlocked,haunted	answered,ringing	ringing
doorhandle	closed				locked	broken		locked,open		removable,adjustable	twinned,adjustable	painted,broken,stained		adjustable
doorknob	turned,broken		broken	locked,broken		locked,unlocked	locked	locked	broken,locked	removable,adjustable	unlocked,adjustable	unlocked	closed,unlocked	locked,defective,unlocked
doorknocker	locked		dead	here,dead	dead	available	named	used	named	removable	plugged	handy,a	here	
doormat		used	dead		dead	locked	locked			removable		a,my		adjustable
doorstop	open		locked,broken	broken	unlocked,locked,closed		open			removable,adjustable	unlocked	a	closed	adjustable
dough	baked	baked,hard,fried	soft	ready	sticky,soft	baked,edible	baked,fried	fried	solid,soft		joyah,milky,easy		good	
dragonfly		winged		pictured	dead	poisonous,endangered	poisonous		poisonous,named	known	evalle	a,flying	alive,dead	edible
drain	closed	open	full,blocked	open,plugged,blocked	overflowing	clear	deep,long		blocked	blocked,open	plugged		closed,covered	plugged,leaking,blocked
drawer	locked,open,empty	open,closed	full,empty	open,empty,locked	empty,overflowing	closed,empty,open	closed,open,locked	empty,open	closed,empty	closed,open	unlocked,closed	unlocked,empty,open	closed,packed,empty	adjustable,unlocked
dreidel	used		dead	broken	dead	finite					joyah,twinned,koppen,evalle	a,gone	dead	adjustable
dress	white	white,red,black		long,white,black	reversible			white,black	reversible,long	long	evalle,embroidered		pretty	
dresser	broken	empty			pictured	clear	named		named	tall,adjustable	adjustable	my,a	pretty	
drill	complete,used	done,over	complete,completed		completed		complete,repeated	used	complete,completed	used,adjustable,long	done	done		easy
drink	alcoholic	alcoholic		alcoholic,cold	alcoholic	bitter,alcoholic	served	recommended,alcoholic	alcoholic,bitter	served,alcoholic,cold		hot,good	good	
drum		played,used	playing,broken	broken		hollow	used,played				mastered	electrified		playable
drumstick	used		used,broken	broken	broken,dead		used	used		used	joyah	electrified	big	adjustable
dryer	used	used	running	working,broken		dry	dry		used	adjustable,used	plugged,adjustable	handy,gone	hot	
duck			dead,named	dead	dead	dead		edible	named	edible,white,endangered	joyah,evalle	gone,alive	alive,dead	gonna
duckling	endangered	endangered	dead	dead	dead	endangered	migratory		named	born	joyah,evalle		dead	cute
duct	closed	closed	closed,open	broken,closed,blocked	closed,sealed,leaking		closed	free,closed		long	adjustable	formed	closed,sealed	leaking
duct tape	used,removed	used		sticky			removed,used		used	removable,used	plugged,adjustable	used	covered	adjustable
duffel bag	empty		empty	heavy,empty		worn,available	available	available	empty	empty		my,gone	included,covered,packed	adjustable
dumbbell	broken		broken	heavy,small	broken,dead,ringing	ringing	played	used	used	used	joyah,evalle	a		weighted,adjustable
dumbwaiter	dead			dead			named,listed		named,dead	available	joyah,evalle	a,gone	dead	enabled,restarted
dumpling	cooked,edible	edible	cooked	edible,flat		available		edible	edible	edible,cooked	barbed,joyah,evalle,easy	growing,gone	good	edible,baked
dumpster	empty,closed	empty	full,empty	full,overflowing,empty	empty,overflowing	empty	empty		empty	empty	joyah,evalle	there,a,gone,empty	packed,empty	full,empty
duster	used				over	available	named		removable,waterproof,used	used	plugged	handy,gone		handy,adjustable
dustpan		empty	empty	empty	empty	clear	named			used	plugged,adjustable	gone	empty,covered	adjustable
dynamite	fired,used	there,here			dead	illegal	used	used	known	radioactive,used	barbed,electrified	dynamite	good	dynamite
eagle		extinct	dead	dead	dead	flying			named	extinct,endangered	joyah,evalle	eagle,a,flying,gone	dead	asleep
ear		small	pierced,hollow	visible,pierced	pierced			free		long	plugged	pierced		
earplug				removable	included,waterproof,removable				removable,used	removable	plugged,adjustable			disposable,adjustable
earring		gold	missing	gold	removable	worn			removable	removable,pierced	adjustable		matching	adjustable
earwig			transparent	extinct,endangered		hollow	long		transparent	known,long	joyah,evalle	gone		edible,poisonous
easel				complete,empty	mine,yours	painted,displayed				removable,portable,used	encrypted		closed,covered	adjustable
easter egg			here				eaten		eaten	edible	edible,easter,eaten	edible,easter		
eclair	used		available	vegan	mine,dead			written	included	edible	joyah,twinned,evalle	a		edible
eel		edible	eaten,dead	dead	dead	threatened,eaten,endangered			known,named	edible,known	joyah,evalle		alive,dead	venomous,poisonous
egg	laid	empty	laid	cooked,broken	frozen,rotten	empty	laid	white,black		edible,hatched	eaten	fertile	eaten,cooked	edible,rotten,boiled
egg roll	eaten	baked			optional	eaten	used		edible	edible	joyah,edible	edible		edible,spicy
eggbeater		edible	broken	broken			eaten,edible	edible	edible,named	used	joyah,evalle	a,addictive		
eggnog		edible			toast		eaten,edible	used	edible	alcoholic		edible	good	delicious
eggplant	edible	edible	edible	edible	edible	edible	edible	edible	edible,poisonous	edible,poisonous	edible	grown,edible	edible	edible,cooked
eggshell		hollow	intact	cracked,broken	edible	spherical,edible	eaten,edible	white,black	smooth,hollow		joyah,edible,evalle	there,fertile,gone	closed	edible,translucent
elbow	bent	swollen	extended,broken	visible,broken	broken	crooked,bent					flexed	swollen	broken	flexed,rotated,adjustable
electric chair	available,used		electric	dead	optional	available	used,electric		electric	used	furnished,adjustable	available	electric	addictive
elephant	dead,killed	human	dead	dead	dead	dead	elephant	white	named	extinct,endangered	joyah,evalle	gone,alive	dead	asleep,smiling,gone
emerald		blue	white	green,gold	mine		poisonous	blue			twinned,evalle,joyah	a,sapphire	beautiful	translucent
enchilada			complete	cooked	over	poisonous			included	edible,vegetarian,cooked	edible			edible,spicy,cooked
engine			running	running,broken	idle	stationary		electric	rated		rated	rated		restarted
envelope	empty,sealed	empty,sealed	sealed,signed,stamped	sealed,open	sealed,stamped	symmetric,linear	sealed	transparent	sealed,signed	sealed,addressed	scanned,encrypted	printed,sealed	closed,sealed	sealed
eraser	used				dead	available	used,erased,visible	used	used	removable,used	plugged	used,handy	handy	disposable,adjustable
espresso	used		good	good	ready,cold	available		recommended	cold,strong	good,hot			good	
exerciser	trained,blind	passive,human	free		recommended	disabled		blind	called,named	portable	rated	a		
exhaust pipe	closed	long,cylindrical,straight	exposed	visible,shown	leaking	electrified,sealed	removed		long	long	electrified,plugged,adjustable	electrified	intact	adjustable
extinguisher	fired,used	used	used			available		used	extinguished,used	removable,used	plugged	used		adjustable
eye	closed	open,human	closed	closed,blind	blind,closed,blinking	blind	closed		visible,closed	closed,open	joyah	visible	closed,blind	blinded
eye patch					visible				worn,removable	worn,removable			covered	
eyedropper	dead			broken	mine,dead	dead	named		edible,poisonous,used	reusable,used	twinned	a,adjustable		adjustable
eyeliner		white,black	black	black	removable,reversible	visible		black	black	applied,used	adjustable		opaque	
eyepiece	fixed	transparent	transparent	broken	removable	fixed			transparent	removable,adjustable			adjustable	adjustable
face		there,human		human	mine	clear			shown	white	joyah,shaved,evalle	facial	pretty	expressive,symmetrical
face mask		used	removable	removable	removable	worn			worn,removable	removable	adjustable	used	covered	adjustable
fan	dead		happy		welcome				named	adjustable	joyah,evalle,happy	gone		
fast food	served,popular		bad,good			available	fast,available		available	good	joyah,plentiful	good	good	addictive
faucet			on,running	leaking,broken	closed	broken,heated			broken	removable	plugged,adjustable	leaking,hot		dripping,draining,leaking
feather		white	missing	white	dead,sacred		white	white,black	visible	black,white,long	barbed,evalle	edible,gone	flying,covered	edible
fence	broken,electrified,closed	high,electrified	high	there	secure,breached	broken,electrified		electrified	high	high	barbed,electrified	barbed,paved,broken	closed,tight	electrified
fencepost	broken		broken	broken		fixed					barbed,electrified	a		cocked,adjustable
fern	edible,poisonous	edible,green	present,dead		mine,ours,barren	edible,poisonous	edible,poisonous	hairy		tall,uncommon	deciduous,edible		edible	edible,fragrant,poisonous
ferret			dead,named	dead	dead				named	known	joyah,evalle	a,feral	dead	
ferris wheel	used	circular	complete	pictured	dead,broken	broken,spinning			used		twinned,available	a,gone	closed	
ferry			full			accessible				operated	twinned,navigable	boarded,navigable		towed,navigable
fig	edible	edible,green		ripe,edible	mine,yours,empty	edible			edible,named	edible	illustrated,shown,reproduced	shown,denoted		edible,ripe
figurine	preserved				mine	inscribed	edible		named	known	inscribed	a,shown		pictured,engraved
file		empty	encrypted		encrypted				encrypted		archived,uploaded,reproduced			
file		empty	encrypted		encrypted				encrypted		archived,uploaded,reproduced			
filing cabinet			complete,empty	empty	closed,empty	available		closed,open		removable	furnished,adjustable	handy,furnished	packed,covered	adjustable,unlocked
film	lost	lost	good				lost		titled		reprinted,archived	titled		
filter	linear	passive			broken	continuous,symmetric,linear	uniform	adjustable,transparent	transparent,used	reversible,used	encrypted		covered	enabled
finger	missing,broken	long,extended	broken	broken	crooked,pointing	crooked,bent	long			extended,curved,long	sharpened,inserted	swollen	small	cocked,pointing
fingerprint		recorded,unique		unique,visible	visible,encrypted,registered	visible		clear,visible	known,unique	known,unique	encrypted	detected,visible	there	measurable
fire		coming	extinguished,contained	burning,out	contained,extinguished	burning	burning,extinguished	extinguished	extinguished,contained	extinguished,burning	crackling	burning,gone,alive		burning,roaring
fire alarm	sounded	sound,audible	working	ringing	working,ringing,activated	activated,installed,fixed	set	audible,set	triggered,activated	activated,audible		operational,activated	ringing,sounding	ringing,sounding,activated
fire hydrant	used			broken	damaged	available	used	electric,electrified						visible
fire pit	closed			lit	closed,empty	empty	open	closed,open		lit,heated	excavated,located	a,haunted		electrified,heated
firecracker	fired,used	explosive,fired		lit	dead	fired	burned,poisonous	used,destroyed	used	edible,used	joyah,evalle	gone	alive,dead	
fireplace	lit	warm,lit,cold,open	lit	lit	lit,burning		used,open,lit	original	covered	lit,heated	furnished			electrified,heated
firetruck	dead		loaded	pictured		available		used	operational		joyah,evalle	parked,haunted,gone	there	parked
firewood	used	burned,used		available	dry,burning	available	edible,poisonous	available,burned	edible,used		harvested	edible	good	
fireworks							used	used		used	joyah,evalle,happening	happening		deafening
first-aid kit	available		complete,available		available	available	available	worn	included,available	included,available	available,downloadable	included,available	included,packed,covered	included,available
fish	edible	edible,eaten	dead	alive,dead	dead	poisonous,edible	edible,migratory	edible	edible,poisonous	edible	joyah,edible,evalle	hungry,edible,alive	edible,alive,dead	edible,eaten
fishbowl	used		complete,empty	full,empty	empty,complete	available	migratory			removable,empty	twinned,evalle	a,gone	empty	emptied,empty
fishhook	used	edible	attached	pictured,used	dead		migratory		attached,used	used	joyah,edible,evalle	a,gone		adjustable
fishing pole	used	long	attached,broken	long,broken		visible		visible	used	long,used		used		adjustable
fishnet stockings		popular		pictured		available	available	used,available	used,available	available,used	joyah,twinned	available		adjustable
flag		red	white	red	flying	blue,flown						flown,numbered		
flagpole	raised		visible,raised	long,tall		displayed			tall,raised	tall,high,long		numbered	tall,dead,large	hoisted,upright,adjustable
flamethrower	used	portable	used				used	used	used	used			smoking	
flamingo		extinct,endangered	dead	dead	dead	threatened			named	extinct,endangered	joyah,evalle	a	dead	cute
flan		written			mine,dead,yours	true	listed	used	long,fertile	edible	encrypted	a		
flashbulb			activated			available,visible			visible	removable,used	enabled	a		clicking
flashlight	on,off		on,shining		shining		used		used	removable,included,used	adjustable,plugged,electrified	handy		electrified,adjustable
flask	empty,sealed	empty	full,empty	sealed,empty	empty	sealed,empty,loaded	empty		empty	sealed,empty,filled		edible,sealed	covered,empty,sealed	stainless,engraved,adjustable
flatiron			perfect,broken		perfect	convex		used	used	used	adjustable	a		
flip-flop	used	flat				available		used	reversible,used	flat	adjustable			latched,reset
flipper	fixed		missing	broken	dead	available	used		used	long	joyah,evalle	a,gone	dead	adjustable
float		empty				empty,fixed					encrypted		covered	weighted,adjustable
floss	clean	edible		white	edible	easy,available	named	preserved		used	barbed,adjustable	gone		disposable,adjustable
flour		flour,white	used	white,dry	edible	edible			edible,used	white,used		organic,good,flour	good,edible	edible
flower	white	white,red,yellow		red	edible		white	white,yellow		red,white			beautiful	
flute		musical	used,played	broken	dead	played,mute	played		long	played	sung			adjustable
fly	free		dead	here,dead	dead,flying	flying,free,poisonous		edible			joyah	alive,flying,gone	alive,dead	eaten
flypaper			used		mine				used	edible,used	barbed,recycled	available		
flyswatter			used		dead			used	known,named	used	rated	electrified	dead	playable
foam		white,transparent	thick	sticky	waterproof,edible,removable	dense,transparent,elastic		translucent,transparent		edible,removable,thick		thicker		corrugated,flexible
folder	open,empty	open,empty,closed	empty	empty	empty	empty				empty	archived,uploaded			
fondue	used								edible	edible,baked	edible	delicious	good	edible,spicy
food processor		human	used	pictured		available	available	vegetarian	included,used	used			simple	
foot		mobile	missing	shown,broken	broken	crooked				flat,long	joyah	broken,swollen	covered	cocked,movable
football	played	popular		dead	yours,ours	competitive	listed,played	used,played	played,used			gone,good,playing	good	
football helmet	unique	football		pictured	removable	worn	used,worn		worn				worn	adjustable
footbath	played		complete	dry		compulsory		used		heated		a	happening	adjustable
footprint	visible		large	small	shrinking					large		visible	clear	adjustable
footrest		padded	padded	removable,adjustable	broken		adjustable			removable,adjustable	adjustable	adjustable	adjustable,padded	comfortable,adjustable
fork		long	missing					navigable,closed		connected	joyah,adjustable		broken	cocked
forklift			loaded	pictured		complete,available	planned	used	used	used	adjustable	used,adjustable		towed
fossil					preserved		known	known	known	known		fossil,extinct	known	
fountain pen	used	used	used	pictured		available			used	available,used	twinned	a	used	adjustable
fox	threatened		dead	dead	dead,afraid	evil,poisonous,endangered				endangered	joyah,evalle	watching,afraid,gone	dead	scared
frame		fixed	complete			symmetric,rigid	fixed		complete		adjustable	shown,adjustable		adjustable
freezer	closed	cold	full,empty	broken	empty,closed,overflowing	frozen,available,cold	used,available,frozen	closed		heated,available	packed,plugged	empty,gone	packed,empty	
french fries	served	French	good	good		served,eaten		available,used			joyah,good	good	good	spicy
french horn	used,unique	French	used	unique,extinct	broken			used	used	extinct	evalle	electrified		playable,adjustable
frisbee	eaten	winged	broken	dead	dead,welcome			used		edible,long,used	joyah,evalle	a,gone	dead	adjustable
frog		edible	dead,named	hungry,dead	dead	endemic,poisonous,endangered			named		joyah,evalle	funny,a	alive,dead	alive,eaten
fruit	edible	edible,green	white,edible	ripe,edible	edible,ripe	ripe,edible	edible	black,edible	edible	edible	joyah,edible	edible,ripe	edible,ripe	edible,poisonous
fruitcake				delicious,sweet	edible	baked,eaten	edible,poisonous	sweet	edible	sweet,edible,baked	joyah,edible,delicious	my,delicious		edible
fudge	used	edible	good	gone	yours,real	broken	poisonous		edible	edible	joyah,evalle	good,gone,delicious	good,pretty	addictive
fungus	edible,poisonous	edible,poisonous	poisonous,edible,toxic		contagious,poisonous,infectious	poisonous,edible,toxic	edible,poisonous	edible,poisonous	edible,toxic,known,poisonous	edible,known	fungal	poisonous	edible,poisonous	edible,infectious,poisonous
funnel			complete	visible,complete,empty	closed					long	barbed,adjustable	covered	closed	adjustable,navigable
fur coat	white	long,white,black		black	removable		white	white,black	long	black	barbed,adjustable		worn	worn
furnace		hot,heated,cold	hot,running	complete,hot	burning	electrified,operational					plugged	leaking,hot,heated	closed	
fuse	broken		short,blown,lit	lit,blown	lit	broken	used		long,lit,short	blown,lit,short	adjustable	electrified	blown,light,lit	blown
gallows	closed		empty	empty,here		empty,haunted			long	tall,high	joyah	a,here,haunted	closed	
game	complete	endless,simple	over,complete	finished,over	playable,finished	complete	played			playable	multiplayer,downloadable,playable	playing,playable	simple,just	playable
garbage	collected	clean			garbage	available,garbage	collected,garbage	collected	recycled,collected	recycled,collected	joyah,gone	garbage,gone	there	wasted
garbage truck					empty	available,loaded	used	used			parked	going,gone	coming,waiting,parked	arriving,coming
gargoyle		extinct,human	dead		dead	hollow			named	tall,extinct	joyah,lucivar,evalle	creepy,a,gone	dead,scary	cute
garlic	edible,used	edible,eaten,white	green	optional		forbidden,poisonous	edible,poisonous	used	edible,poisonous,present	edible	aromatic,spicy	garlic,spicy	good	fragrant,spicy
garter		long,red	used	broken	dead,yours	worn		worn	worn		joyah,evalle		worn,adjustable	embroidered
gas mask			visible,on		removed,removable		used		worn,removable	removable	adjustable	used	handy,covered	disposable,adjustable,optional
gasket	broken	broken	intact,open,closed	sealed,broken	empty,closed,overflowing	sealed			open,closed,intact	sealed,removable,closed	plugged,adjustable	broken,sealed,empty	blown,closed	adjustable
gate	locked,open,closed	locked,open,closed	open,closed,locked	open,closed,locked	unlocked,locked,closed	closed,open	closed,open	closed,open,locked	locked,open,closed	locked,open,closed	unlocked,electrified	open,opened	closed,open	unlocked
gauge	standard		accurate	broken	accurate		electrified				rated	adjustable,electrified		accurate,adjustable
gauze		white	wet,clean		broken					removable				disposable
gavel		used,broken		silent	empty,locked,closed	broken,empty,available			broken	broken,used	joyah,evalle	a,gone	broken	cocked
gazelle			dead	endangered	yours,dead	threatened,endangered			known,named,endangered	extinct,endangered	joyah,evalle	a	one	
gear	fixed				waterproof			adjustable		adjustable	downloadable	good	good	adjustable
gearshift	fixed		fixed,engaged		removable,optional,adjustable			adjustable	adjustable		adjustable		adjustable	adjustable
gel	toxic	edible,liquid,white			toxic	available	used	transparent	stable	transparent,edible	patented,formulated,acidic			sticky
gem			mine,complete	gold	mine,yours	infinite		unique		rare	encrypted	mine,gone	gone	
generator		used	working,running	broken,running	working	electrified,symmetric,linear			active	powered	plugged,electrified			
gift	free		appreciated		yours,appreciated	yours	free,given	accepted		free	joyah,evalle	a,my,precious		unconditional
ginger		edible			edible	sweet,edible	edible,poisonous	edible	edible,poisonous	edible,poisonous	edible	edible		edible,spicy
gingerbread man	dead		dead	dead	dead	dead		dead	dead	tall,edible,extinct	joyah,evalle	a,gone	dead	gonna
giraffe	endangered	extinct,endangered	dead	dead,endangered	dead,endangered	endangered	named		named,endangered	extinct,endangered	koppen,evalle		dead	edible,alive
girl	dead				dead,crying		named	dead	married	married,pregnant	evalle,jaenelle,joyah	a,cute	pretty	cute
glass	broken	glass	clear,broken	clear,cracked,broken	broken,shattering,shattered	broken,shattered,transparent	glass	translucent,transparent,clear	transparent,clear,opaque	transparent,clear	adjustable,stained	broken,stained	broken,empty	broken
glasses	broken		broken		removable	broken	used,transparent	clear	transparent	sold	joyah,youre,evalle			adjustable
globe		round,empty	round,flat	round,flat	spinning	empty			flat	flat,round	reprinted,twinned,archived	gone		tilted
glove			missing,broken	white	broken	worn,empty	free	worn	worn	white	adjustable	disposable,magnetic,handy,worn	tight	disposable,adjustable
glue	applied,used		solid	dry,sticky	sticky	toxic	used		solid	edible,sticky,dry	glued	sticky	there	
go-kart	used	popular			dead	illegal,available		available,used	used			a	different	playable
goalpost	used	vertical,tall		tall,there	empty	listed,fixed	listed		vertical	tall,high	archived,uploaded	a		shifted,crossed
goat	dead,killed		dead,named	dead	dead	dead		white	named	edible,slaughtered,endangered	joyah,evalle	hungry,allergic,vegetarian	dead	
goblet	empty	empty	empty	empty,broken	yours,ours	empty,boiled				empty	preserved,joyah	stained	broken,empty	empty
goggles		used	removable		waterproof,removable	available			removable,adjustable	adjustable	joyah,encrypted,evalle	worn		adjustable
gold		gold		gold	mine	pure,gone	gold			gold,silver,used	joyah,evalle	gold,gone	there,gone	worthless
goldfish	endangered	edible	dead	dead	dead	threatened,poisonous,endangered	edible,migratory	edible	edible,poisonous	edible,known	joyah,edible,evalle		edible	alive
golf cart	available,used	portable				accessible,available	available,open,maintained	available,used	included	used	downloadable,furnished,rated	a	parked	adjustable
golf club	closed	private	complete	open	welcome		open	listed		open	twinned,rated,accredited	a	closed,just	chartered
gondola					closed	accessible,electrified,empty	named		long	long	twinned,koppen		covered	navigable
gong	used,broken	hollow,large		ringing	yours	used	sung		named	broken,long	spelled	electrified	ringing,gong	deafening,vibrating,ringing
goose			dead	dead	dead			white		white,endangered	joyah,evalle,happy	gone,alive	dead	
gopher	dead,killed	human	dead	dead	dead	dead	named		known,named	edible,known	joyah,evalle	gone	dead	
gorilla	endangered	human	dead	dead	dead,extinct	poisonous,hungry,endangered		endangered	named	black,extinct,endangered	joyah,evalle	a	dead	scared
gourd		edible,green		dry	ours	eaten,edible			edible	edible,poisonous	joyah,twinned,edible			edible,ripe
graffiti			clear		visible	visible	visible			tagged	twinned			
grain		white		dry,crushed		edible	harvested	hard,green	edible	long	milky,edible	thicker,edible	good	edible,ripe
gramophone	available,used	portable,music	used		broken			used,available,popular	used	used	twinned	available,a		playable,invented
granite	hard	white,hard			granite	granite	granite	white		white	granite	granite	plain	sedimentary
granola		edible		vegan	edible	edible		edible	edible	edible	edible,acidic	swollen		baked
grape	edible	white,red,cultivated	ripe	ripe,red	ripe	cultivated,edible	edible	white,hardy	edible	edible,red	evalle	grown,edible,poisonous	edible	edible
grapefruit	edible,eaten	edible,green,cultivated		ripe,red	edible,ripe	edible,poisonous	edible	edible	edible,poisonous	edible,known	joyah,edible	edible	edible	edible
grapevine	dry	important,green	growing,dead		dying	edible,poisonous	cultivated			edible		a,here	here	viral
grass		long,green	tall,green	growing,green	green,dead			perennial,green	green,long	tall,green,long		soft,growing,green	green,tall,high	green,thicker,taller
grasshopper		winged			dead	threatened,poisonous,endangered			known,endangered	known	joyah,evalle	a,edible	dead	edible
grate	closed,sealed	open,large	open,broken	closed,open,broken	broken,empty,closed	hollow	named		open	closed,open	plugged,adjustable	electrified	flat,adjustable	adjustable
grater	empty	large		broken	dead	empty	named	closed		removable,used		used	dead	adjustable
gravel		white,used	soft	red	dry	smooth			soft		barbed,slippery	slippery,wet		
gravestone		inscribed	inscribed	inscribed		inscribed			inscribed	inscribed	preserved,excavated	numbered,cremated	marked	
gravy		cooked	good	over,dry	gravy	eaten,edible		sweet	good	thick	edible,spicy,delicious	good,spicy,delicious		spicy
green beans	eaten,used		good			eaten,edible	cultivated,edible,poisonous	used	eaten,edible	edible,used	joyah,edible	good,edible	good	edible,spicy,cooked
grenade	fired	empty		loaded	exploding	fired,loaded		explosive,lethal	used	reusable,explosive,portable,used		fired	dropped	loaded
grill		open	clean	hot		heated	open	electric	covered	removable,heated	easy	stainless,hot		stainless,adjustable
grille				square						open	joyah			stainless,adjustable
grinder	working	human	broken	used,broken	broken	broken,available	used		used	removable,used	plugged,adjustable	handy		adjustable
grits			there	good	yours		good		good	good,cooked	joyah,evalle			
groundhog		edible		dead	dead	edible		used	named	extinct,endangered		covered	alive,dead	alive,gonna
guacamole	eaten	extinct	good	good	mine			served	edible	edible,made	edible,spicy,delicious	spicy,delicious	good	spicy
guardrail			secure,strong	there	broken	accessible,electrified	staffed	electrified		high	twinned,electrified	electrified	covered	adjustable
guillotine	used	used			poisonous,lethal	worn		used	lethal,poisonous,used	used	lucivar,evalle	a		
guinea pig	eaten	human	dead	dead	dead,hungry	endangered				edible,extinct,endangered	evalle	a,vegetarian	dead,here	edible
guitar			playing,broken	broken	broken	tuned	played	electric		acoustic	mastered	my		
