Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
handbrake					broken			used			adjustable			adjustable
handcuff					removable	worn			removable	adjustable,removable	adjustable	worn		adjustable
handkerchief				red										embroidered
handle				broken							adjustable	adjustable	adjustable	adjustable
handlebar	fixed							adjustable			adjustable	adjustable	adjustable	adjustable
handprint														
hanger			empty								joyah	gone		adjustable
hard disk					removable					removable				
harmonica	used						played		used					playable
harness				adjustable	removable					adjustable	adjustable		tight	adjustable
harp				silent							evalle			playable
hash										unique				encrypted
hat			mine	red	mine	worn							big	
hatbox			empty			empty							packed	
hatchet			used						used		barbed	edible	empty	
hawk											evalle	gone		
hay		warm		dry			hay		edible		joyah			edible
headband			removable	adjustable	removable					adjustable		worn	worn	adjustable
headdress		optional	worn			worn			worn					embroidered
headlamp						fixed				illuminated	adjustable			
headlight	on		on							illuminated				adjustable
headphones					waterproof				removable	available				
headrest		padded		adjustable	removable	worn		adjustable	adjustable	adjustable	adjustable	adjustable	adjustable	adjustable
headscarf				optional					worn					
headset			removable		waterproof	fixed			removable		adjustable		adjustable	
hearing aid	available													adjustable
hearse											evalle			
heater			working								plugged			
hedge					closed						barbed	gone	covered	
hedgehog									named	extinct	hedgehog	a	dead	
helicopter						operational								towed
helmet			removable		removable	worn			removable		adjustable	worn		adjustable
highchair									adjustable	available	adjustable			adjustable
highlighter					waterproof							my		
hinge		fixed		broken	closed						adjustable	adjustable	adjustable	adjustable
hip				broken	hip		hip				bulging		broken	
hippopotamus					dead				extinct	extinct				extinct
hobbyhorse	used							available	named		joyah	a		
hockey stick	used			broken	broken		used		used	long	joyah			adjustable
hoe	used	used			yours	gone					joyah			cocked
hole			deep										big	
holster				removable	removable				removable	removable	adjustable	adjustable	tight	adjustable
home plate														
honey		sweet					sweet		edible	edible				
honeycomb						symmetric		uniform,convex	edible					
honeypot								edible		empty,edible	joyah	edible,gone	empty	
hood					removable						adjustable		covered	adjustable
hoodie		black		black										
hook	used		broken	broken						broken				easy
hook	used		broken	broken						broken				easy
hookah	used			broken	dead				used		joyah			
hopscotch	used				yours				named					playable
horn		long		broken	blowing	broken				long		electrified		
horse	dead	human			dead						evalle		dead	
horseshoe	used				yours	hollow							big,broken	adjustable
hose				broken	leaking		used				adjustable,plugged	leaking		adjustable
hot chocolate														
hot tub										heated		hot		
hot-air balloon	used						used	used		used		flown		
hot-water bottle			empty			available	available						empty	
hotdog										edible	joyah,evalle			edible
hotplate									used		adjustable			
hourglass	used	empty	broken	broken	broken	broken			broken		joyah	a		empty
hovercraft									named					
hubcap										removable				
hula hoop	used			broken			used	used	used					adjustable
hummingbird					dead			present	endangered		koppen,evalle			
hummus								edible		edible	evalle	a		
humvee												gone		
hydrant						transparent								
hyena										endangered		a		
ice	frozen				melting	frozen	frozen	frozen	frozen			melting		slippery
ice cream														
ice cube				melting	melting	frozen						a	covered	
ice pack						frozen				thick				effective
ice-cream cone						available			edible	edible				edible
icemaker							named			used				
icepick				broken		frozen								adjustable
iceskate									used		evalle			
icicle				broken	melting									
iguana		endangered		dead	dead	poisonous			named					extinct
incense			burnt,burned	burning					burnt	burnt				
incubator											adjustable			
inhaler							poisonous		used			used		adjustable
ink		black	black	dry	dry			black				opaque		
inkwell		empty		empty			named					a		
insole			removable		mine				adjustable			thicker		
iron			melted		melting	toxic,pure	iron		radioactive		joyah			molten
ironing board									used					adjustable
ivy		green		growing		poisonous						gone		poisonous
jack						dead	jack					funny,gone	dead	adjustable
jacket		black				worn								
jackhammer	used	used					played	used	used		joyah	gone		
jalapeno	used								edible	edible		spicy		spicy
jam				over							joyah			
jar		empty	empty	empty	sealed	empty			sealed	empty		edible	empty	empty
javelin	used				yours	thrown	used	used	used	used	defended			
jeans					waterproof						evalle			
jeep						available					evalle			
jelly bean		edible		edible		edible	edible	edible	edible	edible	edible	edible		edible
jellyfish					dead			edible	edible	edible				
jersey												worn		
jet						available,flying						flying		unmanned
jetski												a		towed
jewel	lost		missing								joyah			
jewelry										gold				
jigsaw puzzle			complete	complete	solved	solved	solved		complete		solved			
joystick									used	used	adjustable		adjustable	adjustable
jug	empty	empty	empty	empty		empty				empty	joyah		empty	empty
juice						edible			edible					
juicer	used													
juicer	used													
jukebox						available					evalle	a		
jump rope	used						used		long	long				
jumpsuit		black			waterproof					reversible				
kale	used			green		spoken			edible	edible				
kaleidoscope	used			broken		available	accurate					a		spinning
kangaroo			dead								evalle			
kayak	used				waterproof			motorized	waterproof					
kazoo	used					available		used	named	played	twinned			playable
kebab	eaten					eaten				cooked	joyah			
keg	empty	empty	empty	empty		empty,available				empty,available	joyah		empty	empty
ketchup	used	edible				available								
kettle			boiling	boiling	boiling				full	removable	boiling	boiling	boiling	boiling
key												that		
keyboard													adjustable	adjustable
keyhole													closed	
kilt					yours	worn			worn		joyah			
kimono		white	complete	white	yours						embroidered			embroidered
kite		flying		flying		flying		flying			joyah	flying		
kitten		human	dead		dead				named		evalle			
kiwi									endangered		joyah			
knee	bent					bent			affected	affected	sore			swollen
kneepad									used		adjustable		adjustable	adjustable
knife				sharp			used			sharp	joyah	sharpened	sharp	sharpened
knitting							knitting							easy
knitting needle	used			broken	knitting		used	used	used		adjustable			adjustable
knob		turned									adjustable	adjustable		adjustable
knot			tied	tied	tied	symmetric				tied		knotted		
koala		endangered												extinct
lab coat				white						white				
ladder	broken				climbing						adjustable			adjustable
ladle	empty			empty			named		broken	empty,removable	joyah	gone		adjustable
ladybug											evalle			
lamb				dead	dead		lamb							slain
lamb chop	used					eaten	used							
lamp	lit	lit				lit	lit			lit	electrified		lit	
lamppost	broken								visible	tall	furnished	a		
lampshade														
landmine			mine		mine				radioactive	radioactive		mine		radioactive
lantern	lit		lit	lit						lit				
lanyard						worn				removable	twinned			adjustable
laptop					waterproof	available	portable							
lasagna														
laser pointer	used				visible		used	used						adjustable
latch				broken					closed		adjustable	adjustable	adjustable	adjustable
latte											joyah			
laundry basket				empty	empty	empty				empty	furnished		empty	empty
lava					melting					hot	milky			molten
lavender		white					poisonous	white		edible				fragrant
lawnmower														
leaf		green		green			hairy							edible
leash				broken							adjustable	adjustable	tight	adjustable
lectern														movable,adjustable
leech		human	dead			eaten				edible	acidic	gone		
leek		edible		green					poisonous	edible	joyah	gone		edible
leg			broken	broken	broken					long		swollen		adjustable
leggings		used				worn	used		removable					
lego				broken							joyah			
lemon		edible					poisonous		edible	edible,ripe	joyah			edible
lemonade						available,sweet				sweet				
lens	fixed	fixed				spherical	fixed	adjustable		interchangeable	scanned		adjustable	adjustable
leopard		endangered							endangered,named	endangered	evalle			
leotard				black										adjustable
letter opener	used											handy		
lettuce		edible		green		edible		edible	edible	edible		edible		edible
license plate												shown		
licorice		edible			contagious					edible	edible			
lid		closed	closed				closed	closed			adjustable	sealed	closed	adjustable
life jacket		optional				worn			waterproof			worn		adjustable
lifesaver	used						eternal		waterproof		joyah	a		
light switch			on				used		on		adjustable			clicked
lightbulb									visible					
lighter							lighter							
lightning bug				here	fixed		present		known		evalle			
lime		edible	green				poisonous			edible	acidic	hot		
limousine							used							
lingerie		white		black			included					sexy		sexy
lion				dead							joyah,evalle		afraid	
lip balm						swollen				edible		good		
lip gloss		used											pretty	
lipstick			red	red		clear			red	red			pretty	
lizard			named	dead	dead	poisonous			named		evalle			
llama		endangered			dead				named		evalle	a		
lobster							edible	edible	edible	edible	joyah			
lock			on	broken	locked			closed	locked	reversible,locked	unlocked	unlocked	closed	unlocked,adjustable
locker		empty			locked	empty				locked			packed	unlocked
locket	broken		missing	empty		broken				removable		gone		engraved,stolen
log						constant					archived			encrypted
loincloth				white		worn				white	woven,embroidered	worn	covered,worn	
lollipop									edible	edible		gone		edible
loom				broken		broken	named			used		gone	empty	
loveseat					yours						evalle	a		
luggage			packed			loaded	available			checked			packed	
lumber	used					available	used							
lunchbox			empty		empty	empty							packed	adjustable
macadamia		extinct		ripe					edible	edible		edible		edible
macaroni				cooked					edible	edible,cooked	joyah			
machete		used		sharp	yours			used						
machine gun										used			loaded	
maggot	eaten		dead	dead	dead				poisonous	edible				
magnet							magnetic	magnetic		magnetic				adjustable
magnifier										adjustable				
magnifying glass						transparent					adjustable			
mail		free		delivered			free	free		delivered			coming	
mailbox		empty	full										closed	
makeup					flawless		white							
mallet		used		broken	edible			used			adjustable			adjustable
man	dead	dead	dead		dead	dead	dead	dead	dead					kidding
manatee		endangered			dead,yours			married		endangered		a		
mandolin	used						played				mastered			playable
mango	eaten	edible	ripe	ripe			edible		edible	edible				edible
manhole	open		open	blocked							barbed			
mannequin		human			dead	dead						pictured		
mantle	smooth											painted		
map										available	archived			downloadable
maple syrup				sweet		available	available		available					
marble		white	white					white		white	marble			
margarita						sweet					evalle			
marijuana			edible		legal				edible	edible	poisonous	illegal		addictive
marker	marked													
marmalade						available			edible	edible	edible			
marshmallow		edible				edible		used	edible	edible	edible	edible		edible
mascara					waterproof	visible				waterproof				
mashed potato	eaten					eaten		edible		cooked				
mask									removable			transparent		
mast										tall	adjustable			hoisted
mat	used	empty		flat								covered	covered	adjustable
match			over	over								scheduled	closed	playable
matchbox						available			shown					
mattress		warm			waterproof					adjustable	adjustable,furnished			adjustable
measuring cup					empty			used	used		adjustable			
meat		cooked												spicy
meat grinder							used	used	used					
meatball				cooked		eaten	used		edible	edible	joyah			
meatloaf														
medal					awarded		awarded	awarded		awarded	awarded	awarded	numbered	engraved
meerkat							used			endangered		a		
megaphone	used				dead	available		used				a		
melon		green,edible		ripe						edible,ripe	joyah			edible
memory stick							used							
metal detector							used		used			used		
metronome											twinned			
microphone	used													
microscope							used							adjustable
microwave	used						microwave	used	used		plugged	hot		
milk			spoiled								milky			milky
milkshake														
minivan						available		available				a	pretty	
mint									edible		edible	edible		
mirror	broken		empty	broken		broken	visible			removable	adjustable			broken
missile		fired			operational	fired	fired			reusable				unmanned
mistletoe		evergreen					poisonous	edible				a		
mitten					dead									
mixer							used							adjustable
moccasin		edible			dead		edible							
modem														
mold					edible	broken			stable				broken	
mold					edible	broken			stable				broken	
mole		human	dead		dead				named				dead,there	
money						wasted					joyah			
mongoose												a		
monkey		human	dead			dead			named		evalle			
moose		endangered	dead					present			evalle			
mop												gone		
mosquito				pictured	biting	poisonous					evalle		dead	
mosquito net	used				closed							covered		
moss		green								green				edible
moth									known					
motherboard									removable			adjustable		
motorcycle														
mouse				dead		dead		nocturnal	named				dead	
mouse				dead		dead		nocturnal	named				dead	
mousepad												my		adjustable
mousetrap				working				used		edible	encoded			
mousse				creamy					edible		edible			
mouth		open	open	open	closed	open		open	open				closed	closed
mouthpiece					hers						adjustable			adjustable
mud														
muff		white		there	yours			used				broken	covered	
muffin				baked			edible			baked				
mug	empty	empty				empty						gone		
mulberry		edible				edible			edible	edible	edible	gone	edible	edible
mulch														
mullet										long				
mushroom	edible	edible	edible	edible	edible		edible	edible	edible	edible	edible	edible	edible	edible
music box	available								included					playable
mussel		edible				edible	poisonous	edible		edible	edible		edible	edible
mustache									visible			noticeable		
mustard		edible					poisonous							spicy
nacho								served		edible		a		edible
nail	broken	broken	broken	broken	biting	broken	broken			long	joyah			pierced
nail clippers		used	included						used		joyah,easy			
nail file	used	used				broken				used	encrypted			adjustable
nail polish		black					used			white				
napkin				folded			used						covered	
napkin ring							used							adjustable
navel	rounded		silent		yours						enlarged			concave
neck			broken				long			long			strong	stiffened,lengthened
necklace	broken									long				
needle		sharp												adjustable
nest			complete,empty		empty	empty							packed,empty	empty
net		empty			closed	infinite	free		zero					adjustable
nightshirt										reversible				
nightstand		empty	empty		empty							my	covered	
noisemaker			silent		dead	noisy		used						
noodle	eaten			cooked			eaten		edible	edible,cooked	joyah	gone	edible	
noose		tight				broken					adjustable	electrified	broken	
nose				visible,broken						long		swollen	covered	pierced
notebook			empty			empty				portable	downloadable			
notepad									used	available		a	handy	
nut	edible	edible		broken		edible	edible	edible	edible	edible				edible
nutcracker	used								used	edible	joyah	gone		
oar				broken	yours	hooked								adjustable
oatmeal						edible				edible	acidic			cooked
octopus				pictured	dead	poisonous				edible	joyah			
odometer		accurate							used			adjustable		
oil					cheap				known			saturated		
oilcan	used										acidic	a,edible		
okra					yours					edible		a		edible
olive		green,edible								edible	joyah		edible	edible
omelet										cooked	edible			
onion		edible		red		edible	poisonous		edible	edible	milky	edible		edible
orange		yellow					yellow				milky			
orange rind		edible	visible	edible		edible		edible		edible	acidic			edible
orangutan				endangered	endangered				endangered,named	endangered	koppen	a		
orchid		edible				poisonous			edible	edible			edible	edible
organ						electrified					transcribed			
origami					mine	available								
ostrich				pictured	dead						koppen	a		
otter				pictured				endangered	named		evalle			
ottoman														adjustable
outfit		black												
outlet	closed							closed						
oven					hot						plugged	hot		
overalls														
owl					dead				named		evalle	gone		
oyster		edible				edible	edible	edible	edible	edible	joyah			edible
pacifier	used							used		used				
paddle					waterproof			adjustable			adjustable	adjustable		adjustable
padlock	locked			broken	locked					locked,removable	adjustable	adjustable	closed	
paint		black,white									painted		pretty	
paintbrush	used									used	adjustable	handy		adjustable
painting		signed												
pajamas						worn						my		
palette												lacking		
pallet		empty	complete	empty	empty					empty			packed	
palm tree					dead				endangered	tall				edible
pan		empty	empty	hot		empty				hot		edible		
pancake		edible				eaten				edible,baked	joyah			
panda			happy						named	endangered	evalle			
panther										endangered	evalle			
panties	removed										evalle			
pants											cute,evalle			
pantsuit					removable	worn								
pantyhose		white												adjustable
papaya		green,edible		ripe		eaten			edible	edible	joyah			edible
paper		white												
paper bag		empty	empty			empty				reusable				
paper plate										removable			covered	
paper towel		used					used			used			covered	sticky
paperclip												a		adjustable
paperweight	used													adjustable
parachute			closed					used						adjustable
parfait									edible			a		
parking meter													closed	
parrot						dead			named		evalle			
parsley		edible		edible						edible	edible	good	edible	
pasta				cooked						cooked	joyah			cooked
pastry	baked	baked				sweet				baked				
patch					available				available	available				
patty		edible					named		edible	edible,cooked				
payphone	available					available								
pea		green,edible		green			poisonous		edible	edible	joyah			edible
peach		green		ripe		edible,ripe			edible	edible,ripe	joyah		pretty	ripe,edible
peacock									named	endangered	evalle	a		
peanut		edible							edible	edible	joyah	edible	edible	edible
peanut butter		edible					edible		edible			good		
pear		edible	ripe	ripe			edible	edible	edible	edible	edible,joyah	ripe,pear	edible	edible
pearl												engraved		
pecan		white,edible			edible			edible	edible	edible				edible
pedal		free	depressed						depressed	adjustable	adjustable	electrified	adjustable	adjustable
pedometer		accurate			waterproof									
peeler	used								used	used	adjustable			
peg	broken	empty		broken		empty				removable			broken	adjustable
pelican					endangered		named		named		evalle		dead	
pen	used				empty	drawn	written							adjustable
pencil				broken					used					
pencil sharpener								used	used			handy		
pendulum			swinging		swinging						swinging	swinging	swinging	swinging
penguin									named		evalle		dead	
penholder										removable				
penlight														adjustable
pennant					yours	displayed						numbered		
pepper mill					closed					used				
pepper		white,edible					poisonous,edible		edible	edible,red	spicy	spicy	edible	spicy
pepper		white,edible					poisonous,edible		edible	edible,red	spicy	spicy	edible	spicy
peppermint						edible	edible		edible	edible	acidic			spicy
pepperoni								used			spicy			
perfume				strong										
periscope											adjustable	a		adjustable
pesto									edible	edible	edible			
pet food							eaten	vegetarian	edible	edible			good	edible
petal		white								long				
petri dish	served		empty	empty		eaten		used	used	used				
pheasant	eaten			dead	dead		poisonous			edible		a	dead	edible
phone						ringing	mobile						ringing	ringing
phone booth				empty										
photo booth			complete			available							packed	
photograph					copyrighted						reproduced			
piano	used				playing	played	played				mastered			
pickax	used			broken	yours		available							adjustable
pickle		edible			yours	eaten		edible	edible	edible	joyah			
pie		good							edible	edible,baked	joyah		pretty	
piecrust										edible,baked	edible,joyah			
pig			dead		dead		eaten		named	edible	joyah,evalle		dead	
pigeon			dead	dead	dead				named		evalle	gone	dead	
piggy bank			empty	empty								gone		empty
piglet		born	dead			edible			named			gone		
pill		poison			addictive						prescribed	gone		addictive
pillbox			empty	empty		empty				empty			closed	empty
pillow		empty		flat						removable	adjustable	my	covered	
pin												engraved		
pinball							played		used					playable
pincushion										edible	adjustable			
pine needle		long					poisonous			long		a		edible
pine tree		evergreen		dead	dead					tall		growing		edible
pineapple				ripe		edible	edible	edible	edible	edible	edible			
pinecone		edible			edible	edible	poisonous		edible	long				edible
ping-pong table	used		shown		empty	used							covered	
pinwheel											adjustable	a		adjustable
pipe		hollow	broken	broken	leaking	electrified				long	plugged			
pipe		hollow	broken	broken	leaking	electrified				long	plugged			
pistachio			edible						long	edible				edible
pita										edible				
pitcher							listed				joyah			
pitchfork									used			gone		gonna
pizza		good				available					joyah			
place mat	used				empty								covered	
plant			edible	dead					edible	sterile	edible	edible		edible
plaster cast													sterile	
plastic film		transparent			waterproof	transparent		transparent	transparent					disposable
plate														engraved
platypus			male	endangered								a		extinct
playing card		used					played			reversible		a		
playpen						empty					joyah		packed	adjustable
pliers	used			broken				used	used			given		adjustable
plug	used		in						removable	removable	plugged			
plum	white						edible	edible	edible		joyah	gone		ripe
plunger	used			broken							adjustable	adjustable		adjustable
pocket	empty	empty	empty		empty	empty			empty		adjustable			adjustable
pocket watch						worn					adjustable			adjustable
pocketknife	used							used				handy		adjustable
pogo stick	used			broken			used	used		long				adjustable
poinsettia		extinct							edible	white		a		edible
poker	used		drawn	over		easy	played							playable
polar bear					endangered		named		endangered			a		
polaroid						spherical,symmetric		transparent						
pole	used		broken	broken					long					tilted
police car											evalle	parked	parked	
polisher			dead							used				
polo shirt		white				worn	worn							
polygraph													shown	
pom-pom								used		red				
pomegranate							poisonous	edible	edible	edible			edible	edible
pony				dead	dead				named		evalle	a		
poodle			named				edible		named					
pool table						shown		shown	shown					
popcorn	eaten					edible				hot				
poppy						edible,sweet	poisonous		edible			grown		edible
popsicle		edible				edible,spherical		edible	edible	edible	inserted	edible,gone		edible
porcupine				pictured		poisonous	edible		edible					
porthole	closed		open										closed	
possum			dead		dead							a		
poster														downloadable
pot	empty	empty	empty		boiling	empty			empty	empty			boiling,full	boiling
potato		edible						edible	edible	edible	joyah	edible		edible
potholder						satisfied								
pothole				deep					wide	filled,wide	barbed		closed	
potpie										edible	edible			
potpourri										edible				
powder		white			poisonous								edible	
power line	electrified	electrified				electrified	electrified	electrified			electrified	electrified		
praying mantis					dead									poisonous
pretzel		edible				eaten				edible	adjustable			edible
printer														enabled
prism				broken	broken	convex							clear,transparent	adjustable
projector						portable								
propeller								fixed			electrified		adjustable	adjustable
prune		green,edible		ripe	dead					edible				edible
puck											evalle			
pudding		edible						sweet	edible		pudding	pudding		
puddle	deep									dry		gone		
puffin	edible	white		endangered										
pug						eaten			named		evalle	a		
pulley				broken	empty						adjustable		adjustable	adjustable
pulpit			empty	empty	empty	empty						ordained		empty
pump											adjustable,plugged	adjustable		
pumpkin		edible					edible		edible	edible		gone		edible
punch	thrown										joyah			
punch	thrown										joyah			
punching bag					yours	empty	used		used		joyah,evalle			
puppet	dead	dead				dead			named				funny	
puppy	born	dead					named		named		evalle			
purse		empty		empty	hers	empty								
quad						symmetric			defined	defined		a		
quesadilla									edible					spicy
quiche	used								edible	edible,baked		a		
quill				broken		drawn								adjustable
quilt			finished	finished						reversible				
rabbit			dead	dead	dead	dead			named		evalle		dead	gonna
raccoon					dead		named	present	named		evalle			
racehorse					yours				named		evalle	racehorse		
rack					empty	empty		closed			adjustable			adjustable
rack					empty	empty		closed			adjustable			adjustable
racket	used													
radar				working				active						
radiator		heated			leaking						plugged			leaking
radio		free												
radish					contagious	eaten				edible				edible
raft		empty												towed
rag				red			played				joyah	gone		
railing	broken										adjustable		adjustable	
rain gauge							electrified						adjustable	
raincoat									waterproof		evalle			
raisin				red		edible			edible	edible	milky			edible
rake				broken	yours			used						
ram				dead					named					
ramp						accessible					adjustable		closed	
raspberry		edible				edible	edible	edible	edible	edible				
rat			dead		dead	poisonous			named		evalle	gone,alive	dead	
ratchet			used							used	evalle			adjustable
rattle									heard		evalle			
rattlesnake	eaten	poisonous									evalle		dead	poisonous
ravioli									edible	edible	delicious	delicious		
razor	used	sharp	sharp	sharp	sharp	sharp				sharp		gone	sharp	adjustable
razor blade				sharp		sharp					adjustable	sharpened	sharp	adjustable
ready meal	served						served		served	available	joyah	cooked	packed	
rearview mirror											adjustable	unlocked		adjustable
recliner			comfortable			inclined			adjustable	available	adjustable			adjustable
record					broken									
record player			shown						named					
recorder										removable				
red carpet	used	red		red							evalle			inviting
reel												gone		adjustable
refrigerator					empty						plugged	empty		
reindeer				dead			reindeer		killed		joyah		dead	
remote control							automatic			included				
retainer										paid				adjustable
revolver		loaded		loaded						loaded				
revolving door			closed	closed	closed				open		unlocked		closed	unlocked
rhinoceros				endangered	endangered					extinct				
rhubarb		edible						edible	edible	edible	twinned			edible
ribbon			cut	red				blue						
rice		edible	cooked	cooked	cooked				edible	cooked				cooked
rickshaw											joyah	gone		adjustable
rifle			loaded	loaded	loaded							armored		
rim	eroded										concave		flat,adjustable	curved
ring		empty		gold								engraved		engraved
riser							named				evalle			adjustable
road sign														
roadsweeper		amphibious									joyah	a		
robe				white,black		worn				white		worn		
robot		dead				dead	named	destroyed	named		evalle		dead	
rock			solid									gone		
rocket					reusable		launched			reusable	evalle	fired		unmanned
rocking chair					removable									
rocking horse	used					shown	used	used			evalle			
roll					rolling									
roller				broken							adjustable	adjustable		adjustable
roller coaster	closed			over						long	joyah	a		
rollerblade	used							used			adjustable	a		adjustable
rollerskate					yours			free	used		evalle			
rolling pin	used	used					used	used	used	used	adjustable	adjustable		adjustable
roof rack			visible							removable	adjustable			adjustable
rooster		white			dead				named		evalle		dead	
root				water										
rope	broken					electrified				long	adjustable		loose	
rosary					ringing					used	sacred	sacred	sacred	
rose			white	red	dead					red		gone		scarlet
roulette wheel	used			spinning			used		used			spinning		spinning
router														
rubber band		elastic		elastic	removable	worn						a		adjustable
ruby		gold		red						red	joyah			
rudder	fixed				broken						adjustable	adjustable	adjustable	adjustable
rug														
ruler	elected	sovereign	dead	dead					named			a		
rust			visible								gone	gone		
saddle			worn							adjustable			worn	adjustable
safety pin											adjustable		adjustable	
saffron						edible				white	twinned			
sail										fixed	adjustable			adjustable
sailboat						sailing			named	long,built				towed
salad							eaten			vegetarian,served				
salami						eaten				edible				spicy
saltshaker	used		used		dead			used	used	used				
sand	fine	white	soft		soft							slippery		
sandal						hollow			long	worn				
sandbag														
sandbox			complete		closed					available			empty	empty
sandcastle			complete	finished				listed		built		gone		
sandpaper		edible									recycled			
sandwich										vegetarian				
sarcophagus		hollow		empty	empty								empty	
sardine		edible		edible		poisonous	poisonous			edible	edible	edible		edible
satellite						operational						monitored		
satellite dish						operational		available				monitored	covered	
sauce											spicy			spicy
saucer		empty		empty	empty	empty				empty		gone		adjustable
sauerkraut	used							used		fermented				
sausage								smoked						spicy
saw	broken									sharp			sharp	adjustable
sawhorse	used	extinct		dead			named			extinct	evalle	a		adjustable
saxophone	used							used	used		mastered			playable
scaffold		empty									excavated			
scaffolding										high				
scale						linear								
scallion					edible							edible		
scallop		edible		edible				edible	edible	edible				edible
scalpel		sharp		sharp				used	used	used				sharpened
scanner														
scarecrow														
scarf			reversible	red						long				embroidered
school bus	available					available					twinned	boarded	packed	
scissors			used	sharp			used		used					adjustable
scone					dead				edible	edible,baked		a		
scoop	used								broken					
scooter	used				waterproof				waterproof	available				
scoreboard							played							
scorpion					poisonous	poisonous	poisonous		poisonous		evalle	poisonous	dead	
scrabble	easy					easy			used					
scrambled egg	eaten					eaten	eaten							
scraper						broken			used		joyah			
screen		empty										blank		
screen		empty										blank		
screw			missing	broken							adjustable	adjustable		tightened
screwdriver				broken	removable				used		adjustable	adjustable,handy		adjustable
scuba											evalle			
sea urchin		edible	dead		dead	edible				edible			edible	edible
seafood							available	edible	edible	edible				
seagull											joyah,evalle			
seahorse				endangered					named	extinct		a		
seal	preserved			broken		sealed						sealed		
seaplane	operational,powered													towed
seatbelt		fastened	worn		removable				worn	worn	adjustable			adjustable
seaweed	edible	edible	edible		edible	edible	edible		edible	edible	joyah		edible	edible
seed		edible				edible	edible		edible					edible
seesaw	used											gone		playable
seismograph	used								active			a,shown		
sequin												a		
sewage		clean	treated					treated	treated	treated	polluted	polluted		
sewing kit							available		included	included	downloadable		packed	
sewing machine	used			broken			used							
shaker	used								used	used	adjustable	gone		
shark					dead				named		evalle	gone	dead	
shaving cream	used									used				
shawl			finished		yours	worn								embroidered
shears		used		broken	yours				used					adjustable
sheath					yours								worn	
sheep			dead	dead			sheep	white			joyah			
sheet		blank		blank							encrypted			folded
shelf			empty	empty	empty	empty	long			high			covered	adjustable
shell				broken		smooth	white							
shell				broken		smooth	white							
shell				broken		smooth	white							
shield		circular		broken									covered	
ship			sinking						named				closed	
shirt								white		white				
shoe		worn			waterproof	worn	used				joyah		worn	
shoe polish		black		white						white				
shoehorn	used							used			joyah	electrified,a		adjustable
shoelace					yours	worn	used			adjustable	adjustable			adjustable
shopping basket				empty	empty	available				empty			packed	
shopping cart					empty	available			included		downloadable		packed	
shortbread						eaten	edible	used		edible,baked	joyah			
shorts														
shoulder	broken			visible					visible		bulging			flexed
shovel	used						used		used		joyah			adjustable
shower		cold	clean		empty					heated				hot
shower cap				removable	removable	worn			removable	removable	adjustable			adjustable
shower curtain	closed	closed	closed								adjustable		covered	
showerhead							used			removable	adjustable			adjustable
shredder									used					adjustable
shrimp		edible					edible	edible	edible	edible				cooked
shuffleboard	used						played							
shutter		closed				fixed			closed		adjustable	adjustable	closed	unlocked
sickle	used				contagious			used		used	joyah,evalle	gone		deadly
sidecar		amphibious			pictured	electrified								adjustable
sifter	empty		dead	empty						used	plugged			
silicone			transparent		waterproof		silicon	transparent						
silverware		silver		silver	yours					used				
sim card														
sink						empty					adjustable	empty		leaking
siren	heard				ringing		heard				evalle			deafening
skateboard			broken						removable					
skeleton				complete			complete						dead	
skewer										used				
ski				broken							joyah			adjustable
ski boots		used						used						
ski lift						accessible			available					
ski pole			broken	broken										adjustable
skin	smooth		smooth			smooth		white		translucent				wrinkled
skirt		short,black		long	removable	worn			long	long	adjustable			
skull	preserved					preserved								engraved
skunk		edible	dead			edible	active		named		evalle		dead	
sled		heavy	loaded					motorized				gone		adjustable
sledgehammer	used	used						used	used	used		gone		
sleeping bag						empty	used		removable	waterproof		my		
slicer	used							used			adjustable			
slide	closed	long	interactive											
slime						edible		edible	toxic		acidic			poisonous
sling	used				waterproof		used		removable	adjustable	adjustable	adjustable		adjustable
slingshot			used				used		used	used	adjustable	used		adjustable
slipper	broken										adjustable		tight	adjustable
slot		empty			open	empty		available				available		
slot machine	used								used					playable
sloth		human	dead			dead			named		joyah	gone		
slug						poisonous		edible						
smoke alarm						activated		audible	activated			activated		
smoothie						smooth								
snack										edible				
snail								edible	named		evalle			edible
snake		poisonous				poisonous	poisonous		poisonous		evalle	venomous	dead	
snorkel										removable	joyah	a		adjustable
snow	cold		falling	falling	melting								falling	melting
snowball											evalle	gone		
snowboard		portable	broken											
snowman			real				named		named		evalle	gone	dead	
snowmobile												gone		
snowplow								used	used			gone		
snowshoe				broken,pictured			snow	used			evalle	gone		
snowsuit						worn				waterproof				
soap			good				soap							
soccer ball	used					played	played		used	spherical	evalle			
sock						empty						gone		
soda										alcoholic				
soda fountain					closed						available			
sofa bed					removable	empty				adjustable	furnished			
solar panel						transparent				removable				
soldering iron	used		used		melting	used			used	used		used		
sombrero				optional					worn	used	twinned			
sonogram													done	
sorbet		edible		sweet					edible		joyah	a		
souffle										edible	joyah	gone		
soup														
soy sauce										used	spicy			spicy
space shuttle					reusable									
spacesuit				removable						reusable				adjustable
spaghetti						eaten			edible		joyah			cooked
spam		anonymous						illegal				my		
spareribs	used					available								
