Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
chicken	cooked,edible,fried,eaten	eaten,edible,human	named,killed,dead,eaten,cooked	hungry,alive,killed,dead,cooked	edible,fried,cooked,dead	eaten,chicken,fried,hungry,fat,edible,cooked,boiled,poisonous	edible,chicken,eaten,fried,poisonous	cured,eaten,smoked,vegetarian,cooked,fried	cooked,named,eaten,edible,killed	sold,cooked,slaughtered,roasted,vegetarian,eaten,edible,killed	hungry,happy,starving,allergic,eating,joyah,evalle,edible	vegetarian,gone,hungry,a,cute,allergic,alive,chicken,eating,edible	good,cooked,pretty	edible,boiled,juicy,spicy,cooked
chicken	cooked,edible,fried,eaten	eaten,edible,human	named,killed,dead,eaten,cooked	hungry,alive,killed,dead,cooked	edible,fried,cooked,dead	eaten,chicken,fried,hungry,fat,edible,cooked,boiled,poisonous	edible,chicken,eaten,fried,poisonous	cured,eaten,smoked,vegetarian,cooked,fried	cooked,named,eaten,edible,killed	sold,cooked,slaughtered,roasted,vegetarian,eaten,edible,killed	hungry,happy,starving,allergic,eating,joyah,evalle,edible	vegetarian,gone,hungry,a,cute,allergic,alive,chicken,eating,edible	good,cooked,pretty	edible,boiled,juicy,spicy,cooked
chickpea	edible,common	small,extinct,endangered,black,large	eating,here,present,white,dead,eaten	edible	edible,hungry,pregnant,dead,endangered	free,edible,abundant,threatened,endangered,poisonous	named,threatened,migratory,territorial	endangered	known,poisonous,endangered,named,fertile,eaten,edible	known,poisonous,nutritious,eaten,edible,cultivated	joyah,allergic,poisonous,evalle,edible	grown,a,fertile,edible	edible,vegetarian,different,one,pretty,eaten	edible,spicy,poisonous,eaten
chihuahua	endangered,used	small,nomadic,large,extinct,endangered,indigenous	named,pregnant,smiling	pictured,cute	dead,happy,endangered,extinct,ours	endemic,endangered,illegal,spoken	endangered,named,territorial,extinct,mexican,chihuahua	extinct,endangered,present	male,known,extinct,endangered,named	white,small,extinct,black,endangered,named,edible	joyah,cute,evalle,allergic,lucivar,jaenelle	adorable,gone,a,cute,interested,allergic,crazy	cute,dead,funny,pretty,scary	cute,adorable
chili	cooked,edible,fried,eaten,served	eaten,green,red,white,hot,edible,yellow	strong,delicious,spicy,great,good	red,hot,cooked,spicy,sweet,good,dry	homemade,hot,spicy,sweet	eaten,served,prepared,edible,available,cooked,sweet,consumed	spicy,edible,sweet,bitter,poisonous	spicy,edible,vegetarian	cooked,good,weak,spicy,bitter,strong,hot	cooked,hot,sweet,spicy,heated,edible	delicious,spicy,good,acidic,fried,joyah,evalle,edible	delicious,hot,spicy,good,edible	good,great,spicy,pretty	delicious,spicy,hot,addictive
chime	audible,played,broken,ringing,lost,repeated,heard	played,ringing,silent,playing,right,full,stopped	ringing,silenced,on,broken,heard,playing,played,silent	repeated,there,audible,loud,heard,silent	welcome,ringing,dead,broken	heard,loud,repeated,audible,played,ringing,sung	known,named,called,pronounced	played	broken,silent,audible,played,on,recorded	played,unique,repeated,amplified,continuous,audible,used,loud	milky,lexical,joyah,evalle,characterized,edible,twinned	encoded,a	ringing,sound	playable,audible,adjustable,movable,ringing,vibrating,noisy
chimney	lit,visible,preserved	high,vertical,tall,round,steep	finished,full,complete,broken,empty,open,high	broken,empty,complete	empty,locked,broken,closed,lit	clear,visible,broken,empty,listed,located	octagonal,tall		broken,open,visible,long,tall	built,high,tall,complete,extant,visible,preserved	electrified,covered,excavated,barbed,furnished,adjustable	stained,covered,furnished,built		blackened,intact
chin	prominent,rounded,raised,pointed,flat,straight,erect	prominent,raised,flat,swollen	straight,visible,flat,broken,raised,exposed,shaved	small,visible,flat,high	straight,swollen,broken,shaved,crooked,stiff,missing	pointed,hollow,erect,straight,empty,crooked	straight,raised,white,long	white,rounded,raised	broken,raised,crossed,visible	pointed,prominent,curved,long,small,high,flat,rounded	pronounced,enlarged,thicker,shaved,barbed,adjustable	wrinkled,shaved,bald,swollen	small,strong,raised,elevated,flat,flattened,concave	swollen,concave,curved,cocked,wide,rounded,crooked,narrowed,symmetrical
chinaware	unique,used	edible	used,visible,complete,shown	complete	mine,yours	threatened	included,available,listed		known,visible,present	sold,known,available,used,edible	optional,patented,recycled,included,edible	available,compatible,free	good,pretty	stainless,imported
chinchilla	smooth	cylindrical,elongated,hollow,muscular,long,large	named,white,dead,eaten,poisonous	endangered,cute	hungry,dead,mine,yours,edible,poisonous	smooth,endangered,edible,poisonous	smooth,poisonous,long,hairy		known,poisonous,endangered,named,eaten,edible	known,extinct,endangered,edible	koppen,found,morphological,twinned	here,gone,a,extinct,alive	famous,dead,different,known	cute,adorable,edible,harmless,poisonous,endangered,gonna,extinct,venomous
chip	clean,sealed,broken	empty,transparent	transparent	broken,defective	removable,encrypted,working,defective,compatible	available,broken	used,transparent	free,radioactive,identical,patented	protected,encrypted,transparent,known,stable	known,small,interchangeable,reversible,removable	encoded,encrypted,plugged	encoded,manufactured	small,broken,large,gone,covered	compatible,adjustable,defective
chipmunk	eaten,killed	edible,human	hungry,here,happy,dead	dead,here,cute	dead,mine,yours	eaten,named,endangered,dead,funny,hungry	free,used,included,available	known,endangered,edible,present	known,extinct,poisonous,endangered,named,eaten,radioactive,edible	common,extinct,endangered,edible	lepto,encoded,characterized,twinned	a,alive,born	missing,dead,crazy,alive,hungry,here	cute,scared,smiling,gonna,hungry,asleep
chips	sold,frozen,used,lost	used,good	working,broken	correct,broken	loaded,cheap,encrypted,ready,waterproof,mine	available,electrified,clear	free,identical,played,used,included,available,saved	free,used,clear,available	available,used,stable,included	sold,known,available,used	easy,youve,rated,patented,joyah,evalle,encrypted	available,gone,there	clear,done,pretty	manufactured,patented,installed,defective,stainless,adjustable,compatible
chisel	curved,unique,sharp	long,blunt,used,sharp	broken,used,sharp	here,broken,sharp	dead,broken,sharp,useless,melting	hollow,used,broken,sharp,worn	used,fixed,broken	used	broken,used,long	sharp,small,used,reversible,adjustable,removable	inserted,woven,sharpened,barbed	gone,broken,painted,true,colored	empty,open,broken,closed,worn,gone,short	sharpened,adjustable,pierced,cocked
chive	broken,lost,clear,important,true,used	human	white,said,poisoned,poisonous,eaten,cooked	edible,green,white,bitter,optional	dead,broken,mine,yours	simple,used,available,optional,satisfied,easy,true	known,named,called	used,known	known,poisonous,named,edible,long	white,poisonous,green,edible,cultivated	joyah,evalle,edible,characterized,barbed,lucivar,twinned	there,a,lacking	good,edible,there,pretty,nice,gone	edible
chocolate	white,edible,sweet	edible,sweet,chocolate,delicious	white,brown,sweet,good,melted	melting,there,white,brown,sweet,good,melted	melted,delicious,melting,sweet	available,pure,sweet,melted,edible	edible,sweet,cured,chocolate,sold,frozen	edible,sweet,white,hot,chocolate,black	transparent,dark,edible,white	black,edible,dark,white,melted	delicious,milky,acidic,chocolate,edible	delicious,addictive,my,good,chocolate,hot	good	edible,addictive,melted,spicy,milky,greasy
chopsticks	used,broken	used	broken,used	broken,included,pictured,used,sharp	broken,mine,yours,edible,optional	easy,available,broken	fixed,adjustable,used,available	shown,used,included	broken,interchangeable,used,adjustable,long	provided,removable,long,available,used,adjustable,included	done,joyah,easy,evalle,simple	done,funny,good,edible	good,done,pretty	adjustable,disposable
christmas card	used,printed	used	finished,included,here,complete,mine	here,complete	welcome,included,mine,yours	printed,valid,worn,available,used,displayed,shown	published,used,valid,included,available,issued	signed,free,used,included,printed	shown,dated,pictured,available,numbered,used,included	available,used,printed,included	archived,included,downloadable,furnished	about,gone,a,my,christmas	gone,there,pretty,here	shipped,printed
christmas tree	preserved,unique	used,Christmas,planted	real,broken,decorated,growing,lit	real,dead,lit	dead,broken,yours,decorated,ready	sacred,planted	named,present	present	named	tall,used,green,lit,decorated,illuminated	planted,decorated,furnished,edible,twinned	gone,a,my,christmas,decorated	done,finished,beautiful,gone,decorated,pretty	decorating,lit,decorated,adorned,glowing,illuminated
chute	clear,closed,used,empty,sealed,open	vertical,long,closed,used,empty,open,straight	clear,deep,long,visible,closed,complete,broken,empty,open	clear,tight,full,closed,sealed,empty,open	finished,dead,broken,mine,yours	electrified,used,available,hollow,broken,empty	named,called	closed,open,navigable	broken,closed,open,long	closed,open,sealed,long	electrified,barbed,plugged,unlocked,adjustable	electrified,open,navigable,enclosed,opened,unlocked	empty,open,packed,closed,tight,sealed,locked	unlocked,adjustable,configured,navigable,zipped
cigar	lit,sold,used,smoking,smoked	smoking,smoke,smoked	long,finished,smoked,smoking	lit,crushed,empty,broken,smoked,smoking,dry	finished,burning,dry,edible,smoking,smoked	burnt,smoking,smoked,burning,poisonous	lit,empty,smoked	smoking,smoked,black	smoked,edible,long	dry,long,smoked,imported,used,short,lit,edible	reproduced,milky,cigar,patented,joyah,evalle,edible	gone,hot,addictive,good,cheap,smoking,edible	good,smoking,nice,gone,hot	
cigarette	lit,burned,burnt,smoked,smoking	smoked,smoke,smoking	burned,extinguished,lit,smoked,smoking	burned,burning,finished,extinguished,lit,crushed,burnt,smoked,smoking	extinguished,burning,burned,smoking,burnt,smoked,lit	toxic,burnt,lit,illegal,burning,burned,smoking,smoked,consumed,poisonous	lit,smoked,smoking	lit,free,clear,smoked	burned,smoked,poisonous,burnt,lit,edible	burned,heated,long,extinguished,smoked,used,burnt,lit,edible	evalle,poisonous,smoking,labeled	gone,addictive,smoking,poisonous,edible	good,smoking,wasted,closed,gone,hot	edible,poisonous,radioactive,addictive,smoking
cigarette butt	removed,broken,empty,clean	red,empty,hollow,smoking	visible,pictured,empty,smoking,shown	empty,black,visible,included,pictured,lit	empty,removable,dirty,burning,mine,yours,visible,smoking	toxic,burnt,burning,edible,smoking,smoked,empty,poisonous	empty,visible,used,removed,smoked,smoking	smoked,black	burned,visible,removable,empty,used,removed	empty,used,lit,edible	smoking,shaved,barbed	gone,covered,broken,your,smoking,funny,gonna,there	good,there,smoking,dead,gone,covered	edible,cremated
cigarette holder	broken,used,removed,empty,fixed,sealed	portable,hollow,plastic,used,circular,empty,optional	attached,visible,pictured,used,removed,removable,missing,empty	included,pictured,removable	visible,removable,shown,pictured	prohibited,sealed,fixed		used,black	missing,removed,empty,used,removable	used,adjustable,removable	rated,labeled,included,adjustable	available,handy,included,manufactured,adjustable,used	alone,smoking	optional,adjustable
cilantro	used,present	white,edible,green,orange	fresh,good,spicy	fresh,green,optional	edible,optional,spicy,sweet	electrified,clear	edible,poisonous,eaten	used,navigable,popular	used,edible,present,included	bitter,poisonous,used,edible	delicious,milky,spicy,acidic,aromatic,edible	edible,delicious,aromatic,spicy	good,edible,nice,gone,pretty	edible,aromatic,fragrant,spicy
cinnamon	bitter,edible,sweet	common,eaten,orange,white,edible,sweet,black	present,bitter,strong,burnt,sweet,good,fine	here,added	toast,sweet	eaten,edible,bitter,ripe,sweet,poisonous	edible,sweet,eaten,produced,cinnamon,poisonous	white,edible,black	white,strong,edible,present	high,used,present,edible,added	milky,spicy,good,acidic,aromatic,edible	delicious,hot,addictive,spicy,cinnamon,good,edible	nice,good	edible,aromatic,addictive,fragrant,spicy
clam	toxic,poisonous,edible,eaten	alive,small,poisonous,edible,eaten	dead,white,alive	gone,here,alive,edible,black,dead	welcome,boiling,dead,sinking	toxic,eaten,edible,threatened,sweet,poisonous	named	edible,amphibious,nocturnal,transparent	poisonous,named,dead,edible	white,edible,long	delicious,spicy,acidic,fried,joyah,evalle,edible	gone,hungry,thirsty,a,alive,edible	edible,good,huge,there,big,dead,gone,alive,covered	edible,poisonous,cooked,eaten
clarinet	used,played,tuned	rare,played,musical	silent,used,perfect	played,pictured,electric	silenced,taught,mute,broken	available,used,played,optional,mute	used,played,bowed	used	played,named,available,used,included	popular,played,used	electrified,played,sung,mastered,transcribed	playable	good,here	playable,acoustic,audible,cocked,cupped,adjustable,movable
clasp	removed,worn,fixed	closed,used,broken	missing,closed,fixed,intact,worn	reversible,broken,secure,adjustable,closed	removable,locked,sealed,reversible,worn,closed	optional,worn,displayed,valid	closed	worn,visible	broken,fixed,open,closed,missing,worn	fixed,closed,used,reversible,adjustable,removable	modular,adjustable,padded	worn,adjustable,used	simple,adjustable,closed,sealed,worn,flexible	magnetic,hooked,adjustable
clay	dry,soft,hard	red,white,sandy,black,yellow,hard	good,molten,white,black,red,solid	hard,hot,ready,there,wet,dry	solid,molten,edible,inert,dry,melting	acidic,hard,smooth,solid,dry,clay	white,rich,clay	smooth,white,hard,black,red,soft	solid,edible	hot,edible,hard,acidic,dry,wet,red,white,baked	milky,excavated,acidic,cultivated,barbed,alluvial,edible	thicker,fertile,acidic,organic,hot	saturated,edible,thick,hard,hot,pretty,dirty	hardened,molten,slippery,fertile
cleat	broken	long,used	missing,broken,visible,closed,complete	square,broken,flat,worn	theirs,dead,broken,mine,yours,gone,ours	hollow,empty,used,broken	edible,poisonous,named	open,closed,adjustable	closed,defined,open,long	fixed,removable,wide,worn,high,flat,adjustable	convex,concave,barbed,adjustable	covered	tapered,strong,sharp,adjustable,padded,worn,covered	stainless,adjustable
cleaver	used,removed,fixed	used,sharp	missing,broken,used	there,broken,here,dull,sharp	dead,ready,hers,mine,yours	hollow,smooth,broken	edible,named	used,adjustable	used,reversible,long,removable	used,adjustable,curved,long	sharpened,rated,inserted,patented,encrypted,obtained	encoded,used	empty,broken,sharp,hot	stainless,sharpened,adjustable,handy,cocked
clipboard	locked,used,blank	used,signed,empty,loaded,blank	loaded,displayed	available,attached,loaded	mine,yours	printed,available,displayed,transparent	removed,fixed,blank	black	displayed,shown,read	available,ready,visible,installed,saved	reproduced,included,downloadable,adjustable	printed,uploaded,handy,adjustable,used	numbered	encrypted,loaded
clipper	used,removed,broken,locked,lost	used	loaded,attached,broken,used	dead,here,finished	dead,waterproof,broken,mine,yours,loaded	empty,available,loaded	shown,included,named	used,motorized	long,used	known,extinct,used,endangered,edible,long	electrified,dialed,pierced,rated,joyah,evalle,barbed,adjustable	gone,done,a,handy,available,patented,adjustable	done,pretty	adjustable,handy,patented,towed
clipper	used,removed,broken,locked,lost	used	loaded,attached,broken,used	dead,here,finished	dead,waterproof,broken,mine,yours,loaded	empty,available,loaded	shown,included,named	used,motorized	long,used	known,extinct,used,endangered,edible,long	electrified,dialed,pierced,rated,joyah,evalle,barbed,adjustable	gone,done,a,handy,available,patented,adjustable	done,pretty	adjustable,handy,patented,towed
cloak	gone,broken,worn,black	gone,heavy,warm,red,long,white,empty,black	complete,mine,worn,enchanted	red,worn,white,black,blue	mine,enchanted,yours,visible,worn,wearing	empty,thin,worn	black,white,worn	black,white,worn	waterproof,removable,long,transparent,missing,worn,wearing	green,black,long,removable,reversible,blue,red,white	electrified,joyah,evalle,encrypted,worn,jaenelle	opaque,covered,wearing,woven,worn,concealed	sealed,thick,pretty,padded,worn,covered	opaque,luminous,translucent,invisible,folded,woven
clock	illuminated,set,broken,fixed,working	broken,accurate,right,wrong,stopped	moving,on,ticking,broken,running	stopped,ticking,broken,running	dead,broken,rolling,running,turning,breaking,set,spinning,ticking	perfect,operational,ringing,broken,balanced,fixed	fixed,accurate,set,made,ticking	illuminated,automated,electrified	broken,current,moving,stopped,accurate,running	automated,set	waiting,ringing	watching,turning,spinning,blinking,flying,tick	round,breaking,closing	stopped,running,clicking,changing,stopping,blinking
closet	locked,unlocked,closed,empty,clean,open	small,locked,mine,home,closed,empty,here,full,open	clean,full,closed,complete,bare,empty,open,dark	full,closed,bare,locked,empty,open	empty,locked,overflowing,yours,closed	open,electrified,closed,accessible,empty,clear,broken	open,locked	empty,closed,open,clear,locked	closed,full,empty,complete,open,large	locked,open,large,heated	open,tidy,unlocked,closed,furnished,locked	messy,gone,open,a,my,empty,closet	empty,packed,large,enclosed,big,closed,covered	empty,stacked,unlocked,tidy,bare
clothes	removed,worn,clean,dirty	important,white,right,there,good	clean,new,beautiful,good,identical	clean,new,made,worn,there,wet,dirty	dirty,washed,yours,cheap,worn,clean	clean,dirty,dry,worn	free,kept,used,clean,worn,made	white	worn,used	sold,produced,made,available,worn,used	joyah,cute,easy,cheap,evalle,expensive	funny,cute,my,good,wearing	nice,worn,good,pretty	cute,worn,sexy
clothesline	broken,clear,used,removed,fixed	used,expensive,optional	clean,long,finished,visible,complete	there,long,broken,finished,dry	finished,perfect,changing	uniform,fixed,clear,worn	free,uniform,used,worn,available		vertical,long	fixed,attached,used,long	rated,listed,encrypted,furnished,twinned	gone,a,my	closed,covered,pretty	hooked,glued,adjustable,handy
clothespin	used,removed,broken	used	missing,broken,used	there,broken,visible,pictured	dead,broken,mine,yours,gone,hers	used,available,broken,satisfied,true,shown,worn	named,shown,used,included,available	used,closed,adjustable	broken,used,removable,removed	used,adjustable,removable,interchangeable,included	happy,jaenelle,joyah,evalle,twinned	gone,going,funny,a,my,gonna		hooked,clipped,adjustable,disposable
cloud	dry,dark,dense,clear	coming,gone,empty,there	real,everywhere	moving,there,empty,here		cloud,infinite,falling,dense,empty,clear,gone	free,cloud,dense,visible,named	large,active	stable	unique,hot,large,stable	spreading,evalle,obscured,twinned	gone,dense,a,covered,empty,everywhere,there	dead,closed,clear,gone,there	opaque,gone,invisible
clove	eaten,used,edible	white,edible,common,eaten,cultivated	green,present,growing,red,edible,white,dead,poisonous	black,bitter,optional,crushed	dead,burning,edible,poisonous	toxic,eaten,true,edible,bitter,broken,sweet,poisonous	edible,poisonous,long	green,edible,deciduous	toxic,known,poisonous,fertile,edible,long	toxic,poisonous,green,sterile,crushed,aromatic,edible	milky,thicker,acidic,sodium,aromatic,edible	fragrant,gone,a,edible	edible,poisonous,there,pretty,big,dead,gone	edible,aromatic,eaten,fragrant,spicy
clover	red,rare	white,green,edible	green,present,growing,yellow,red,white,dead	green,red,yellow,round,white	dead,infectious,mine,yours,edible,contagious	threatened,ripe,endangered,sweet,blue,poisonous	poisonous	green,white,blue	known,poisonous,green,long,white,fertile,edible	white,green,red,edible	milky,acidic,joyah,barbed,deciduous,edible	grown,gone,a,clover,growing,purple,edible	edible,there,here,dead,beautiful,covered	dried,edible,planted
coal	fired,cheap,used,exported,mined	hot,used,expensive,black,valuable,mined	mined,burned,mine,used,ready,there,good,cheap	mined,green,crushed,burnt,black,radioactive,brown	dirty,mined,burning,burned,mine,melting	burnt,mined,burning,abundant,available,exported,cheap	used,extracted,produced,coal,fired,mined	green,black,hot,used,mined	burned,known,used,mined,radioactive,exported	dry,mined,burnt,black,hot	electrified,boiling,joyah,poisonous,barbed	abundant,consumed,burnt,melted,coal	empty,good,packed,gone,hot,solid	melted,burnt,wasted,plentiful,scarce
coaster	electrified,closed		finished,closed,open,complete	pictured,complete,new,finished	finished,closed,moving,haunted	electrified,paved,operational,named,closed,accessible	named,complete	haunted,built,closed	closed,known,open,named,long	built,open,long	electrified,happy,easy,joyah,evalle	gone,going,a,my,gonna	closed,scary	adjustable,electrified,patented,towed,downloadable
coat	grey,red,white,long,blue,black	white,simple,gold,yellow	reversible,white,black,waterproof,long,complete	white,black,blue,red,worn	removable,waterproof,stained,reversible,worn	red,grey,blue,white,black	white,grey,green,black,red	white,blue,black,red	waterproof,black,long,reversible,worn	black,reversible,long,blue,worn,short,red,white	barbed,adjustable,thicker	gone,stained,worn,my,thicker,wearing	tight,worn,covered,dirty	fluffy,adjustable
coat rack	closed,used,accessible,available,open	used,large	missing,attached,visible,complete,located	removable,visible	empty,removable,covered,finished,pictured,closed	enclosed,available,accessible,fitted,worn	unique,available	covered,closed,open	removable,included	available,attached,used,adjustable,provided,removable	included,furnished,plugged,equipped,adjustable	there,covered,included,adjustable,handy	empty,packed,included,enclosed,covered,loaded	adjustable,unlocked,installed
cobra		poisonous,edible,extinct	here,dead	dead,hungry	dead,broken,mine,poisonous,ours	free,dead,extinct,invisible,threatened,endangered,poisonous	edible,named,poisonous,active	blind	known,poisonous,endangered,named,radioactive,edible	common,extinct,poisonous,endangered,black,red,edible	endangered,lucivar,attacked,joyah,evalle,poisonous,barbed	sentient,a,extinct,venomous,feral	dead,done,there,here	sentient,poisonous,deadly,gonna,alive,venomous
cockatoo	endangered,common	extinct	happy,dead	black,here,endangered	dead,cute,ours,yours	available,threatened,edible,endangered	used,named,illegal	endangered,present	male,known,extinct,poisonous,endangered,named,edible	endangered,black,extinct,edible	joyah,addictive,a,evalle,twinned	gone,funny,a,gonna,crazy	dead,alive,there,here	cute,adorable,edible,gonna
cockroach	edible,poisonous,eaten	small,prey,edible,human	real,here,dead,poisonous	eating,here,hungry,alive,dead	dead,harmless,yours,extinct,poisonous,ours	dead,extinct,shy,hungry,edible,threatened,endangered,poisonous	edible,named,poisonous,eaten	endangered	toxic,poisonous,radioactive,edible	known,small,harmless,edible	evalle,koppen,poisonous,characterized,endangered,edible	poisonous,growing,edible	here,dead,crazy,alive,scary,hungry	cute,edible,poisonous,creepy,alive
cocktail	alcoholic,popular	simple	served,cold	simple	finished,yours	illegal,clear	named,popular	recommended,clear	served,alcoholic,named,spicy	served,alcoholic,named,vegan,mixed	vegetarian,delicious,optional,joyah,homemade,ordered,edible,evalle	delicious,a,my,good,hot	good,pretty,hot	delicious,edible,spicy,addictive
coconut	used,edible,sweet,ripe,eaten	eaten,green,cultivated,white,used,edible,endangered	edible,white,broken,pictured,eaten,red	ripe,crushed,broken,bruised,cracked,dry	edible,dry,ripe	eaten,edible,poisonous	edible,sweet,eaten,grown,coconut,cultivated,poisonous	edible,steamed,sweet,white,green,fried	cooked,poisonous,used,eaten,edible	crushed,ripe,poisonous,green,edible,cultivated	milky,spicy,acidic,aromatic,coconut,edible	fragrant,delicious,fresh,edible,ripe	good,edible	ripe,dried,edible,peeled,boiled,crushed,eaten,cooked
cocoon	sealed,transparent	white,silk,transparent,empty,elastic	closed,sealed,broken,empty,open	closed,complete,broken,empty,open	edible,dead,poisonous	hollow,preserved,empty,edible,poisonous	free,edible,spherical	white,green,black,brown,transparent	toxic,transparent,poisonous,open,edible,stable	made,edible,long	electrified,preserved,twinned,encrypted,barbed,intact	enclosed,a,covered,sterile,sealed,transparent	empty,safe,closed,sealed,covered	greenish,yellowish,translucent
coffee	hot,cold,sweet,good	free,strong,bitter,hot,cold,good	strong,hot,ready,cold,good	strong,bad,hot,great,expensive,good	ready,hot,delicious,cold,good	bitter,available,sweet,cheap,edible	served,sweet,made,coffee	edible,sweet,hot,aromatic,black	good,black,cold,bitter,strong,hot	brewed,expensive,good,black,cheap,bitter,roasted,strong,hot	caffeine,milky,easy,good	delicious,brewing,my,good,hot	good,gone,hot	steaming,good,boiling,spicy,bubbling,hot,brewing
coffee bean	eaten,cultivated,used,poisonous,edible	soluble,green,bitter,white,edible,organic,black	white,black,red,cooked	roasted,green,bitter,pictured,red,black,brown	edible,dead,toast,mine	eaten,cultivated,edible,cooked,sweet,consumed,boiled,grown,poisonous	edible,sweet,eaten,grown,cultivated,poisonous	green,edible,used,eaten	edible,white	roasted,black,edible,cultivated	delicious,joyah,easy,acidic,eaten,edible	grown,hot,a,edible	edible,good,there,eaten,big,gone,hot	edible,vegetarian,poisonous,radioactive,eaten,spicy,extinct
coffee filter	used,fitted,available,standard	used,plastic	clean,on,installed,visible,used,removable,broken	broken,optional,included,pictured,removable	removable,defective,broken	used,available,recommended,transparent	free,transparent,used,available,present	adjustable,used,clear,transparent	broken,transparent,used,removable,included	used,reusable,removable,interchangeable,included	plugged,adjustable,included	available,compatible,included,used	included,covered,there	optional,disposable,adjustable,used
coffee pot	heated,full,broken,used,empty,clean	used,empty	clean,full,hot,cold,ready,broken,empty	black,broken,new,empty	empty,dead,broken,ready,closed	available,heated,empty,edible	served,fried,sold,available	heated,hot	broken,open,full,empty,used	reusable,black,heated,reversible,removable,used	plugged,furnished,adjustable	gone,going,a,my,empty,edible,hot	empty,full,broken,gone,hot,covered	buzzing,hot,ringing,humming
coffee table	full,occupied,empty,clean,open	round,wooden,empty,bare	clean,finished,complete,mine,broken,empty	covered	empty,yours,ready,closed	open,heated,crowded,full,flat,empty,clear,occupied	served,empty,available,full	open,covered	covered,included	reversible,adjustable,curved,removable,included	housed,located,included,furnished,decorated	here,gone,a,my,at	empty,packed,covered,there,pretty	stainless,adjustable
coffeemaker	portable,automated,used,available	simple,portable,mechanical,invented	clean,broken,empty,silent	working,broken,new	empty,dead,defective,broken,yours	satisfied,staffed,hungry,happy	available,named,sold,grown	electric,hot,vegetarian	broken,empty,removable,used	removable,available,used,automatic,included	available,patented,joyah,evalle,twinned,unavailable	gone,a,my,handy,cheap,expensive	handy,hot,big,smoking	ringing,working,cracking
coffin	found,broken,buried,preserved,closed,destroyed,empty,sealed,open,opened	heavy,closed,cold,empty,full,open,opened	full,closed,complete,opened,sealed,empty,open	heavy,closed,sealed,black,locked,empty,open	empty,locked,sealed,yours,hers,buried,missing	hollow,dead,sealed,open,buried,preserved,closed,empty,broken	sealed,buried,cremated	sealed,preserved	opened,closed,empty,complete,open,sealed,covered	closed,decorated,empty,open,painted,sealed	preserved,inscribed,engraved,lucivar,jaenelle,cremated,evalle,sealed	gone,empty,broken,cremated,buried,sealed,haunted	empty,open,packed,closed,sealed,covered	empty,open,sealed,engraved,enclosed,cocked,loaded,closed,wrapped
coil	closed,empty	long,broken,hollow,open,rigid	attached,broken,fixed,complete	broken,empty,complete,lit,heated	defective,broken,sealed,reversible,spinning	constant,electrified,symmetric,winding,continuous,linear	free,fixed	fixed,closed,adjustable	fixed,long	hollow,magnetic,complete,sealed,heated,reversible	electrified,inserted,plugged,coiled,rotated,adjustable	electrified,generated,tapered,formed,used,coiled,defined	adjustable,closed,electrified,strong,flexible	electrified,adjustable
coin	unique,valid,struck,lost	hollow,round,unique,circular,gold,empty,silver,inscribed	returned,signed,empty,inscribed,shown	gold,marked,unique,numbered,pictured,silver	counterfeit,numbered,insured,payable,mine	gold,charged,stamped,struck,inscribed,valid	used,struck,blank	used	numbered,named,inscribed,signed	rare,struck,silver,dated,reversible	joyah,denoted,reprinted,spelled,subdivided	forged,a,numbered,given		numbered,magnetic,stainless,adjustable,engraved
coleslaw	used,common	long,extinct	shown,complete,used,broken	good	mine,yours	threatened,named	named,widespread,threatened	used,named	known,defined,written,used	made,cooked,vegetarian,served,used,prepared,vegan,edible	delicious,joyah,spicy,acidic,edible	delicious,spicy,good,edible	plain,good,nice,thick,pretty	delicious,edible,spicy,greasy,cooked
collar	closed,removed	red,white,black,padded,open	attached,visible,transparent,removed,removable,worn,missing	broken,adjustable,removable,worn	attached,removable,visible,worn,removed	open,worn	white,square	black,raised,white,blue	raised,worn,adjustable,removable,long	adjustable,removable	barbed,adjustable,thicker	pierced,covered,worn,adjustable	clipped,thick,strong,adjustable,padded,worn,covered,stiff	adjustable
column	marked,complete	displayed,empty,referenced,blank,listed		complete,numbered,final	final,satire,copyrighted,satirical	diagonal,empty,symmetric,indicated,linear,displayed,shown	written,vertical,inverted,square		closed,full,named,indexed	open,empty	archived,uploaded,reprinted,numbered,alphabetical,reproduced,twinned	written,marked,shown	numbered,unsigned,written	encrypted
comb		red,long	clean,broken,used,intact	broken,included,used,removable	broken,mine,yours	linear,symmetric,infinite,continuous	white,edible	deciduous,black,white,hairy	worn,used,edible,long	curved,used,long	electrified,sharpened,patented,barbed,adjustable	gone,done,expensive,handy,patented,adjustable,disposable,wet	broken,tight,closed,done	stainless,adjustable,disposable,flexible
combination lock	available,locked,automatic,used,fixed	simple,universal,used	available,included,used	broken,locked	enabled,locked,reversible,activated,available	required,activated,used,available,specified	fixed,used,locked,available	automatic,closed,used,locked	active,available,used,locked,included	available,reversible,used	encrypted,unlocked,adjustable	used	closed,included,adjustable	optional,adjustable,included
