Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
drink	alcoholic	alcoholic	cold	alcoholic,cold,hot	alcoholic	alcoholic,bitter	served	alcoholic,recommended	bitter,alcoholic,cold	cold,alcoholic,served	acidic	my,delicious,good,hot	good	
drum		played,used	playing,broken	round,empty,broken	silenced	hollow	active,played,used	large	hollow	long,round	mastered	loud,broken,noisy,electrified	loud	vibrating,playable
drumstick	used	musical,used	used,broken	included,broken	broken,dead,mine	balanced	used	used	long,used	removable,used	joyah	a,used,electrified	big,broken	adjustable
dryer	used	used	working,running	working,broken	dry	dry,available,used,wet	used,named,dry	used	used	removable,used,adjustable	plugged,adjustable	leaking,gone,handy	hot	working
duck		extinct	dead,named	dead	dead	dead	migratory	edible	named,known,endangered	edible,white,black,endangered	edible,evalle,joyah	alive,gone,funny	alive,dead	gonna,asleep
duckling	edible,endangered	human,endangered	happy,dead,named	dead,hungry	dead	threatened,endangered	migratory		named	edible,born,hatched	evalle,joyah	gone	alive,here,dead	adorable,cute,pictured,edible
duct	closed	closed,open,long	blocked,open,closed	open,broken,blocked,sealed,closed	leaking,sealed,closed		closed	closed,free	closed	long,closed	adjustable,inserted	formed	closed,sealed	plugged,cleaned,blocked,leaking,navigable
duct tape	removed,used	white,plastic,black,used		sticky	removable,removed	transparent	continuous,removed,used		removable,used,removed	removable,used	plugged,adjustable	used	covered,sterile	disposable,adjustable,sticky
duffel bag	empty		full,included,empty,packed	pictured,empty,heavy	empty,hers,included	available,loaded,empty,worn	available,sold	available,used	included,waterproof,empty	reusable,empty	evalle,packed	my,gone	included,covered,packed	adjustable
dumbbell	broken	used	working,broken	heavy,small,large	broken,dead,ringing	ringing,dead,gone	played	used	used,adjustable,broken	weighted,used,small	evalle,joyah,electrified	gone,a		weighted,adjustable
dumbwaiter	dead	human	dead	dead		mute,dead,available	named,listed	destroyed	named,dead	available	jaenelle,evalle,joyah	gone,funny,a	here,dead	enabled,restarted
dumpling	cooked,edible	edible	finished,cooked	flat,edible,cooked	dead	eaten,available,used	illegal	green,edible	edible,eaten,cooked	edible,vegetarian,cooked	easy,joyah,evalle,done,barbed	plentiful,gone,growing	done,good,pretty	baked,edible
dumpster	closed,empty,locked	empty	overflowing,clean,empty,full	overflowing,empty,full,filled	empty,leaking,overflowing	empty	empty	closed	empty	empty	plugged,furnished,evalle,joyah	gone,empty,there,here,going,a	packed,empty	filled,empty,full,filling
duster	used	portable,used	broken		over,dead,complete	available	dead,named	used	waterproof,used,removable	used	plugged	gone,handy	covered,packed	handy,adjustable
dustpan	broken,clean	empty	complete,full,clean,empty	empty	empty,complete	visible,empty,broken,clear	named	closed,used		removable,used	plugged,adjustable,electrified	covered,gone,painted	covered,empty	adjustable
dynamite	fired,destroyed,used	here,there	used,broken	there,ready	dead	fired,illegal	fired,used	explosive,used	radioactive,known	radioactive,used	barbed,sharpened,joyah,electrified	edible,dynamite,used	done,good	radioactive,dynamite
eagle	killed	extinct,large	seen,dead,saying	dead	dead	flying,gone	white		named,known	extinct,endangered	eagle,kaladin,evalle,joyah	flying,eagle,gone,bald,alive,a	dead	flown,extinct,asleep
ear		open,large,small	hollow,pierced	open,pierced,visible,covered	bleeding,pierced	hollow,pierced	closed	free	enlarged,small	long,pink,red	plugged,barbed	pierced	big,there,small,closed	listening
earplug	functional		included,removable	removable	included,waterproof,removable				worn,removable,used,removed	removable,adjustable	adjustable,available,plugged,included	included,handy	handy	flexible,disposable,adjustable
earring	missing	red,gold	missing,removable,transparent	visible,gold	worn,removable	worn			removable,worn	pierced,removable	adjustable,barbed	adjustable	matching,pretty	adjustable
earwig		poisonous	visible,transparent	pictured,extinct,endangered	removable	hollow,hooked	long		transparent,long	edible,long,known	evalle,joyah,barbed	good,gone		poisonous,edible
easel	used		complete,shown	complete,finished,empty	yours,mine,ours	painted,available,extant,displayed	used		shown	portable,removable,used	encrypted	written	covered,closed	movable,stainless,adjustable
easter egg		fish	here	hidden		edible	produced,eaten		hatched,eaten	edible	eaten,edible,evalle,easter,true,joyah	edible,easter,fertile	broken	hidden
eclair	used	edible	available	vegan	dead,yours,mine	true,available		written	included,available	edible,used	jaenelle,twinned,evalle,joyah	a	here	folded,adjustable,edible
eel		edible,fish	saying,eaten,dead,eating	small,dead,edible	dead,dying	eaten,endangered,threatened,edible,poisonous	migratory	edible	named,known	edible,long,known	evalle,joyah		alive,dead,edible	alive,poisonous,venomous
egg	laid	empty	laid,white	broken,cooked	frozen,rotten,cooked	laid,edible,empty,broken	produced,laid,eaten	black,white	white,fertile	edible,hatched,cooked	eaten,edible	edible,fertile	cooked,covered,eaten,edible	ripe,rotten,boiled,edible
egg roll	eaten	baked	good		optional,edible	eaten	complete,used		edible,used	edible,baked,cooked	edible,easy,joyah	cooked,edible,delicious	good,pretty	baked,cooked,spicy,edible
eggbeater	used	extinct,edible	empty,broken	used,broken	edible,dead	broken	eaten,edible	edible	edible,named	used	twinned,evalle,happy,joyah	addictive,a	done,dead	handy,adjustable
eggnog	edible	edible	good	good	toast	eaten,edible	poisonous,eaten,edible	used	edible	edible,alcoholic,made,fermented	edible,acidic,milky	edible	good	delicious
eggplant	edible	cultivated,edible	growing,edible	green,edible	edible,dead,cooked	edible,available	eaten,edible	edible	edible,poisonous,eaten	edible,poisonous,known	edible,aromatic	edible,grown,fertile,eaten	pretty,poisonous,edible	cooked,spicy,edible
eggshell		transparent,hollow	hollow,intact,transparent	cracked,broken	edible,intact,hollow	edible,empty,spherical	poisonous,eaten,edible	black,white	transparent,hollow,smooth		evalle,edible,joyah	gone,fertile,there,a	closed	translucent,transparent,edible
elbow	bent,raised	swollen	extended,damaged,broken	visible,broken	broken,bleeding,healed	bent,crooked			used	bent	concave,flexed	swollen	broken,closed	cupped,rotated,movable,curved,flexed,adjustable
electric chair	available,installed,used		electric	abolished,dead	optional,welcome	electric,electrified,available	electric,used		electric,used	electric,available,used	furnished,adjustable,equipped	adjustable,available,used	hot,electric,pretty	immoral,addictive
elephant	killed,dead	human	dead	dead	afraid,dead,sleeping	dead,endangered	elephant	white	named	extinct,endangered	jaenelle,lucivar,evalle,joyah	dead,gone,alive,a	alive,gone,here,dead	gone,gonna,smiling,asleep,laughing
emerald	rare,unique	black,blue	white,black	gold,green,red	yours,mine	gone	poisonous	blue,black,white	white,known	green,rare,red	jaenelle,twinned,evalle,joyah	a,emerald,sapphire	beautiful,gone	engraved,translucent
enchilada		extinct	complete,finished	cooked	over,complete	poisonous	named	navigable	included,known	edible,vegetarian,cooked	edible,delicious,twinned,evalle,joyah	delicious,spicy	good,served,spicy	cooked,delicious,spicy,edible
engine			running	running,broken	idle	stationary	automatic	electric	rated		rated	rated		restarted
envelope	sealed,empty,open	sealed,blank,empty,open	stamped,returned,marked,empty,sealed,signed,addressed	open,marked,sealed	stamped,enclosed,sealed,addressed	linear,symmetric	sealed,folded,blank	closed,transparent	signed,sealed	stamped,sealed,addressed	scanned,encrypted,sealed	printed,labeled,sealed	sealed,closed,numbered,empty	sealed,unsigned
eraser	removed,used			there	dead	required,erased,available	erased,removed,visible,used	used	used	removable,used	plugged,adjustable	handy,used	handy	disposable,adjustable,handy
espresso	served,used	hot	good,cold	great,good	ready,cold	available	free	clear,recommended	bitter,cold,hot,strong	good,used,hot,made		my,delicious,good,gone,hot	hot,good,pretty	
exerciser	blind,trained	human,passive	free		recommended	disabled,impaired,satisfied		blind	named,known,called	portable,reusable,adjustable,clothed,available	rated	a	there	
exhaust pipe	closed,sealed	straight,long,vertical,cylindrical,hollow	exposed,attached	pictured,visible,shown,broken,exposed	leaking,sealed	sealed,electrified	removed		long	long	plugged,adjustable,electrified	drilled,electrified	covered,intact	stainless,adjustable
extinguisher	fired,used	used	used	used	broken,extinguished	required,fired,available	dead	used	used,extinguished	removable,used,adjustable	plugged,electrified	used	lit	adjustable
eye	closed	human,visible,open	open,damaged,seen,closed	blind,closed	blinking,blind,closed	blind,closed	closed,open,visible	blind	visible,closed,open	closed,open	outstretched,joyah	visible	closed,blind	blinded,blinding,blind
eye patch			removable,visible	removable	visible,reversible	visible			removable,worn	removable,worn	adjustable		covered,pretty	adjustable
eyedropper	dead		dead	broken	dead,mine	dead,poisonous	named		edible,poisonous,used	reusable,used	twinned	my,adjustable,handy,a		adjustable
eyeliner		white,black	black,applied	black	removable,reversible,waterproof	visible		black,white	black	applied,used,black	adjustable	good	opaque	
eyepiece	fixed	transparent	transparent	broken	removable,transparent	fixed	missing		transparent	removable,adjustable	adjustable	worn	transparent,adjustable	adjustable
face		human,real,there		human	mine	clear	white	symmetrical	shown	white	evalle,shaved,joyah	beautiful,facial	pretty,different	expressive,symmetrical
face mask		used	removable	removable	worn,removable	worn	worn		transparent,removable,worn	removable	adjustable,optional	used,disposable	covered,worn	adjustable
fan	killed,dead		happy	broken,spinning	welcome,dead				named,dead	removable,adjustable	evalle,happy,joyah	gone		
fast food	served,popular,available		bad,good	good		cheap,available	available,fast	available,vegetarian	free,good,served,available	good,fast,cheap,available	plentiful,joyah	bad,delicious,good	good,great	addictive
faucet			on,broken,running	leaking,broken,on	overflowing,empty,closed	used,heated,broken			closed,broken	removable,installed	plugged,adjustable	leaking,hot,handy,broken	closed	draining,leaking,dripping
feather		red,white	missing,intact	black,white,red	dead,sacred		white	black,white	visible,long	long,white,black	evalle,barbed	edible,gone,a	big,small,covered,flying,dead	translucent,edible
fence	closed,broken,open,electrified	intact,broken,high,reinforced,electrified	high	there	secure,breached,closed	electrified,open,broken,closed	maintained	electrified	long,high	long,high	barbed,intact,open,electrified	paved,broken,barbed	tight,closed	electrified
fencepost	broken		broken	there,missing,broken	empty,visible,closed	marked,visible,fixed	maintained	visible	broken	long,missing,tall	intact,barbed,electrified	a		movable,cocked,adjustable
fern	poisonous,edible	green,edible	present,dead	edible,invasive	dead,yours,mine,barren,ours	abundant,edible,poisonous	poisonous,edible	green,hairy	edible,long	edible,widespread,tall,uncommon	edible,deciduous	a	beautiful,poisonous,edible	planted,poisonous,fragrant,edible
ferret		prey	dead,named	dead	dead	edible		nocturnal	named,known	extinct,known,endangered,black	evalle,joyah	alive,feral,gone,a	alive,dead	edible
ferris wheel	unique,used	wheeled,circular	complete,finished	pictured,moving,complete,spinning	broken,dead	spinning,used,broken	named		long,used,known		available,twinned,downloadable	gone,haunted,going,a	closed,dead	electrified,adjustable
ferry	used	free	full,running	overloaded,moving		accessible		closed,staffed		long,operated	twinned,navigable,electrified	boarded,navigable,aboard	packed,available	towed,navigable
fig	edible	green,edible	eaten	edible,red,ripe	yours,mine,empty,complete	edible,poisonous,ripe			edible,named,known	edible,green	illustrated,shown,reproduced,denoted	shown,denoted,a		transparent,ripe,edible
figurine	lost,preserved,unique	small,gold			mine	preserved,depicted,inscribed	edible		named	known	reprinted,inscribed,reproduced	shown,a		engraved,pictured
file	saved,free	empty	encrypted		encrypted	loaded,static		archived	encrypted		reproduced,uploaded,archived,encrypted		written	
file	saved,free	empty	encrypted		encrypted	loaded,static		archived	encrypted		reproduced,uploaded,archived,encrypted		written	
filing cabinet		empty	empty,finished,complete,full	empty	empty,closed	available	present,named	locked,open,closed		removable	furnished,adjustable,equipped,housed	furnished,handy	enclosed,included,covered,packed	unlocked,adjustable
film	lost	lost	good	complete		extant	lost	lost,known	released,named,titled	long	reprinted,twinned,archived	titled,edited	edited	
filter	linear	transparent,passive	applied,broken		broken,transparent	linear,symmetric,transparent,continuous	zero,uniform,used	electronic,adjustable,transparent	transparent,used	used,reversible,filtered	encrypted		covered,closed	activated,enabled
finger	broken,missing	broken,extended,long	bleeding,attached,damaged,broken	extended,broken	broken,infected,pointing,crooked	bent,crooked,broken	long			broken,extended,curved,long	severed,sharpened,outstretched,inserted	swollen	missing,small	pointing,cocked
fingerprint	visible	recorded,visible,unique	identical,visible	visible,unique	registered,encrypted,visible	visible		clear,visible	visible,unique,known	unique,detected,known	encrypted,scanned	detected,visible	visible,clear,there,marked	measurable,encrypted
fire	lit	coming,out,there,dying,burning	suspicious,spreading,contained,extinguished	burning,contained,extinguished,out	contained,burning,extinguished,spreading	burning,gone	extinguished,burning,set	extinguished,contained,complete	spreading,ongoing,extinguished,contained	burning,ongoing,out,extinguished,hot	crackling,blowing,spreading	gone,alive,burning		roaring,gone,burning,blazing,ignited
fire alarm	sounded	sound,audible	activated,sounding,working	activated,ringing,on	ringing,working,activated	activated,installed,fixed	set,automatic,heard	audible,set	triggered,activated	activated,automatic,audible,triggered	ringing,dialed	activated,sounded,operational	sounding,ringing,sounded,going	sounding,ringing,activated
fire hydrant	used	used	damaged,broken	there,broken	damaged,leaking	available,used	used	electric,electrified				used		visible
fire pit	closed,empty,open	large,empty	complete,finished,full	complete,lit	overflowing,empty,burning,closed	empty,located,open,closed	open	closed,open	open,enclosed	heated,dry,lit	excavated,located,electrified	haunted,a	empty,there	electrified,heated
firecracker	broken,fired,removed,used	fired,explosive	working,broken	lit	dead	fired,available,used	burned,poisonous,destroyed	destroyed,used	used	edible,used	jaenelle,evalle,alive,joyah	edible,fired,gone,broken	alive,good,smoking,dead	
fireplace	lit	cold,warm,empty,open,lit	lit	warm,open,lit	empty,lit,burning,closed	listed,empty	open,used,lit	original	covered	heated,lit	furnished,decorated	fireplace	big,heated	electrified,heated
firetruck	killed,dead		damaged,loaded	pictured,damaged	responding	available		available,used	operational	equipped	rated,evalle,joyah	haunted,parked,gone	there,dead	parked,towed
firewood	available,used	needed,burned,used	good,ready	dry,available	falling,dry,burning	burnt,available,burned	toxic,edible,poisonous	available,burned,burnt	edible,used	available,provided,harvested	harvested,planted	edible,gone	good	plentiful,wasted,edible
fireworks						forbidden	lit,used	used	extinguished	popular,available,used	evalle,happening,joyah	happening	happening	happening,deafening
first-aid kit	available,standard,used	expensive,available,portable	ready,complete,included,available	available	available,pictured,included	available,supplied	available	available,worn	used,provided,included,available	provided,included,available,required	available,downloadable,included	included,available	included,available,covered,packed	included,downloadable,available,adjustable,optional
fish	poisonous,edible	eaten,edible	dead,edible	alive,dead,hungry	dead	eaten,endangered,edible,poisonous	poisonous,migratory,edible	endangered,edible,poisonous	edible,poisonous,eaten	edible	edible,evalle,joyah	edible,gone,alive,hungry	alive,there,poisonous,dead,edible	poisonous,eaten,edible
fishbowl	closed,preserved,used		complete,full,empty	full,empty	yours,empty,complete	available	migratory	navigable		removable,empty,filled	evalle,twinned,littered,joyah	gone,a	covered,closed,empty	empty,broken,flooded,emptied
fishhook	used	long,edible	broken,used,attached	used,pictured,visible,broken	dead,visible	available,named	migratory,threatened		long,used,attached	removable,used,adjustable	evalle,edible,joyah	edible,gone,a		adjustable
fishing pole	fixed,used	long,weighted	broken,missing,attached	long,broken	broken,empty	visible		visible	long,used,attached,broken	long,used	twinned,electrified	used		towed,adjustable
fishnet stockings	unique,used	popular	complete,used	pictured,available		available	available,sold,used	available,used	used,included,available	available,used,worn	rated,twinned,joyah	available		sexy,adjustable
flag	red,blue	red,yellow	white	blue,red	welcome,flying,flown	red,flown,blue			white	used	spelled	raised,numbered,flown		
flagpole	located,raised	tall	raised,visible	tall,long,high	visible,removed	visible,illuminated,displayed		open	raised,long,tall,high	long,tall,high	electrified	numbered,visible,electrified	tall,large,dead	hoisted,upright,adjustable
flamethrower	used	portable	used	pictured	dangerous	available,used	used	adjustable,electric,used	used	portable,waterproof,used		playable,used,a	smoking,dead	
flamingo		extinct,white,endangered	dead	dead	welcome,dead	threatened,flying			named	edible,extinct,endangered	evalle,edible,joyah	gone,a	alive,here,dead	cute,adorable
flan		written	empty,red	easy	yours,dead,mine	true	named,listed	used	long,fertile	edible	plugged,twinned,encrypted	a		playable
flashbulb	fixed		activated,on	broken	dead	transparent,activated,available,visible	automatic,visible		visible,shown	illuminated,removable,used	enabled,encrypted	available,a		clicking
flashlight	off,on	used	on,shining		glowing,blinking,shining	available	lit,portable,used	used	used	provided,included,removable,used	plugged,adjustable,electrified	there,handy	working	electrified,adjustable
flask	sealed,empty	empty	full,empty	sealed,empty	empty	sealed,loaded,empty	empty,edible	black	waterproof,empty	closed,sealed,dry,empty,filled	plugged,encrypted	edible,used,sealed	hot,empty,full,covered,sealed	stainless,engraved,empty,adjustable,pictured
flatiron			perfect,broken	dead	broken,perfect,waterproof	convex,linear,smooth	named	used	used	circular,used	adjustable,patented	a	pretty,dead	navigable
flip-flop	used	flat	complete,over	simple,over		easy,available		available,used	used,reversible	flat,made	configured,adjustable			activated,reset,detected,latched
flipper	fixed	used	missing	broken	dead	available,shown	used	adjustable,used	long,used	long,curved,retracted	evalle,joyah	gone,a	funny,there,dead	adjustable
float		empty	complete			empty,fixed	free,vertical	motorized		used,fixed	rated,adjustable,encrypted		covered	weighted,navigable,adjustable
floss	clean	edible	white	white	optional,edible	easy,available	named	preserved		white,used	adjustable,barbed,easy	transparent,gone	good,pretty	disposable,adjustable
flour	edible	white,flour,yellow	used,white	dry,white	edible,cooked	edible,flour		black,brown	edible,used	white,dry,used	flour,acidic,spelt	flour,organic,good	good,edible	boiled,edible
flower	red,white	red,yellow,purple,white		yellow,red,pink	edible,pink	red,white	white	purple,yellow,white	edible,long	white,red		beautiful	beautiful,edible	
flute	tuned	musical	used,played	broken,played	dead	mute,played	bowed,played,plucked		long	used,played	transcribed,sung,mastered			engraved,cupped,adjustable
fly	free	white	dead	flying,dead,here	dead,flying	flying,edible,poisonous,free		poisonous,migratory,edible			electrified,joyah,barbed	flying,gone,flown,alive	alive,dead	alive,bitten,asleep,eaten,caught
flypaper		white	used		yours,mine		transparent	transparent	used,black	edible,used	recycled,encrypted,barbed	available,a		
flyswatter	used		used		welcome,dead			used	named,used,known	used,known	rated	used,electrified	alive,dead	playable
foam	toxic	transparent,white,thick	thick	sticky	waterproof,edible,removable	transparent,elastic,dense		translucent,transparent	thick	edible,removable,thick,thin	thicker,recycled	thicker,thick,soft		corrugated,flexible
folder	sealed,empty,open	closed,empty,open	empty,private	empty	empty,encrypted	clear,empty,closed	open	empty	named	empty	encrypted,uploaded,archived		labeled	deleted
fondue	used		good	done			named,included		edible,frozen	edible,sweet,baked	edible,characterized,milky,aromatic	edible,delicious	good	cooked,spicy,edible
food processor	available	human	used	used,pictured	working	available	available	vegetarian	installed,included,available,used	used,reusable,available	rated,manufactured	used	optional,simple	adjustable
foot		long,mobile	missing,shown,broken	visible,shown,broken	broken	crooked,erect	straight,long		missing	long,flat	joyah	sore,shaved,broken,swollen	covered	movable,flexed,cocked,hooked
football	played	popular,good,played		dead	yours,ours,theirs	competitive,played	organized,played,listed	played,used	used,played	used,lit,red	futbol,good	playing,good,gone	good,playing	alright
football helmet	unique	football	shown,worn	pictured	removable	available,worn	removed,worn,used	worn	removable,worn	adjustable		worn	tight,worn	optional,adjustable
footbath	played,used		complete,finished	dry,empty	finished	easy,compulsory		used	used	heated,dry		gone,a	done,happening,dead	adjustable
footprint	clear,visible		large,small,significant	small,visible	shrinking,growing,expanding				large	large,small	preserved	visible	clear,marked,huge	microscopic,adjustable
footrest		padded,flat	flat,padded,adjustable	removable,adjustable	broken,empty		adjustable	adjustable		removable,padded,adjustable	adjustable,padded	adjustable,heavy	flexible,padded,adjustable,comfortable	padded,adjustable,comfortable
fork	closed	broken,long	missing,broken		mine	broken,named	named	closed,navigable		connected,compatible	adjustable,joyah,barbed	sharpened	covered,broken,empty	broken,cocked
forklift	complete,used	portable,used	loaded	pictured		complete,available	planned	used	used	powered,used	adjustable	adjustable,used	loaded	towed
fossil	rare,preserved,complete			complete	preserved,mine	fossil	known	known	known	found,known,rare	preserved	radioactive,found,extinct,fossil	known	
fountain pen	unique,used	used	used	pictured		available	inscribed,named	used	included,used	used,interchangeable,available	adjustable,twinned	a,used,invented	covered,handy,used	adjustable
fox	threatened,endangered	human	happy,dead	dead	afraid,dead	endangered,evil,dead,threatened,poisonous	migratory		named	white,endangered	evalle,joyah	alive,watching,gone,afraid	dead	scared,afraid
frame		fixed	complete	broken	locked,cropped	rigid,linear,symmetric	fixed		complete	empty	adjustable,reproduced	encoded,shown,covered,adjustable	simple	engraved,stainless,adjustable
freezer	closed,empty,open,locked	cold	full,empty	full,broken	overflowing,empty,closed	available,frozen,cold,empty	available,frozen,used	closed,open,electric	empty	heated,removable,available	plugged,packed	empty,full,gone	empty,covered,packed	
french fries	included,served,eaten	French	good	good	toast	served,eaten	included,used	available,used	good	edible	edible,delicious,good,fried,joyah	delicious,good	good	spicy,edible
french horn	tuned,unique,used	German,French	used	extinct,unique	broken,ringing	used		used	used	long,extinct,used,endangered	evalle,twinned,electrified	electrified	here,french	playable,adjustable
frisbee	eaten	winged	broken	dead,perfect,red,broken	welcome,dead	threatened,endangered	named	used	poisonous,known,edible	edible,long,used	evalle,happy,joyah	gonna,gone,a	gone,dead	adjustable
frog	endangered	green,poisonous,edible	dead,named	dead,endangered,hungry	dead	mute,endemic,endangered,dead,poisonous	poisonous		radioactive,named,known	edible,green	evalle,joyah	gonna,gone,funny,a	alive,dead	alive,thirsty,bitten,eaten
fruit	edible	red,edible,green	edible,ripe,white,red	edible,red,ripe	ripe,edible,rotten	edible,ripe	white,edible	green,edible,black	edible,white	edible,ripe,red	edible,milky,joyah	edible,grown,ripe	ripe,edible	ripe,poisonous,edible
fruitcake	eaten,baked		edible	vegan,edible,sweet,delicious	edible,delicious	eaten,baked,edible,sweet	sweet,edible,poisonous,eaten	eaten,sweet	edible	edible,sweet,baked	edible,delicious,joyah	my,delicious,gone	pretty	delicious,edible
fudge	used	edible,white,good	good,real	good,gone	real,yours	eaten,available,broken	poisonous		edible	edible,sweet,hot	evalle,joyah	delicious,good,gone	good,pretty	delicious,addictive
fungus	poisonous,edible	poisonous,edible	poisonous,edible,toxic	toxic	poisonous,edible,harmless,contagious,infectious	toxic,edible,poisonous	toxic,edible,poisonous	edible,widespread,poisonous	poisonous,edible,toxic,known	edible,known	poisonous,fungal	edible,poisonous	poisonous,venomous,edible	poisonous,infectious,edible
funnel		round,circular	complete,visible	visible,empty,broken,complete	closed		long		visible,closed	long,empty	adjustable,encrypted,barbed	covered	closed	navigable,adjustable
fur coat	white	white,long,black	white,worn	black	worn,removable	white	black,white	black,white	long	long,worn,black	adjustable,barbed		covered,worn	worn
furnace		cold,hot,heated,electrified	working,running,hot	complete,lit,hot	empty,burning,closed	electrified,heated,empty,operational	open	closed,open,electrified	active	operated	plugged,equipped	electric,leaking,hot,heated	closed	
fuse	broken,lit		short,lit,blown	short,lit,blown	blown,lit,blowing	electrified,spherical,broken	used	fixed,lit	long,blown,lit,short	blown,lit,short	plugged,adjustable,electrified	plugged,electrified	light,blown,lit	blown,ignited,lit
gallows	closed,destroyed,built		empty,over	empty,here		empty,haunted	named	built	long,used	long,tall,high	evalle,defended,lucivar,joyah	haunted,gone,there,here,a	closed,here,there	
game	complete	simple,endless	finished,free,complete,over	complete,finished,over	finished,playable,cancelled	complete	played			playable	playable,downloadable,multiplayer	playing,played,playable,gone	just,easy,simple	multiplayer,downloadable,playable,addictive
garbage	collected,destroyed	garbage,dead,clean,gone	there,gone	growing	garbage	garbage,free,available,wasted	free,garbage,empty,collected,used	collected	collected,recycled	recycled,collected,segregated,sorted	gone,joyah	gone,trash,garbage	packed,there	wasted
garbage truck			empty	moving	empty,dead	loaded,available	empty,used	used	used	used	unloaded,parked,waiting,plugged	gone,parked,here,going,a	there,here,parked,waiting,coming	arriving,coming
gargoyle		extinct,human	dead,real	dead	dead	hollow,broken			female,named	extinct,tall	jaenelle,lucivar,evalle,joyah	creepy,gone,a	gone,scary,dead	cute,pictured,creepy
garlic	edible,eaten,used	edible,yellow,white,eaten	present,green	optional		eaten,poisonous,forbidden	edible,poisonous,used	edible,used	edible,poisonous,present	edible,poisonous,used	edible,spicy,aromatic	edible,delicious,garlic,good,spicy	good	aromatic,cooked,spicy,fragrant,edible
garter	optional	red,feminine,long	used,worn	broken	dead,yours	pointed,empty,worn		worn	worn,long,used	red	rated,evalle,joyah		worn,adjustable	engraved,embroidered,worn
gas mask		used	on,worn,visible		broken,removed,removable,visible	sealed,fitted	fixed,visible,used		visible,worn,removable,removed	removable,provided	plugged,adjustable	used	covered,handy	disposable,adjustable,optional
gasket	sealed,broken	broken	open,intact,sealed,closed	cracked,broken,sealed,removable	open,empty,sealed,overflowing,closed	sealed,empty,broken	radioactive	closed,electrified,used	closed,sealed,intact,open	closed,replaced,adjustable,sealed,removable	plugged,adjustable	empty,broken,sealed	blowing,closing,blown,empty,closed	defective,stainless,adjustable
gate	closed,sealed,open,locked	closed,open,locked	locked,open,unlocked,closed	open,closed,locked	open,opened,unlocked,locked,closed,shut	accessible,open,closed,locked	closed,open	closed,open,locked,guarded	closed,locked,open	closed,locked,open	closed,unlocked,electrified	opened,closed,open	unlocked,open,locked,closed	unlocked,open,locked,closed
gauge	standard	standard	accurate	adjustable,correct,broken	accurate	electrified	electrified				rated,adjustable	adjustable,electrified		accurate,adjustable
gauze	transparent,white	white	clean,wet	tight	broken,dead,dry	transparent		black,white		removable,used	adjustable,scanned		pretty	disposable,adhesive,adjustable,sterile
gavel	raised,struck,used	broken,used	raised	dropped,broken,thrown,silent,falling	locked,empty,sealed,closed	hollow,available,empty,broken	given		used,broken	raised,fixed,broken,struck,used	evalle,joyah	gone,a	broken,dead	cocked
gazelle	dead		dead	dead,endangered	dead,yours,mine,ours	threatened,endangered,shy	named		extinct,named,known,endangered	extinct,known,endangered	twinned,koppen,evalle,joyah	a	one,here,dead	hunted
gear	fixed		complete		waterproof	fixed	fitted,automatic	adjustable	removable,worn	removable,used,adjustable	downloadable	good	tight,good	adjustable
gearshift	fixed	vertical,used	fixed,engaged	on	adjustable,locked,removable,optional	linear,used	fixed,automatic	fixed,adjustable	automatic,adjustable,fixed,used	used	reversed,adjustable	gone	adjustable	unlocked,adjustable
gel	toxic,stable,clean	white,liquid,edible	transparent,sticky	sticky	toxic,sterile	available,clear	free,used	transparent	transparent,stable	edible,transparent	milky,acidic,formulated,patented		pretty,edible	sticky,opaque
gem		precious,gold	complete,found,mine	unique,gold	yours,mine	infinite		rare,unique	named,known	rare	twinned,joyah,evalle,encrypted	mine,gone,a	gone,missing,there	
generator	used	used	working,running,active	broken,working,running	working,running	electrified,linear,symmetric	active,electric	electric,electrified,used	active,operational	powered,used	plugged,electrified			
gift	free	given,good,free	appreciated	free	welcome,free,yours,appreciated	yours,welcome	free,given	accepted		appreciated,free,required	evalle,furnished,joyah	unconditional,my,gone,precious,given,a	such,given	unconditional
ginger	sweet,edible	green,edible	bitter	here	edible,sweet	eaten,bitter,edible,poisonous,sweet	poisonous,edible	edible	edible,poisonous	edible,cultivated,poisonous,red,green	edible,spicy,aromatic	edible,delicious,good	good,edible	cooked,spicy,boiled,edible
gingerbread man	dead		dead,here	dead	dead,smiling	dead	named,married	dead	dead	edible,extinct,tall	jaenelle,evalle,happy,joyah	gonna,gone,a	alive,here,dead	creepy,gonna,cute,funny
giraffe	endangered	extinct,endangered	dead	pregnant,dead,endangered	endangered,dead	mute,extinct,endangered	named	present,endangered	extinct,named,known,endangered	extinct,endangered	evalle,koppen,endangered	cute,a	alive,here,dead	alive,extinct,edible
girl	dead	there,dead,alone,crying	pregnant,named,crying		dead,crying	dead,sad,pregnant	named	dead,pregnant	married	married,16,18,pregnant	jaenelle,lucivar,joyah,evalle	cute,pregnant,a	here,pretty	cute
