User ID,id,Word,Associative Bias,frequentAssociation,makeSense,antonym1,antonym2,antonym3
FWD4Z73KK6F6,822,boy,dead,No,Yes,alive,talking,walking
7TVRDX6P4GTP,7986,thimble,flat,No,Yes,bumpy,tall,textured
MEJWNVYTN6GW,4553,lock,open,Yes,Yes,closed,locked,
FWD4Z73KK6F6,986,bulldozer,there,No,Yes,gone,unavailable,
HKXM7AJCMHJQ,3530,gyroscope,functional,Yes,Yes,broke,stuck,busted 
PTQGWRFHYJTJ,7053,ski pole,there,No,Yes,here,nowhere,gone
FWD4Z73KK6F6,1968,corsage,optional,No,Yes,mandatory,required,
W9XTVGDF6CV4,8022,thumbtack,closed,No,No,Opened,Unenclosed,
PTQGWRFHYJTJ,739,boot,free,No,Yes,valuable,expensive,exorbitant
FWD4Z73KK6F6,4644,mailbox,there,No,Yes,gone,,
FWD4Z73KK6F6,8147,tooth,straight,Yes,Yes,crooked,slanted,curved
FWD4Z73KK6F6,5553,perfume,toxic,No,Yes,safe,edible,drinkable
YYQ2E9ZT4FT3,4032,iron,brittle,Yes,Yes,Hard,,
7TVRDX6P4GTP,4317,lamp,burning,Yes,Yes,cool,cold,frozen
FWD4Z73KK6F6,42,air pump,charged,No,Yes,uncharged,dead,lifeless
XE3A9G9ZG27F,6133,raccoon,here,No,Yes,there,away,not here
7TVRDX6P4GTP,7974,thermos,hot,Yes,Yes,cold,lukewarm,freezing
FWD4Z73KK6F6,7353,speaker,male,No,Yes,female,feminine,womanly
XE3A9G9ZG27F,8023,thumbtack,curved,Yes,Yes,flat,straight,not bent
YYQ2E9ZT4FT3,8361,trunk,large,Yes,Yes,Small,,
VNAQPVX4R36A,681,bok choy,nearby,Yes,Yes,faraway,distant,
FWD4Z73KK6F6,8869,wine cooler,there,No,Yes,gone,somewhere,
7TVRDX6P4GTP,8933,wooden leg,removed,Yes,Yes,remains,attached,placed
VNAQPVX4R36A,8989,yo-yo,silent,No,Yes,Loud,Noisy,Banging
MEJWNVYTN6GW,4074,jar,clean,Yes,Yes,Dirty,,
FPMCK2P37RW2,6282,recorder,operational,Yes,Yes,broken,damaged,malfunctioning
HKXM7AJCMHJQ,5739,pistachio,edible,Yes,Yes,rotten,spoiled ,uneditable 
FWD4Z73KK6F6,1745,coffee,warm,Yes,Yes,cold,frozen,chilled
W9XTVGDF6CV4,8497,vending machine,open,Yes,Yes,Close,Shut,Unopen
7TVRDX6P4GTP,2928,float,closed,Yes,Yes,open,unlocked,unfastened
FWD4Z73KK6F6,5374,paper,free,No,Yes,expensive,pricy,overpriced
FWD4Z73KK6F6,6718,scrambled egg,cooked,Yes,Yes,uncooked,rotting,unbaked
XE3A9G9ZG27F,7937,telescope,functional,Yes,Yes,broken,crushed,bent
HKXM7AJCMHJQ,5413,parfait,closed,No,No,open,ready,complete 
MEJWNVYTN6GW,7951,tennis ball,played,Yes,No,,,
FWD4Z73KK6F6,40,air pump,operational,No,Yes,broken,unusable,garbage
FPMCK2P37RW2,4932,mosquito,poisonous,No,Yes,normal,,
FWD4Z73KK6F6,4649,mallet,solid,No,Yes,fragile,broken,shattered
FWD4Z73KK6F6,4012,inkwell,empty,Yes,Yes,full,overflowing,
FWD4Z73KK6F6,8125,tongue,clean,Yes,Yes,dirty,decayed,rotten
VNAQPVX4R36A,5711,pinecone,rare,No,Yes,Common,Ordinary,Commonplace 
XJKGQQWFXKTX,3765,hole,circular,Yes,Yes,square,triangular,
MEJWNVYTN6GW,6678,scarf,pink,Yes,Yes,blue,green,black
YYQ2E9ZT4FT3,8109,toilet paper,used,No,Yes,New,,
VNAQPVX4R36A,6771,seaweed,soft,No,Yes,hard,stiff,rigid
FPMCK2P37RW2,1504,chili,sweet,No,Yes,bitter,spoiled,rotten
FPMCK2P37RW2,2466,drink,hot,Yes,Yes,cold,frozen,lukewarm
PTQGWRFHYJTJ,2166,cup,empty,Yes,Yes,full,sloshing,steaming
HKXM7AJCMHJQ,2021,coyote,real,Yes,Yes,fake,plastic,imaginary 
FWD4Z73KK6F6,601,birthday cake,eaten,Yes,Yes,there,uneaten,inedible
FWD4Z73KK6F6,6677,scarf,long,Yes,Yes,short,stubbed,small
FWD4Z73KK6F6,2222,daisy,rare,No,Yes,common,ubidiquous,everywhere
HKXM7AJCMHJQ,8706,wax,solid,Yes,Yes,liquid ,running,flowing 
YYQ2E9ZT4FT3,2675,eyepiece,transparent,Yes,Yes,Translucent,,
VNAQPVX4R36A,7605,strainer,open,Yes,Yes,closed,shut,
YYQ2E9ZT4FT3,3333,golf club,operational,No,Yes,Broken,,
XJKGQQWFXKTX,5207,oil,volatile,Yes,Yes,calm,,
YYQ2E9ZT4FT3,8757,weed,lethal,Yes,Yes,Safe,,
YYQ2E9ZT4FT3,8682,water heater,electric,Yes,Yes,,,
FWD4Z73KK6F6,3276,globe,round,Yes,Yes,square,triangular,pointed
VNAQPVX4R36A,7144,sloth,alive,Yes,Yes,Dead,Deceased ,Late
YYQ2E9ZT4FT3,4108,jewel,dead,No,No,,,
FWD4Z73KK6F6,8765,wetsuit,wet,Yes,Yes,dry,warm,
FWD4Z73KK6F6,2069,credit card,checked,No,Yes,unchecked,,
YYQ2E9ZT4FT3,5910,pom-pom,used,Yes,Yes,New,,
FWD4Z73KK6F6,6847,shell,large,No,Yes,small,tiny,little
MEJWNVYTN6GW,7213,snowshoe,here,Yes,Yes,there,gone,
FWD4Z73KK6F6,2455,dresser,there,No,Yes,gone,,
EZCVAWE2HAMP,4362,laundry basket,open,No,Yes,closed,shut,
FPMCK2P37RW2,8859,wine bottle,sealed,Yes,Yes,empty,open,uncorked
FWD4Z73KK6F6,6989,silicone,plastic,Yes,No,steel,wood,aluminum
FWD4Z73KK6F6,8077,toaster,closed,No,No,open,venting,
YYQ2E9ZT4FT3,3100,fungus,aggressive,No,Yes,Passive,,
VNAQPVX4R36A,2664,eye,open,Yes,Yes,closed,shut,
EZCVAWE2HAMP,2655,exhaust pipe,blocked,Yes,Yes,free,clear,unfilled
VNAQPVX4R36A,9006,yolk,smooth,No,Yes,lumpy,,
YYQ2E9ZT4FT3,3228,generator,operational,Yes,Yes,Broken,,
EGZANDYA4C6Q,7971,thermos,empty,Yes,Yes,full,filled,
YYQ2E9ZT4FT3,3885,hot-water bottle,loaded,No,Yes,Empty,,
FPMCK2P37RW2,6632,saw,there,Yes,Yes,gone,missing,absent
FWD4Z73KK6F6,7040,ski boots,new,No,Yes,used,old,worn
HKXM7AJCMHJQ,797,bowling ball,used,Yes,Yes,new,shinny,smooth
FPMCK2P37RW2,4450,letter opener,broken,No,Yes,fixed,working,intact
HKXM7AJCMHJQ,1582,cigar,empty,No,No,full,stacked ,new 
EZCVAWE2HAMP,7069,skirt,full,No,No,empty,less,lacking
YYQ2E9ZT4FT3,3212,gel,clear,Yes,Yes,Opaque,,
R2FHGF3QXQ6M,6898,shoelace,loose,Yes,Yes,tight,,
HKXM7AJCMHJQ,2297,dish,sweet,Yes,Yes,salty,sour,bland 
YYQ2E9ZT4FT3,69,alligator,dangerous,Yes,Yes,Tame,,
YYQ2E9ZT4FT3,952,bucket,dry,Yes,Yes,Wet,,
FWD4Z73KK6F6,5806,platypus,small,No,Yes,large,huge,massive
R2FHGF3QXQ6M,5705,pine tree,present,No,Yes,absent,missing,
PTQGWRFHYJTJ,2423,dough,dry,Yes,Yes,wet,moist,watery
PTQGWRFHYJTJ,2526,dustpan,closed,No,No,open,,
FWD4Z73KK6F6,980,bull,free,Yes,Yes,enclosed,caged,imprisoned
FPMCK2P37RW2,3031,forklift,stable,Yes,Yes,unstable,unbalanced,unsteady
FPMCK2P37RW2,3667,hawk,blind,Yes,Yes,healthy,ready,
FWD4Z73KK6F6,3955,ice cube,removed,No,Yes,there,used,functional
YYQ2E9ZT4FT3,1499,chili,hot,Yes,Yes,Mild,,
FWD4Z73KK6F6,4446,leotard,closed,No,Yes,open,unzipped,
YYQ2E9ZT4FT3,8074,toaster,empty,Yes,Yes,Full,,
FWD4Z73KK6F6,4948,mouse,dead,Yes,Yes,alive,running,digging
FWD4Z73KK6F6,6852,shell,long,No,Yes,short,tiny,puny
FPMCK2P37RW2,6785,seismograph,visible,Yes,Yes,missing,hidden,covered
MEJWNVYTN6GW,942,bubble wrap,soft,Yes,Yes,rough,hard,sharp
FWD4Z73KK6F6,8300,triangle,curved,No,No,uncurved,unrounded,flat
7TVRDX6P4GTP,4802,megaphone,silent,No,No,noisy,loud,piercing
FWD4Z73KK6F6,8080,toaster oven,functional,Yes,Yes,broken,working,troublefree
MEJWNVYTN6GW,1160,candle,flickering,Yes,Yes,burning,unlit,
EGZANDYA4C6Q,3086,fruitcake,edible,Yes,Yes,inedible,unpalatable,poisonous 
FPMCK2P37RW2,8804,whistle,sounding,Yes,Yes,silent,quiet,broken
YYQ2E9ZT4FT3,3151,gargoyle,female,Yes,Yes,Male,,
MEJWNVYTN6GW,5668,pill,safe,Yes,Yes,dangerous,risky,untested
FWD4Z73KK6F6,4370,lava,dry,No,Yes,runny,molten,moving
HKXM7AJCMHJQ,8207,towel rack,broken,Yes,Yes,new,intact,inuse 
MEJWNVYTN6GW,8129,tongue,sharp,No,Yes,smooth,soft,mild
FPMCK2P37RW2,6941,shower,warm,Yes,Yes,cold,frigid,freezing
FWD4Z73KK6F6,5498,pen,empty,No,Yes,full,stuffed,overflowing
YYQ2E9ZT4FT3,5395,paper towel,dry,Yes,Yes,Moist,,
YYQ2E9ZT4FT3,6035,pudding,good,Yes,Yes,Bad,,
FPMCK2P37RW2,2308,dishwashing liquid,clear,Yes,Yes,colored,tinted,dirty
FWD4Z73KK6F6,4901,mole,empty,No,No,full,,
FWD4Z73KK6F6,7855,tape recorder,used,No,Yes,new,fresh,unused
R2FHGF3QXQ6M,3306,goblet,cold,Yes,Yes,warm,hot,boiling
FPMCK2P37RW2,1468,chick,shy,Yes,Yes,aggressive,bold,careless
FWD4Z73KK6F6,1677,clove,edible,Yes,Yes,toxic,poisonus,deadly
FWD4Z73KK6F6,442,battery,electric,Yes,Yes,cranked,mechanical,wound
FWD4Z73KK6F6,3141,garbage truck,dead,No,Yes,working,functional,moving
HKXM7AJCMHJQ,6816,shark,extinct,No,No,alive,thriving,overpopulated 
7TVRDX6P4GTP,8344,trough,wide,Yes,Yes,narrow,thin,skinny
FWD4Z73KK6F6,7550,stick,sharp,No,Yes,curved,dull,rounded
VNAQPVX4R36A,611,blackberry,poisonous,No,Yes,Edible,Harmless,Healthful
MEJWNVYTN6GW,585,birdbath,closed,No,Yes,open,available,
FWD4Z73KK6F6,5055,mustache,long,Yes,Yes,short,small,tiny
VNAQPVX4R36A,5160,noose,closed,Yes,Yes,loosened,opened,
FWD4Z73KK6F6,2355,dollhouse,open,Yes,Yes,closed,shut,encased
YYQ2E9ZT4FT3,5418,parking meter,charged,No,Yes,Dead,,
YYQ2E9ZT4FT3,7930,telephone pole,replaced,Yes,Yes,unchanged,,
FWD4Z73KK6F6,1083,cake,complete,No,Yes,unfinished,incomplete,
FWD4Z73KK6F6,743,bottle,clear,Yes,Yes,dark,black,brown
MEJWNVYTN6GW,203,armor,unique,Yes,Yes,common,mundane,
FWD4Z73KK6F6,362,barrel,empty,Yes,Yes,full,overflowing,stuffed
R2FHGF3QXQ6M,1556,chocolate,hot,Yes,Yes,cold,chilled,
FWD4Z73KK6F6,7464,stair,wide,No,Yes,narrow,tight,cramped
MEJWNVYTN6GW,1500,chili,bitter,No,Yes,sweet,,
FWD4Z73KK6F6,7398,spout,open,Yes,Yes,closed,shut,full
FWD4Z73KK6F6,4142,juice,cold,Yes,Yes,hot,warm,scalding
VNAQPVX4R36A,1709,cobra,dead,Yes,Yes,alive,living,
R2FHGF3QXQ6M,8235,train car,locked,Yes,Yes,unlocked,open,
XE3A9G9ZG27F,8066,toad,female,Yes,Yes,male,masculine,virile
YYQ2E9ZT4FT3,8882,wing,flat,No,No,,,
YYQ2E9ZT4FT3,6502,rudder,flat,No,Yes,,,
FPMCK2P37RW2,3170,gasket,empty,No,No,,,
FWD4Z73KK6F6,5400,paperclip,clear,No,No,steel,metal,
MEJWNVYTN6GW,3830,hookah,unique,No,Yes,common,,
XE3A9G9ZG27F,1330,centrifuge,portable,Yes,Yes,static,unmovable,immovable
FWD4Z73KK6F6,8118,tomato sauce,dry,No,Yes,wet,runny,moist
FWD4Z73KK6F6,8449,unicycle,flat,No,Yes,full,stuffed,
EGZANDYA4C6Q,2321,diskette,plastic,Yes,Yes,metal,wood,steel
YYQ2E9ZT4FT3,8286,tree,unique,Yes,Yes,Common,,
FWD4Z73KK6F6,405,basketball hoop,used,No,Yes,new,fresh,unused
76VNAHQ9VAC3,281,bagpipe,unique,No,Yes,common,ordinary,unremarkable
P4FAJWWTNR9N,3191,gazelle,nearby,No,Yes,,,
FWD4Z73KK6F6,6436,rolling pin,loaded,No,No,broken,,
YYQ2E9ZT4FT3,7269,solar panel,open,No,Yes,Closed,,
FPMCK2P37RW2,594,birdhouse,open,Yes,Yes,broken,locked,closed
FWD4Z73KK6F6,2016,cow,sick,No,Yes,well,healthy,vigorous
P4FAJWWTNR9N,6386,robot,armed,No,Yes,dearmed,,
FWD4Z73KK6F6,2896,flashlight,there,No,Yes,unseen,nowhere,unfound
W9XTVGDF6CV4,5433,parsley,sweet,Yes,Yes,Bitter,Soured,Nonsweet
FWD4Z73KK6F6,5221,olive,good,Yes,Yes,bad,rotten,terrible
HKXM7AJCMHJQ,8318,tricycle,simple,No,Yes,Hard,complex,strenuous 
R2FHGF3QXQ6M,7212,snowshoe,real,Yes,Yes,fake,imaginary,
FWD4Z73KK6F6,7672,sugar cube,cold,Yes,Yes,warm,hot,scalding
FWD4Z73KK6F6,4709,maple syrup,used,No,Yes,new,fresh,unopened
FWD4Z73KK6F6,8806,whistle,loud,Yes,Yes,soft,unheard,ineffective
FPWHJG73NYJG,7456,stained glass,painted,Yes,Yes,Decolorized,Bare,
YYQ2E9ZT4FT3,960,buckle,adjustable,Yes,Yes,Fixed,,
HKXM7AJCMHJQ,2048,crayfish,rare,Yes,Yes,abundant ,everywhere ,common
7TVRDX6P4GTP,2500,duffel bag,available,No,Yes,full,used,taken
YYQ2E9ZT4FT3,578,bird,unusual,Yes,Yes,Commonplace,,
PTQGWRFHYJTJ,1174,candy bar,free,Yes,Yes,expensive,costly,valuable
FWD4Z73KK6F6,4701,map,flat,Yes,Yes,round,3D,
R2FHGF3QXQ6M,901,brick,new,Yes,Yes,old,antique,ancient
FWD4Z73KK6F6,615,blanket,empty,No,No,full,stuffed,fluffed
FWD4Z73KK6F6,8864,wine bottle,full,Yes,Yes,empty,hollow,
4YNXDR4CKEZM,7922,teepee,empty,Yes,Yes,full,crowded,occupied
YYQ2E9ZT4FT3,5082,nail file,used,Yes,Yes,New,,
7TVRDX6P4GTP,8250,trap,fatal,Yes,Yes,harmless,benign,tame
HKXM7AJCMHJQ,2612,electric chair,used,Yes,Yes,off,sediment ,new
MEJWNVYTN6GW,3871,hot tub,hot,Yes,Yes,cold,,
HKXM7AJCMHJQ,7549,stick,straight,Yes,Yes,bent,curved,rounded 
YYQ2E9ZT4FT3,7298,sorbet,edible,Yes,Yes,Spoiled,,
YYQ2E9ZT4FT3,6237,razor,there,Yes,Yes,Gone,,
R2FHGF3QXQ6M,6178,railing,elevated,Yes,Yes,lowered,level,
7TVRDX6P4GTP,4764,mat,open,No,No,closed,full,
7TVRDX6P4GTP,3504,gumdrop,unique,Yes,Yes,boring,normal,average
MEJWNVYTN6GW,2174,cupcake,edible,Yes,Yes,inedible,poisoned,stale
FWD4Z73KK6F6,6287,red carpet,removed,No,Yes,installed,there,functional
FWD4Z73KK6F6,3177,gate,operational,Yes,Yes,broken,unfunctional,inoperational
FPMCK2P37RW2,4751,mask,closed,No,Yes,open,,
YYQ2E9ZT4FT3,2893,flashlight,glowing,Yes,Yes,Off,,
PTQGWRFHYJTJ,4172,kale,unique,No,Yes,common,ordinary,commonplace
PTQGWRFHYJTJ,3126,game,free,Yes,Yes,overpriced,expensive,costly
EGZANDYA4C6Q,2954,flower,male,Yes,Yes,female,seed-bearing,
7TVRDX6P4GTP,5276,owl,extinct,Yes,Yes,existant,living,current
FPMCK2P37RW2,7026,siren,working,Yes,Yes,broken,inoperable,silent
FPMCK2P37RW2,3344,gong,open,No,Yes,unavailable,gone,missing
HKXM7AJCMHJQ,7712,sushi,cold,Yes,Yes,warm,hot,cooked 
VNAQPVX4R36A,6794,sewage,high,No,Yes,low,shallow,
FPMCK2P37RW2,6825,shaving cream,expensive,Yes,Yes,cheap,inexpensive,free
FWD4Z73KK6F6,2239,deer,dead,Yes,Yes,alive,running,snorting
FPMCK2P37RW2,6985,sifter,empty,Yes,Yes,full,filled,overflowing
PTQGWRFHYJTJ,2343,doily,regular,No,No,irregular,strange,uncommon
FWD4Z73KK6F6,3148,gargoyle,large,Yes,Yes,small,tiny,puny
FWD4Z73KK6F6,494,bedpan,open,Yes,Yes,closed,shut,plugged
YYQ2E9ZT4FT3,1996,couch,perfect,Yes,Yes,Ugly,,
YYQ2E9ZT4FT3,2529,eagle,dead,Yes,Yes,Alive,,
HKXM7AJCMHJQ,1872,container,empty,Yes,Yes,full,packed ,overflowing 
MEJWNVYTN6GW,728,bookmark,clear,No,Yes,opaque,,
XJKGQQWFXKTX,1606,clasp,visible,No,Yes,hidden,obscured,
FWD4Z73KK6F6,4064,jalapeno,rare,Yes,Yes,common,everywhere,ubidiqous 
W9XTVGDF6CV4,5634,pie,prepared,Yes,Yes,Unprepared,Unready,
FWD4Z73KK6F6,4591,lumber,soft,No,Yes,hard,solid,sturdy
MEJWNVYTN6GW,2892,flashlight,dead,Yes,Yes,working,powered,shining
FWD4Z73KK6F6,4421,lemon,bitter,Yes,Yes,sweet,,
FWD4Z73KK6F6,191,arch,elevated,Yes,Yes,grounded,low,eye-level
YKGFKQKA2WC2,684,bok choy,unique,No,No,common,usual,familiar
P4FAJWWTNR9N,7444,squirt gun,fixed,Yes,Yes,broken,,
FWD4Z73KK6F6,157,apple,perfect,Yes,Yes,rotten,black,spoiled
FWD4Z73KK6F6,5177,nut,hollow,No,Yes,full,stuffed,overflowing
FWD4Z73KK6F6,3289,glue,dry,Yes,Yes,wet,mooshy,runny
W9XTVGDF6CV4,675,board game,unique,Yes,Yes,Comparable,General,Usual
FWD4Z73KK6F6,1576,chute,steep,Yes,Yes,low,gradual,
FWD4Z73KK6F6,475,beard,short,Yes,Yes,long,uncut,overgrown
YYQ2E9ZT4FT3,6441,roof rack,replaced,No,Yes,Unchanged,,
FWD4Z73KK6F6,7772,sword,missing,No,Yes,safe,secure,known
FPMCK2P37RW2,2646,exerciser,free,Yes,Yes,unavailable,employed,broken
YYQ2E9ZT4FT3,5369,papaya,ripe,Yes,Yes,Unripe,,
HKXM7AJCMHJQ,3463,groundhog,present,Yes,Yes,missing,gone,absent 
FWD4Z73KK6F6,1275,cash register,occupied,No,No,unoccupied,empty,barren
MEJWNVYTN6GW,3036,fountain pen,unique,Yes,Yes,common,mundane,normal
4YNXDR4CKEZM,2911,flatiron,hollow,No,No,solid,full,
YYQ2E9ZT4FT3,4997,muff,brown,No,No,,,
XJKGQQWFXKTX,5324,pan,hot,Yes,Yes,cold,freezing,
MEJWNVYTN6GW,919,brush,soft,Yes,Yes,coarse,rough,
YYQ2E9ZT4FT3,6593,sardine,poisonous,No,Yes,Edible,,
FPMCK2P37RW2,1712,cobra,armed,No,Yes,disarmed,helpless,decommissioned
7TVRDX6P4GTP,4545,llama,dead,Yes,Yes,alive,living,conscious
FPMCK2P37RW2,6860,shell,small,Yes,Yes,large,huge,gigantic
FWD4Z73KK6F6,7755,swing set,used,No,Yes,new,unblemished,unused
PTQGWRFHYJTJ,238,baby,pregnant,No,Yes,sterile,infertile,barren
HKXM7AJCMHJQ,446,bazooka,armed,Yes,Yes,disarmed ,unloaded ,inept 
W9XTVGDF6CV4,5261,outfit,traditional,Yes,Yes,Untraditional,Nontraditional ,Unorthodox
FPMCK2P37RW2,4578,loom,empty,Yes,Yes,occupied,engaged,active
FWD4Z73KK6F6,7584,stool,empty,Yes,Yes,full,used,covered
HKXM7AJCMHJQ,7773,sword,safe,Yes,Yes,sharp,deadly,unsafe 
FPMCK2P37RW2,2916,flip-flop,empty,Yes,Yes,used,taken,worn
FWD4Z73KK6F6,6814,shark,large,Yes,Yes,small,tiny,puny
R2FHGF3QXQ6M,6066,pump,operational,Yes,Yes,broken,nonfunctioning,
7TVRDX6P4GTP,5831,pocket,large,Yes,Yes,small,tiny,teensy
YKGFKQKA2WC2,7822,taffy,real,No,Yes,fake,artificial,
VNAQPVX4R36A,4848,milkshake,empty,Yes,Yes,full,,
FWD4Z73KK6F6,5511,pendulum,cocked,No,Yes,straight,hung,
FWD4Z73KK6F6,5603,photo booth,locked,No,Yes,open,unlocked,inviting
FWD4Z73KK6F6,2755,file,secure,Yes,Yes,unsecure,hackable,dangerous
XJKGQQWFXKTX,4835,milk,cold,Yes,Yes,hot,warm,
7TVRDX6P4GTP,7227,soap,free,No,Yes,expensive,unavailable,used
7TVRDX6P4GTP,6981,sidecar,open,Yes,Yes,full,closed,unavailable
FWD4Z73KK6F6,3685,headlight,on,Yes,Yes,off,unusable,inoperable
YYQ2E9ZT4FT3,7192,snowball,real,No,Yes,Fake,,
YYQ2E9ZT4FT3,8852,windsock,present,No,Yes,Gone,,
FPMCK2P37RW2,8731,weather vane,present,Yes,Yes,missing,gone,taken
YYQ2E9ZT4FT3,1640,clock,ticking,Yes,Yes,Stopped,,
HKXM7AJCMHJQ,5611,photograph,unique,Yes,Yes,normal,ordinary ,common 
FPMCK2P37RW2,2956,flute,unique,Yes,Yes,common,ordinary,regular
7TVRDX6P4GTP,27,air conditioner,used,Yes,Yes,new,unused,fresh
FWD4Z73KK6F6,5546,peppermint,sweet,Yes,Yes,sour,spicy,rotten
FPMCK2P37RW2,7521,steering wheel,fixed,Yes,Yes,broken,missing,damaged
PTQGWRFHYJTJ,8353,truck,moving,Yes,Yes,still,overturned,parked
HKXM7AJCMHJQ,7623,straw,dry,No,Yes,wet,submersed ,dripping 
R2FHGF3QXQ6M,7390,spool,empty,Yes,Yes,new,unused,
PTQGWRFHYJTJ,8387,tuning fork,closed,No,No,open,,
FWD4Z73KK6F6,2936,floss,brittle,No,Yes,solid,strong,unbreakable
7TVRDX6P4GTP,4046,ivy,real,Yes,Yes,fake,artificial,plastic
EGZANDYA4C6Q,3181,gauge,wide,No,Yes,short,small,narrow
FWD4Z73KK6F6,5012,mulch,wet,No,Yes,dry,flaky,
W9XTVGDF6CV4,6698,scooter,new,Yes,Yes,Old,Used,Secondhand
YYQ2E9ZT4FT3,8919,woman,there,Yes,Yes,Here,,
4TR6J693M9XK,1292,cat,happy,Yes,Yes,Sad,Disgusted,Angry
VNAQPVX4R36A,7692,suitcase,there,Yes,Yes,here,,
FWD4Z73KK6F6,3769,home plate,broken,No,Yes,unscathed,unblemished,solid
FPMCK2P37RW2,5213,oil,radioactive,No,Yes,safe,healthy,uncontaminated
7TVRDX6P4GTP,8097,toilet,accessible,Yes,Yes,inaccessible,occupied,unavailable
VNAQPVX4R36A,4690,mantle,flat,No,Yes,Bumpy,Arched,Rounded
FWD4Z73KK6F6,6556,sand,fine,Yes,Yes,thick,clumpy,big
W9XTVGDF6CV4,4171,kale,round,No,No,Square,Nonspherical,Unround
FPMCK2P37RW2,7299,sorbet,sweet,Yes,Yes,sour,spicy,bitter
YYQ2E9ZT4FT3,140,anvil,empty,No,No,,,
YYQ2E9ZT4FT3,5512,pendulum,rotating,Yes,Yes,Still,,
PTQGWRFHYJTJ,1250,carousel,closed,Yes,Yes,open,busy,filled
MEJWNVYTN6GW,8893,wok,common,Yes,Yes,rare,unique,
FWD4Z73KK6F6,2439,drawer,full,Yes,Yes,empty,spacious,free
FWD4Z73KK6F6,7095,slide,open,No,Yes,closed,full,
YKGFKQKA2WC2,1417,cheese,sweet,Yes,Yes,sour,bitter,salty
HKXM7AJCMHJQ,55,aircraft carrier,sunk,Yes,Yes,floating,above,up
FWD4Z73KK6F6,6082,punching bag,empty,No,Yes,full,overstuffed,
VNAQPVX4R36A,5906,pom-pom,repeated,No,No,,,
YYQ2E9ZT4FT3,6429,roller coaster,closed,Yes,Yes,Open,,
YKGFKQKA2WC2,2473,drum,wooden,Yes,Yes,metal,glass,plastic
FWD4Z73KK6F6,8455,uniform,uniform,No,Yes,patchy,,
YYQ2E9ZT4FT3,3713,hedge,high,Yes,Yes,Low,,
FWD4Z73KK6F6,4853,mint,free,No,Yes,expensive,pricy,costly
FWD4Z73KK6F6,7621,straw,empty,No,Yes,full,stuffed,plugged
YYQ2E9ZT4FT3,1738,coffee,hot,Yes,Yes,Lukewarm,,
FPMCK2P37RW2,8072,toast,prepared,Yes,Yes,raw,uncooked,cooking
FWD4Z73KK6F6,1987,cotton candy,expensive,No,Yes,cheap,frugal,affordable
FWD4Z73KK6F6,5781,plaster cast,complete,Yes,Yes,incomplete,fragile,wet
FWD4Z73KK6F6,8592,wallpaper,modern,Yes,Yes,old,venerable,historic
4TR6J693M9XK,5259,outfit,complete,Yes,Yes,Unfinished ,Incomplete ,
YYQ2E9ZT4FT3,7401,spout,closed,Yes,Yes,Open,,
7TVRDX6P4GTP,1701,coat,grey,Yes,Yes,white,pink,blue
FPMCK2P37RW2,4939,mosquito net,damaged,Yes,Yes,new,ready,intact
VNAQPVX4R36A,746,bottle opener,broken,Yes,Yes,fixed,functional,
YYQ2E9ZT4FT3,7834,tank,functional,Yes,Yes,Broken,,
P4FAJWWTNR9N,8510,vest,worn,Yes,Yes,new,unused,intact
YYQ2E9ZT4FT3,7449,squirt gun,used,Yes,Yes,New,,
FWD4Z73KK6F6,3957,ice cube,frozen,Yes,Yes,melted,waterly,
7TVRDX6P4GTP,5515,penholder,silent,No,No,loud,noisy,boisterous
FWD4Z73KK6F6,3465,guacamole,poisonous,No,Yes,healthy,nutritious,edible
FPMCK2P37RW2,7917,tee,empty,No,Yes,occupied,,
YYQ2E9ZT4FT3,2264,detonator,active,Yes,Yes,Inactive,,
W9XTVGDF6CV4,7987,thorn,right,No,No,Wrong,False ,Left
YYQ2E9ZT4FT3,8792,wheelchair,available,Yes,Yes,Occupied,,
7TVRDX6P4GTP,1823,combination lock,open,Yes,Yes,closed,locked,shut
MEJWNVYTN6GW,7738,swimming pool,public,Yes,Yes,private,,
7TVRDX6P4GTP,5061,mustard,dry,Yes,Yes,wet,damp,soggy
FWD4Z73KK6F6,7943,television,running,No,Yes,off,unplugged,blank
FWD4Z73KK6F6,1210,cape,uninhabited,No,Yes,worn,used,
FWD4Z73KK6F6,600,birthday cake,finished,No,Yes,unfinished,baking,cooking
YYQ2E9ZT4FT3,228,awning,high,Yes,Yes,Low,,
FPMCK2P37RW2,1267,cash machine,open,Yes,Yes,closed,empty,offline
MEJWNVYTN6GW,3178,gate,closed,Yes,Yes,open,ajar,
7TVRDX6P4GTP,8165,torso,naked,Yes,Yes,clothed,covered,hidden
7TVRDX6P4GTP,3833,hopscotch,cold,No,No,hot,warm,comfortable
XE3A9G9ZG27F,4437,lens,open,Yes,Yes,closed,covered,dark
HKXM7AJCMHJQ,3085,fruitcake,hot,No,No,warrm,cold,cool
FWD4Z73KK6F6,3940,ice,frozen,Yes,Yes,cracked,breaking,melting
HKXM7AJCMHJQ,7274,soldering iron,burned,Yes,Yes,cold,frozen,cool
FWD4Z73KK6F6,2255,desk,clean,Yes,Yes,cluttered,messy,full
7TVRDX6P4GTP,8880,wing,long,Yes,Yes,short,squat,average
FPMCK2P37RW2,1268,cash machine,operational,Yes,Yes,empty,offline,broken
YYQ2E9ZT4FT3,2828,firewood,clean,Yes,Yes,Dirty,,
