User ID,"",Word,Associative Bias,Alternative,p_Associative Bias_BERT_large,p_Alternative_BERT_large,AssociativeBiasSatisfied_BERT_large,"1) Please provide a context sentence that would determine the outcome of the statement ""The {{Word}} is [ {{Associative Bias}} / {{Alternative}} ]"".Note: The special pair of context words [ context_word_one / context_word_two ] in your context must be wrapped around by square brackets (""[ ]"") and separated by a forward slash (""/"").Your input must satisfy the requirements explained above (the special pair of words has to be exactly one word in length, mapped one-to-one to but not synonymous with [ {{Associative Bias}} / {{Alternative}} ]).For example:a. Given context sentence ""The jeans are [ new / old ].""                , the context sentence annotation can be: ""Ellie got the jeans from a [ department / thrift ] store.""b. Given context sentence ""The shark is [ aggressive / friendly ]."", the context sentence annotation can be: ""Jason [ touched / escaped ] the shark.""   ","2) Please provide the context word in your input above that would make the statement ""The {{Word}} is {{Associative Bias}}."" hold true.","3) Please provide the context word in your input above that would make the statement ""The {{Word}} is {{Alternative}}."" hold true."
C69D7VD39FKM,1596,pet food,available,gone,1.0433034040033815,0.02786566037684679,True,"Depending on the brand needed for your breed of dog or cat, the pet food might be [ acquirable / missing ].",acquirable,missing
XXKCFJGVJDTX,211,computer,dead,working,3.127936273813248,0.7274826522916555,True,They gave me a [broken/fast] computer.,broken,fast
7TVRDX6P4GTP,67,skin,thin,thick,6.407662481069566,2.406276576220989,True,The skin was [ easy / difficult ] to pinch.,easy,difficult
XH7FWCGRRXDJ,61,cobra,edible,toxic,4.4762320816516885,0.15749806771054864,True,The man said the cobra was the [ right / wrong ] kind of snake to eat.,right,wrong
QHKQ32WVQEGN,2677,roller,hard,soft,0.8597894571721554,0.1513992203399539,True,Priya used a [unbreakable/squishy] foam roller for her back.,unbreakable,squishy
XXKCFJGVJDTX,2119,biscuit,edible,dirty,3.5150904208421707,0.0007490903499274282,True,There's a biscuit over there that's [viable/filthy].,viable,filthy
3MMFR6RXMZM2,2481,toe,long,little,6.228259950876236,0.01191793126054108,True,The toe was at the left-hand side of the [right/left] foot.,right,left
XH7FWCGRRXDJ,726,mushroom,edible,inedible,57.4920117855072,0.009501246677245943,True,The mushroom at John's house was [ fresh / slimy ].,fresh,slimy
3MMFR6RXMZM2,2440,wax,liquid,mushy,3.1038571149110794,0.05482221022248268,True,The candle was recently [lit/extinguished].,lit,extinguished
3MMFR6RXMZM2,2459,star fruit,edible,spoiled,25.76576769351959,0.0010321123227186038,True,The star fruit was recently [picked/tossed].,picked,tossed
QHKQ32WVQEGN,2793,screwdriver,simple,multitool,3.7901915609836583,0.017317381571047008,True,Cole purchased a [cheap/expensive] screwdriver.,cheap,expensive
XH7FWCGRRXDJ,674,fire pit,empty,overflowing,3.3633910119533534,0.07240555714815855,True,Tina knew the fire pit needed to be [ sold / cleaned ].,sold,cleaned
C69D7VD39FKM,1363,hinge,vertical,horizontal,10.861322283744812,3.858765959739685,True,The window can only open properly with a(n) [ upright / parallel ] hinge assembled to it. ,upright,parallel
XH7FWCGRRXDJ,936,couch,comfortable,uncomfortable,6.44867867231369,1.0477759875357149,True,Danielle's couch is made of [ cotton / wood ].,cotton,wood
XXKCFJGVJDTX,1422,vegetable,edible,toxic,2.195487916469574,0.06627722759731114,True,There is a lot of [nutrition/poison] in the vegetable.,nutrition,poison
HKXM7AJCMHJQ,2192,skunk,edible,noxious,6.620852649211884,0.1081263180822134,True,Tim ran over a skunk who looked [delicious/gross] to bring home,delicious,gross
7TVRDX6P4GTP,1313,lobster,edible,inedible,32.1950227022171,0.015155901201069357,True,The lobster is covered in [ barnacles / sauce ].,sauce,barnacles
XH7FWCGRRXDJ,1445,cement mixer,portable,unhappy,1.1810350231826303,2.05589202550982e-05,True,N/A,N/A,N/A
FPMCK2P37RW2,2843,harness,heavy,light,3.101485036313534,0.5237368866801262,True,John thought the harness felt [sturdy / thin].,sturdy,thin
XXKCFJGVJDTX,961,turf,artificial,sod,17.773269116878513,0.02311111165909097,True,The turf is made of [synthetics/greenery].,synthetics,greenery
3MMFR6RXMZM2,2898,box,open,sealed,6.193367391824722,0.44284965842962265,True,The box was a present and it was Christmas [afternoon/Eve].,afternoon,Eve
HKXM7AJCMHJQ,1151,napkin,clean,messy,0.9322981350123882,0.11262136977165935,True,Jim wiped his mouth with the napkin getting [nothing/sauce] on it.,nothing,sauce
FPMCK2P37RW2,930,dishrag,cold,warm,1.46116241812706,0.5072315223515034,True,Jim pulled the dishrag fresh out of the [ washer / dryer ].,washer,dryer
3MMFR6RXMZM2,2487,bolt,open,closed,5.629496648907661,2.6783352717757225,True,The bathroom was [free/occupied].,free,occupied
XH7FWCGRRXDJ,1505,granite,abundant,sparse,3.949291259050369,0.047818952589295805,True,Jill and Mark were in the [ mountains / meadow ].,mountains,meadow
XH7FWCGRRXDJ,1185,lizard,edible,inedible,2.881692722439766,0.036383705446496606,True,The lizard on the table is [ delicious / venomous ].,delicious,venomous
XXKCFJGVJDTX,257,mouse,small,gigantic,3.01116406917572,0.16642989357933402,True,Tom saw the [wee/huge] mouse.,wee,huge
XH7FWCGRRXDJ,1072,hood,open,closed,10.235363245010378,5.941800028085709,True,Frank is [ repairing / driving ] his car.,repairing,driving
XH7FWCGRRXDJ,1594,lemonade,good,bad,1.921707391738892,0.04500349750742316,True,Marcus exclaimed that his lemonade was the [ best / worst ].,best,worst
3MMFR6RXMZM2,2976,cap,convex,concave,7.824242115020753,0.02361443475820124,True,The curve of the cap [repelled/captured] the rain.,repelled,captured
3MMFR6RXMZM2,2897,box,open,locked,6.193367391824722,2.000201679766178,True,You need a key to [secure/access] the box.,secure,access
XXKCFJGVJDTX,285,pet food,edible,poisonous,1.1817391030490398,0.06555606960318983,True,The dog was able to tell the pet food was [safe/dangerous].,safe,dangerous
HKXM7AJCMHJQ,2693,navel,flat,curved,13.775394856929779,0.4051455296576023,True,Mary saw Tims navel thinking it looked like a [board/ball],board,ball
XXKCFJGVJDTX,2641,throne,empty,full,48.15533757209778,0.2537804888561368,True,The queen walked in to find the throne [vacant/occupied].,vacant,occupied
XXKCFJGVJDTX,2565,coal,hot,icy,1.1236747726798058,0.0004195049314148491,True,The coal in the bin is [smoldering/frosty].,smoldering,frosty
HKXM7AJCMHJQ,2916,thumb,swollen,okay,3.652054071426392,0.004006718154414557,True,Brians's thumb was hit by a [metal/cloth] ball when playing around.,metal,cloth
FPMCK2P37RW2,2337,envelope,open,closed,7.422828674316406,1.2943698093295095,True,Bill could [ not / easily ] check the contents of the envelope.,easily,not
FPMCK2P37RW2,1908,microscope,portable,fixed,1.1167622171342373,0.16636319924145934,True,The microscope could me removed from the building with one [ hand / truck ].,hand,truck
XH7FWCGRRXDJ,366,payphone,portable,stationary,2.587108500301838,0.0928044319152832,True,Douglas used a payphone that was [ moveable / stuck ].,moveable,stuck
QHKQ32WVQEGN,625,sweeper,human,animalistic,0.8456974290311337,0.05410886369645596,True,The [man/machine] cleaned the floor.,man,machine
FPMCK2P37RW2,460,thumbtack,plastic,rigid,1.6050683334469795,0.04219528054818511,True,Mike stepped on the thumbtack and it [ bent / hurt ].,bent,hurt
FPMCK2P37RW2,2369,ant,alive,dead,0.5589919164776802,0.04367590881884098,True,The and was [ crushed / annoyed ] by the boot.,annoyed,crushed
HKXM7AJCMHJQ,2548,charger,portable,fixed,1.4862368814647198,0.0252955942414701,True,Mark charged his phone in the [car/house] when his battery was low.,car,house
FPMCK2P37RW2,734,grate,circular,rectangular,8.911750465631483,0.9009221568703653,True,Mike lifted the [ sewer / storm ] grate.,sewer,storm
XH7FWCGRRXDJ,390,golf club,free,expensive,2.057412639260292,0.07967624114826323,True,Amber was [ given / sold ] a golden golf club.,given,sold
XH7FWCGRRXDJ,871,wine bottle,empty,full,17.026038467884064,0.22662729024887085,True,Carly was feeling very [ drunk / sober ].,drunk,sober
FPMCK2P37RW2,1933,crumb,edible,noxious,3.803245350718498,0.06676737102679907,True,The crumb fell in the [ plate / toilet ].,plate,toilet
FPMCK2P37RW2,319,spear,sharp,dull,0.5380984861403704,0.03152964636683464,True,"Susan stabbed the bear with the spear, giving it a large [ cut / bruise ].",cut,bruise
VNAQPVX4R36A,2113,oatmeal,edible,rotten,3.946053609251976,0.003182818909408525,True,The oatmeal smells [fresh/moldy],fresh,moldy
XH7FWCGRRXDJ,1096,orange,orange,yellow,4.6436987817287445,3.806274756789208,True,Kelly's orange from her orange tree is [ ripe / underripe ].,ripe,underripe
XXKCFJGVJDTX,2384,altar,empty,full,14.313861727714539,1.282411627471447,True,The altar will be [free/packed] tomorrow.,free,packed
XH7FWCGRRXDJ,412,aardvark,large,small,0.9788387455046176,0.5164910573512316,True,Mason knew the aardvark was an [ adult / infant ].,adult,infant
XH7FWCGRRXDJ,160,silverware,gold,steel,2.780381217598915,0.024862532154656947,True,The man looking for gold silverware found [ some / nothing ] at the store.,some,nothing
XH7FWCGRRXDJ,56,car door,open,shut,21.3682621717453,1.543624885380268,True,Francine is [ leaving / driving ] her car.,leaving,driving
FPMCK2P37RW2,2752,pocket watch,portable,gigantic,10.13946682214737,0.002627430330903735,True,Jane lifted the pocket watch with its [ chain / crane ],chain,crane
XXKCFJGVJDTX,1983,cord,long,tiny,1.325020845979452,0.0941088772378862,True,There was a [extensive/short] cord attached.,extensive,short
FPMCK2P37RW2,1295,clarinet,rare,ubiquitous,5.4826658219099045,0.0032248528441414237,True,Susan bought the clarinet at auction for two [ hundred / thousand ] dollars.,thousand,hundred
FPMCK2P37RW2,2133,moccasin,edible,toxic,6.78732767701149,0.08841345552355051,True,The moths found the moccasin to be [ delicious / poisonous ],delicious,poisonous
HKXM7AJCMHJQ,2692,ostrich,large,tiny,5.680416151881218,0.05595600232481957,True,Jill realized her pet ostrich had [broken/left] the bed.,broken,left
XH7FWCGRRXDJ,842,briefcase,open,closed,14.87504541873932,1.745821349322796,True,John decided to [ display / hide ] the contents of his briefcase.,display,hide
C69D7VD39FKM,2209,armor,thick,thin,1.7946004867553709,0.6086565554141998,True,The warrior's confidence in battle was occasionally affected by the [ layered / skimpy ] craftmanship of the armor worn. ,layered,skimpy
FPMCK2P37RW2,692,plastic film,plastic,steel,4.118277132511139,0.12970188399776816,True,N/A,N/A,N/A
FWD4Z73KK6F6,261,knitting needle,circular,flat,5.599832907319069,1.3517907820641994,True,The seamstress expertly knitted using the [ round / level ] needle.,round,level
XXKCFJGVJDTX,928,canoe,portable,huge,4.476894065737723,0.12559322640299794,True,I found it [easy/challenging] to transport the canoe.,easy,challenging
FPMCK2P37RW2,1417,weed,edible,toxic,3.2411303371191025,0.7891547866165638,True,Bill picked the weeds to make a [ salad / wreath ].,salad,wreath
HKXM7AJCMHJQ,2121,tennis ball,spherical,rectangular,8.028995245695112,0.5819170270115137,True,Bill threw the tennis ball and it [bounced/slid] on the ground.,bounced,slid
QHKQ32WVQEGN,1954,owl,extinct,alive,12.782026827335358,0.16007006634026766,True,Ping saw the owl at the [museum/zoo].,museum,zoo
HKXM7AJCMHJQ,1913,viewfinder,horizontal,vertical,2.079208381474018,1.2552183121442797,True,Tim has to look [sideways/straight] to see through the viewfinder. ,Sideways,Straight 
FPMCK2P37RW2,2767,trowel,edible,inedible,4.463640600442887,0.07563363178633152,True,Bill made the trowel out of [ tin / candy ].,candy,tin
XXKCFJGVJDTX,1332,cactus,small,large,1.4191878959536552,0.5971725564450026,True,We had to use a [cup/trailer] to move the cactus.,cup,trailer
C69D7VD39FKM,988,trunk,hollow,thick,7.667718082666397,0.1626327051781118,True,Breaking down the tree trunk with the axe was [ effortless / difficult ].,effortless,difficult
VNAQPVX4R36A,2742,periscope,transparent,opaque,2.046382799744606,0.024200188636314124,True,The periscope [transmits / reflects] light,transmits,reflects
HKXM7AJCMHJQ,2991,prism,circular,multifaceted,7.00090229511261,0.0772584113292396,True,When applying shapes to the game rick [rounded / pointed] each side.,rounded ,pointed
XH7FWCGRRXDJ,1181,spaghetti,hot,cold,1.303923223167658,0.7894963026046753,True,Daniel's spaghetti is in the [ oven / fridge ].,oven,fridge
XH7FWCGRRXDJ,1121,lightning bug,extinct,alive,6.244668364524841,0.05417047068476677,True,The lightning bug is in [ space / Earth ].,space,Earth
XH7FWCGRRXDJ,848,lamp,on,disconnected,0.9987167082726957,0.0162141106557101,True,Romero ran into the room and pulled the lamp [ switch / cord ].,switch,cord
QHKQ32WVQEGN,847,lamp,on,off,0.9987167082726957,0.3160529537126422,True,Daisuke was sitting in the [bright/dark] room.,bright,dark
XH7FWCGRRXDJ,1099,spear,long,miniature,2.8332417830824848,0.001485755910834996,True,Billy carved a spear for [ himself / children ].,himself,children
3MMFR6RXMZM2,2423,gong,large,short,1.6478940844535828,0.08643850451335311,True,The gong was as tall as a [man/kitten].,man,kitten
C69D7VD39FKM,1261,drink,alcoholic,non-alcoholic,8.105001598596571,0.5325484555214643,True,The unknown drink resulted in Misty feeling [ buzzed / sober ].,buzzed ,sober
HKXM7AJCMHJQ,1713,coin,silver,gold,10.05348339676857,4.168438166379929,True,The value of the coin is [less/more] than other natural metals. ,Less,More
C69D7VD39FKM,2726,stamp,circular,rectangular,6.020357459783554,0.20091659389436245,True,Jevon's needed one more stamp to insert into his collection book but this newly-found stamp was much too [ round / squared].,round,squared
XXKCFJGVJDTX,2687,seaweed,toxic,safe,4.2039815336465844,0.014045629359316079,True,I put the seaweed in the [trash/salad].,trash,salad
XXKCFJGVJDTX,2713,scoreboard,online,offline,1.4443233609199524,0.014215907140169291,True,Brad [disconnected/connected] the scoreboard.,disconnected,connected
XH7FWCGRRXDJ,687,ginger,edible,toxic,25.12287199497223,0.11454973137006165,True,The ginger was grown with [ love / pesticides ].,love,pesticides
XH7FWCGRRXDJ,2404,canvas,blank,filled,11.516153812408447,0.014048832235857844,True,My oil painting hasn't been [ gessoed / dried ] yet.,gessoed,dried
XXKCFJGVJDTX,1794,hippopotamus,amphibious,hydrophobic,1.880466565489769,0.012270052684471013,True,The hippopotamus is [fond/afraid] of water,fond,afraid
XH7FWCGRRXDJ,1538,grater,large,little,1.50093836709857,0.00621266954112798,True,The grater was for [ parmesan / nutmeg ].,parmesan,nutmeg
XXKCFJGVJDTX,2675,navel,round,missing,3.671272471547127,0.05667950608767569,True,You can see that the navel is [circular/absent].,circular,absent
XH7FWCGRRXDJ,1144,tooth,sharp,dull,1.5600706450641155,0.12294808402657507,True,The monster bit into the apple with his one tooth [ easily / unsuccessfully ].,easily,unsuccessfully
QHKQ32WVQEGN,279,mustache,long,trimmed,4.088194668292998,0.31936021987348795,True,The last time Greg trimmed his mustache was three [weeks/days] ago.,weeks,days
FPMCK2P37RW2,1837,spoon,empty,full,1.3854814693331718,0.06359471590258181,True,Susan [ ate / scooped ] a bite of ice cream from her spoon.,ate,scooped
XXKCFJGVJDTX,2702,chihuahua,extinct,plentiful,20.822137594223022,0.014075335639063269,True,Chihuahuas are [absent/everywhere].,absent,everywhere
XH7FWCGRRXDJ,852,radar,operational,destroyed,2.2231590002775192,0.13701854040846229,True,The protestors [ repaired / ruined ] the tower.,repaired,ruined
3MMFR6RXMZM2,2448,tarantula,male,female,3.2538075000047684,3.224799782037735,True,The tarantula had laid many [traps/eggs].,traps,eggs
FPMCK2P37RW2,2197,bathrobe,optional,clothes,3.3552903681993484,0.034686175058595836,True,The crowd was [shocked / indifferent] that Jack had chosen not to wear the robe.,indifferent,shocked
XXKCFJGVJDTX,2633,sloth,edible,indigestible,2.1378921344876294,0.10944659588858484,True,"When cooked, the sloth is [savory/sickening].",savory,sickening
3MMFR6RXMZM2,2239,syringe,empty,filled,4.534268006682397,0.02521338756196201,True,The plunger on the syringe was [down/up].,down,up
FWD4Z73KK6F6,127,cocktail,simple,complicated,1.3171035796403885,0.443894462659955,True,The bartender quiclly made the [ common / exquisite ] cocktail.,common,exquisite
FPMCK2P37RW2,925,slingshot,long,short,0.7344366982579231,0.3524954663589597,True,Sally could [ barely / easily ] get enough tension out of the slingshot to make the shot.,easily,barely
QHKQ32WVQEGN,470,hammock,long,tiny,0.4143938887864351,0.08086278685368598,True,Ned [stretched/shrank] the hammock to fit the space.,stretched,shrank
XH7FWCGRRXDJ,1075,checkbook,empty,full,6.25169575214386,1.6326917335391045,True,John [ ordered / stored ] his checkbooks.,ordered,stored
XXKCFJGVJDTX,1733,pan,empty,full,8.132644742727281,1.041643787175417,True,Kim found [nothing/food] in the pan.,nothing,food
NFN2M74RPJ2Q,221,cordon bleu,French,american,23.95291030406952,0.05433858023025096,True,Mike found the cordon bleu to be [authentic / imported] at the restaurant.,authentic,imported
XXKCFJGVJDTX,2575,blackberry,poisonous,fine,4.2146723717451104,0.004214290311210789,True,I gave Chuck a [toxic/healthy] blueberry.,toxic,healthy
FPMCK2P37RW2,1988,pot,heavy,light,1.311042718589306,0.14487195294350386,True,N/A,N/A,N/A
XXKCFJGVJDTX,192,sushi,simple,complex,0.5509942770004272,0.1364045194350183,True,We ordered [standard/gourmet] sushi.,standard,gourmet
XXKCFJGVJDTX,1525,bun,edible,stale,4.6095095574855804,0.060344504890963435,True,Todd put a [fresh/old] bun on my sandwich.,fresh,old
QHKQ32WVQEGN,2590,pillow,warm,comfortable,2.6730669662356377,0.26079074013978243,True,Alexandra slept under the [sun/stars].,sun,stars
HKXM7AJCMHJQ,1698,bagpipe,ancient,new,20.887120068073273,0.031006592325866226,True,Marco found a set of bagpipes from the [antique/music] store.,Antique ,Music
FPMCK2P37RW2,2335,pancake,edible,spoiled,3.446118161082268,0.0009193136065732688,True,The pancake had sat on the counter for [ minutes / days ].,minutes,days
FPMCK2P37RW2,1339,asparagus,edible,inedible,12.638410925865172,0.01322211610386148,True,Mike mixed the asparagus with [ butter / turpentine ].,butter,turpentine
XXKCFJGVJDTX,1818,stiletto,long,small,2.133292704820633,0.457433145493269,True,There was a [large/short] distance from the front to back of the stilleto.,large,short
XH7FWCGRRXDJ,1229,anvil,heavy,light,3.833464905619621,0.17577102407813072,True,Tucker's anvil is made for [ giants / children ].,giants,children
HKXM7AJCMHJQ,1214,measuring cup,circular,square,1.9520401954650881,0.27682080399245024,True,The measuring cup was [accurate/inaccurate] because of the design. ,accurate,inaccurate
XXKCFJGVJDTX,1711,barrette,ornamental,important,3.9035215973854074,0.19384234910830853,True,She was wearing a [decorative/necessary] barrette.,decorative,necessary
7TVRDX6P4GTP,29,eel,edible,poisonous,5.756087228655815,0.20393617451190948,True,The chef felt [ good / sick ] after taste-testing the eel.,good,sick
XH7FWCGRRXDJ,1176,pom-pom,circular,angular,1.5610430389642715,0.0004104606887267437,True,Justina made a pom-pom in a [ circle / triangle ] shape.,circle,triangle
XH7FWCGRRXDJ,99,tray,empty,full,46.66965901851654,3.1566906720399857,True,Boris is [ finished / still ] chopping the onions on the tray.,finished,still
FPMCK2P37RW2,2379,pipe,cylindrical,joint,6.608658283948897,0.003690930680022575,True,N/A,N/A,N/A
FPMCK2P37RW2,2140,coffee,free,expensive,3.29459011554718,1.5030544251203537,True,Bill got a coffee from the [ kitchen / cafe ].,kitchen,cafe
FPMCK2P37RW2,2887,accordion,portable,stuck,2.815012820065021,9.119331707552192e-05,True,Jill was [unsure / aware] of how she would get the accordion into her car.,aware,unsure
FPMCK2P37RW2,2026,music box,empty,full,1.0032619349658491,0.008926068403525278,True,The contents of Jane's music box had been [ stolen / returned ].,stolen,returned
C69D7VD39FKM,2319,mashed potato,edible,inedible,10.303836315870283,0.034480183967389166,True,"When making mashed potatoes, the potatoes used should be [ whitish / green ] in color. ",whitish,green
FPMCK2P37RW2,1935,ice,cold,melted,2.0343638956546783,0.28133022133260965,True,Susan cleaned up the snow with a [ shovel / mop ].,shovel,mop
XXKCFJGVJDTX,2645,gel,liquid,frozen,2.6828963309526443,0.1460840692743659,True,Ben took the gel out of the [bottle/freezer].,bottle,freezer
FPMCK2P37RW2,2027,pepper,edible,noxious,17.30307638645172,0.06676040356978774,True,The eye water smell of the pepper was [ enticing / nauseating ],enticing,nauseating
XH7FWCGRRXDJ,2202,almond,edible,rotten,41.3591891527176,0.0009384310033055953,True,Joey's bag had an almond that was [ sweet / bitter ].,sweet,bitter
XXKCFJGVJDTX,229,skirt,short,long,10.931694507598877,2.5073841214179997,True,She wore a skirt [above/below] her knees.,above,below
XH7FWCGRRXDJ,437,candy cane,edible,poisonous,1.4141079038381577,0.1748512266203761,True,Jerry's candy cane was made from [ peppermint / chemicals ].,peppermint,chemicals
NFN2M74RPJ2Q,631,shutter,open,shut,12.061893194913864,3.8794070482254033,True,It was very bright/dark inside the room.,bright,dark
HKXM7AJCMHJQ,2905,tea,hot,chilly,12.82452642917633,0.03786454617511481,True,Marco usually puts his tea in the [kettle/fridge] before drinking. ,kettle,fridge
XH7FWCGRRXDJ,431,napkin ring,empty,filled,3.905455023050308,0.017219428264070302,True,Bob's napkin is [ crumpled / unused ].,crumpled,unused
XXKCFJGVJDTX,247,soccer ball,plastic,cloth,3.880533948540688,0.014251025277189909,True,The soccer ball [repelled/absorbed] the water on the grass.,repelled,absorbed
XXKCFJGVJDTX,1507,earwig,poisonous,delicious,2.4470685049891467,0.003122015186818317,True,An earwig is good to [hurt/feed] someone.,hurt,feed
HKXM7AJCMHJQ,2955,potato,edible,lined,57.168877124786384,2.8912495508848224e-06,True,Mark [picked/left] the potatoes in rows in the field,picked,left
FPMCK2P37RW2,2474,jukebox,simple,streamlined,0.13574276817962527,0.004109419387532397,True,Bill ran his hand along the polished [corners / lines] of the antique jukebox.,corners,lines
XH7FWCGRRXDJ,1088,basketball hoop,spherical,stretched,4.265446215867996,0.04712468362413347,True,Hans [ used / stored ] his basketball hoop.,used,stored
HKXM7AJCMHJQ,2962,toothpick,long,broken,0.5349668674170971,0.0894971308298409,True,Mark put the toothpick in his {teeth/trashcan] after pulling it from the box.,teeth,trashcan
XH7FWCGRRXDJ,1130,string cheese,edible,inedible,3.3157117664813995,0.20318790338933468,True,Don's string cheese has been [ refrigerated / discarded ].,refrigerated,discared
XXKCFJGVJDTX,1674,papaya,tall,short,0.4245394840836525,0.3321347292512655,True,"Compared to others, the papaya stood [higher/lower].",higher,lower
XXKCFJGVJDTX,2063,saffron,purple,colourless,6.903988867998122,0.15587948728352785,True,She wore a [violet/bland] saffron.,violet,bland
XXKCFJGVJDTX,985,caramel,orange,brown,4.546402022242546,1.0589999146759508,True,The caramel I made turned out [discolored/well].,discolored,well
7TVRDX6P4GTP,397,dustpan,empty,overflowing,17.232882976531982,0.05379850044846535,True,"When George tried to sweep up the crumbs, they ended up [ inside / outside ] the dustpan.",inside,outside
XH7FWCGRRXDJ,1486,videogame,real,fake,3.81242074072361,0.01424113870598376,True,Ryan clicked on the ad for the video game and it led to a [ store / virus ].,store,virus
XXKCFJGVJDTX,2679,quad,circular,triangular,3.3199232071638107,0.9017647244036198,True,We need to measure the [circumference/angles] of the quad.,circumference,angles
QHKQ32WVQEGN,566,shrimp,edible,rancid,29.260829091072086,0.0815472740214318,True,Raven wanted to [prepare/discard] the shrimp in the fridge.,prepare,discard
XXKCFJGVJDTX,879,drill,perfect,imperfect,1.181661244481802,0.014943417045287788,True,I picked up a [pristine/flawed] drill.,pristine,flawed
XXKCFJGVJDTX,1245,ice cream,cold,softened,2.263523638248444,0.009268279245588928,True,He pulled the ice cream out of the [freezer/cabinet].,freezer,cabinet
XXKCFJGVJDTX,2397,trough,deep,shallow,4.081857204437257,3.481854498386383,True,The trough can hold a [meter/inch] of water.,meter,inch
3MMFR6RXMZM2,2925,sink,empty,filled,13.184431195259096,0.17071572365239265,True,The dishwasher arrived five hours [ago/late].,ago,late
XH7FWCGRRXDJ,1641,board,empty,stuffed,10.659554600715637,0.019024313951376826,True,Barbara's cheese board had been [ cleaned / arranged ].,cleaned,arranged
3MMFR6RXMZM2,2465,test tube,cylindrical,asymmetric,4.7819554805755615,0.01624733122298494,True,The test tube was [warmed/warped] by the heat.,warmed,warped
3MMFR6RXMZM2,2493,fishhook,long,short,0.6572019308805466,0.5947333294898272,True,The fishhook could have caught a [marlin/minnow].,marlin,minnow
XXKCFJGVJDTX,2151,nail file,plastic,glass,3.411135077476501,0.08994779200293124,True,I had to find a [wooden/metal] nail file yesterday.,wooden,metal
C69D7VD39FKM,1684,croissant,edible,toxic,3.790057450532913,0.0004409042958286591,True,Yesterday's breakfast consisted of a [ fresh / contaminated ] croissant. ,fresh ,contaminated
HKXM7AJCMHJQ,2486,candy cane,candy,vegetable,73.1094241142273,0.01408307289239019,True,Tim's mom made the candy cane from [sugar/carrots] so he would eat it. ,sugar,carrots
3MMFR6RXMZM2,2550,bubble,empty,filled,14.841949939727785,0.5557175725698471,True,"When the bubble popped, a sweet [smell/liquid] rained down.",smell,liquid
XXKCFJGVJDTX,1443,peanut butter,edible,stale,7.774944603443147,0.08885753923095763,True,I found the peanut butter to be [viable/expired].,viable,expired
7TVRDX6P4GTP,12,exhaust pipe,long,tiny,2.0491980016231537,0.018092078971676532,True,The exhaust pipe could be seen from [ behind / under ] the car.,behind,under
XH7FWCGRRXDJ,1491,noose,sharp,soft,1.566818729043007,0.10349779622629283,True,The noose is made of [ metal / cloth ].,metal,cloth
3MMFR6RXMZM2,2913,scoop,good,bad,1.1737738735973835,0.1061017159372568,True,The scoop had a [nonstick/rusty] coating.,nonstick,rusty
XH7FWCGRRXDJ,1663,toe,swollen,normal,3.1727399677038197,0.22373748943209648,True,Billy's big toe was [ throbbing / fine ].,throbbing,fine
9KNVR6X2DWC4,2872,chihuahua,indigenous,exotic,3.7246577441692352,0.001080512083717622,True,Dan got his chihuahua from a [domestic/foreign] breeder.,domestic,foreign
C69D7VD39FKM,1390,chute,straight,bent,0.988591369241476,0.061328732408583164,True,The ball's path through the chute  was [ smooth / uneven ].,smooth,uneven
XXKCFJGVJDTX,1716,slime,poisonous,edible,4.892155900597572,2.4918058887124057,True,Eating the slime will be [harmful/safe].,harmful,safe
XXKCFJGVJDTX,2068,neck,straight,crooked,1.884816400706768,0.13116231421008706,True,Yesterday my neck was [upright/bent].,upright,bent
XH7FWCGRRXDJ,1593,tomato,edible,toxic,45.250758528709405,0.87776780128479,True,Tony's dog [ survived / died ] after consuming the tomato.,survived,died
XXKCFJGVJDTX,2032,rubber band,flexible,brittle,3.1165866181254387,0.056770659284666174,True,When I folded the rubber band it [bent/cracked].,bent,cracked
3MMFR6RXMZM2,2910,razor blade,long,tiny,1.817881315946579,0.03043833712581545,True,The razor blade [jammed/fit] in the drawer.,jammed,fit
FWD4Z73KK6F6,78,pepper,edible,hot,17.30307638645172,0.8568646386265755,True,"Even though the pepper had not been cooked, it was still [ delicious / warm ].",delicious,warm
XXKCFJGVJDTX,2616,crab,edible,ill,19.639497995376587,0.0010778770047181752,True,I caught a crab that was [tasty/sickly].,tasty,sickly
3MMFR6RXMZM2,2917,thumb,swollen,fine,3.652054071426392,0.1571481814607978,True,The doctor took one look at the thumb and gave the patient the [antibiotics/boot].,antibiotics,boot
FPMCK2P37RW2,2012,vial,empty,full,46.90246880054474,0.7423394359648228,True,Jane noticed the vial was unusually [ lite / heavy ].,lite,heavy
XXKCFJGVJDTX,1653,branch,vertical,horizontal,0.41473889723420143,0.2869880991056561,True,There was a branch [standing/lying] nearby.,standing,lying
XH7FWCGRRXDJ,658,shell,hollow,full,2.833939716219902,0.0016179337762878276,True,The shell was in the [ store / ocean ].,store,ocean
QHKQ32WVQEGN,280,gutter,wet,dry,11.4739827811718,3.668749704957008,True,The [rain/sunlight] fell on the gutter.,rain,sunlight
FPMCK2P37RW2,2271,paper bag,heavy,light,2.282116562128067,0.2710825996473432,True,"Sarah filled the paper bag with [ rocks , lint ].",rocks,lint
FPMCK2P37RW2,1413,man,dead,alive,5.166777968406676,0.936618074774742,True,Mike was shot with a [ bullet / beanbag ].,bullet,beanbag
